Degree,Log(Probability)
2,-1.6928195213731514
3,-1.7997916409253192
4,-1.7525387560747736
5,-2.2380465718564744
6,-2.371577964480997
7,-2.668829487948929
8,-3.287868696355152
9,-3.5290307531720404
10,-3.4420193761824103
11,-4.8283137373023015
12,-4.54063166485052
13,-4.54063166485052
14,-4.135166556742356
15,-4.8283137373023015
16,-4.31748811353631
17,-4.135166556742356
18,-5.926926025970411
19,-5.233778845410465
24,-5.926926025970411
25,-5.926926025970411
26,-5.926926025970411
28,-5.926926025970411
30,-5.926926025970411
33,-5.926926025970411
45,-5.926926025970411
