Degree,Log(Probability)
2,-1.7404661748405046
3,-1.7657839828247943
4,-1.8598129324730706
5,-2.293851413025291
6,-2.4849066497880004
7,-2.864396271492904
8,-3.126760535960395
9,-3.28927946545817
10,-3.925268232178167
11,-3.349904087274605
12,-4.513054897080286
13,-4.330733340286331
14,-4.736198448394496
15,-4.176582660459073
16,-4.513054897080286
17,-5.0238805208462765
18,-4.736198448394496
19,-5.429345628954441
20,-4.513054897080286
21,-5.429345628954441
22,-5.429345628954441
26,-5.0238805208462765
29,-6.1224928095143865
30,-6.1224928095143865
36,-6.1224928095143865
37,-6.1224928095143865
43,-6.1224928095143865
55,-5.429345628954441
