Degree,Log(Probability)
2,-1.7856804231516727
3,-1.6341305250244718
4,-1.7499623405495937
5,-2.3590264038989974
6,-2.2965060469176635
7,-2.7019711550258276
8,-3.0204248861443626
9,-3.595789031047924
10,-3.8471034593288302
11,-4.694401319716034
12,-3.8471034593288302
13,-4.406719247264253
14,-4.694401319716034
15,-5.099866427824199
16,-5.099866427824199
17,-5.099866427824199
18,-5.793013608384143
19,-5.793013608384143
20,-5.099866427824199
21,-5.793013608384143
23,-5.099866427824199
24,-5.793013608384143
25,-5.099866427824199
31,-5.793013608384143
