Degree,Log(Probability)
2,-1.6620816459195225
3,-1.6486586255873816
4,-2.137505342634597
5,-2.094945728215801
6,-2.3285605793973065
7,-3.193558016883911
8,-2.70805020110221
9,-3.6635616461296463
10,-3.5682514663253215
11,-4.356708826689592
12,-4.174387269895637
13,-4.579852378003801
14,-5.966146739123692
15,-4.867534450455582
16,-4.356708826689592
17,-4.579852378003801
18,-4.356708826689592
19,-5.272999558563747
20,-5.272999558563747
21,-5.272999558563747
23,-5.966146739123692
25,-5.966146739123692
28,-5.966146739123692
30,-5.966146739123692
34,-5.272999558563747
53,-5.966146739123692
