Degree,Log(Probability)
2,-1.749199854809259
3,-1.7884205679625405
4,-1.7686179406663607
5,-2.1740830487745253
6,-2.7047112998366956
7,-2.7047112998366956
8,-2.8672302293344702
9,-3.9086841041626315
10,-3.7545334243353734
11,-4.091005660956586
12,-4.091005660956586
13,-4.601831284722577
14,-3.7545334243353734
15,-4.314149212270796
16,-4.091005660956586
17,-5.700443573390687
18,-5.700443573390687
19,-5.700443573390687
20,-5.0072963928307415
22,-5.700443573390687
23,-5.0072963928307415
25,-5.700443573390687
30,-5.700443573390687
32,-5.700443573390687
37,-5.700443573390687
72,-5.700443573390687
