Degree,Log(Probability)
2,-1.7160476474923587
3,-1.8675975456195597
4,-1.7160476474923587
5,-2.440943526366884
6,-2.348570206235869
7,-2.473733349189875
8,-3.1023420086122493
9,-3.6777061535158113
10,-3.6777061535158113
11,-3.7954891891721947
12,-3.929020581796717
13,-3.929020581796717
14,-4.48863636973214
15,-4.48863636973214
16,-4.77631844218392
17,-5.87493073085203
20,-5.181783550292085
21,-5.87493073085203
24,-5.87493073085203
26,-5.87493073085203
28,-5.87493073085203
29,-5.87493073085203
34,-5.181783550292085
53,-5.87493073085203
