Degree,Log(Probability)
2,-1.6491453620292131
3,-1.7844867098989754
4,-1.9077193503229233
5,-2.1065702090680887
6,-2.4350742760401247
7,-3.0228609409422433
8,-3.2460044922564535
9,-3.7160081215021887
10,-3.821368637160015
11,-3.7160081215021887
12,-3.9391516728163984
13,-4.409155302062135
14,-4.409155302062135
15,-4.22683374526818
16,-4.919980925828125
17,-4.632298853376344
18,-4.919980925828125
19,-6.018593214496234
20,-5.32544603393629
21,-5.32544603393629
22,-6.018593214496234
23,-5.32544603393629
24,-5.32544603393629
25,-6.018593214496234
30,-6.018593214496234
33,-5.32544603393629
34,-6.018593214496234
36,-6.018593214496234
42,-6.018593214496234
