Degree,Log(Probability)
2,-1.7874210676294569
3,-1.749199854809259
4,-1.911718784307034
5,-2.324563999712821
6,-2.6972392849979943
7,-2.6972392849979943
8,-2.873129951461659
9,-3.6463198396951406
10,-3.4231762883809305
11,-3.828641396489095
12,-4.051784947803305
13,-3.828641396489095
14,-4.339467020255086
15,-5.032614200815031
16,-4.74493212836325
17,-4.5217885770490405
18,-5.032614200815031
19,-4.74493212836325
20,-6.131226489483141
21,-5.032614200815031
22,-4.74493212836325
23,-4.74493212836325
24,-6.131226489483141
27,-5.438079308923196
28,-5.438079308923196
32,-6.131226489483141
35,-5.438079308923196
36,-6.131226489483141
69,-6.131226489483141
