Degree,Log(Probability)
2,-1.8211733544343482
3,-1.749199854809259
4,-1.8514787039296772
5,-2.3122939071210067
6,-2.362304327695668
7,-2.624668592163159
8,-3.1926526297690985
9,-3.627970701026944
10,-3.4609166163637775
11,-3.828641396489095
12,-3.9464244321454784
13,-4.079955824770001
14,-4.23410650459726
15,-5.332718793265369
16,-4.416428061391214
17,-4.927253685157205
18,-6.025865973825314
19,-6.025865973825314
20,-6.025865973825314
21,-4.639571612705423
22,-4.927253685157205
23,-6.025865973825314
24,-6.025865973825314
25,-6.025865973825314
34,-6.025865973825314
36,-6.025865973825314
38,-6.025865973825314
39,-6.025865973825314
44,-6.025865973825314
45,-6.025865973825314
