Degree,Log(Probability)
2,-1.813452293839315
3,-1.9545308920992204
4,-2.0170512490805543
5,-2.1552015875613715
6,-2.315544237636551
7,-2.9661318037777002
8,-2.886089096104164
9,-3.253813876229481
10,-4.06474409244581
11,-3.505128304510387
12,-3.8416005411316
13,-3.6592789843376456
14,-3.6592789843376456
15,-5.4510384535657
16,-4.757891273005756
17,-4.757891273005756
19,-5.4510384535657
20,-4.352426164897591
21,-5.4510384535657
22,-5.4510384535657
23,-4.757891273005756
24,-5.4510384535657
25,-5.4510384535657
26,-5.4510384535657
31,-5.4510384535657
32,-5.4510384535657
49,-5.4510384535657
