Degree,Log(Probability)
2,-1.7247487589450947
3,-1.6319670254941285
4,-2.0501711593797225
5,-2.1947523881908304
6,-2.8233610476132043
7,-2.6692103677859462
8,-3.1110431200649855
9,-3.362357548345891
10,-3.6035196051627794
11,-3.804190300624931
12,-4.9028025892930405
13,-3.698829784967104
14,-3.698829784967104
15,-6.0014148779611505
16,-4.61512051684126
17,-5.308267697401205
18,-5.308267697401205
19,-5.308267697401205
20,-6.0014148779611505
21,-6.0014148779611505
22,-5.308267697401205
24,-6.0014148779611505
25,-5.308267697401205
26,-6.0014148779611505
27,-6.0014148779611505
29,-6.0014148779611505
31,-6.0014148779611505
34,-5.308267697401205
35,-6.0014148779611505
36,-6.0014148779611505
46,-6.0014148779611505
48,-6.0014148779611505
91,-6.0014148779611505
