Degree,Log(Probability)
2,-1.8132656744490185
3,-1.7707060600302227
4,-1.8278644738701713
5,-2.0961284604648505
6,-2.5210116544301164
7,-2.8693183486983322
8,-3.214158834990062
9,-3.4824228215847413
10,-3.744787086052232
11,-3.9679306373664422
12,-3.4083148494310196
13,-3.5624655292582776
14,-4.661077817926388
15,-3.9679306373664422
16,-6.0473721790462776
17,-5.354224998486333
18,-6.0473721790462776
19,-4.948759890378168
20,-6.0473721790462776
21,-5.354224998486333
23,-6.0473721790462776
27,-5.354224998486333
30,-5.354224998486333
32,-6.0473721790462776
38,-6.0473721790462776
49,-6.0473721790462776
