Degree,Log(Probability)
2,-1.816150922352214
3,-1.816150922352214
4,-1.9339339580085977
5,-2.627081138568543
6,-2.339399066116762
7,-2.9147632110203237
8,-2.8094026953624978
9,-3.3202283191284883
10,-5.111987788356543
11,-3.16607763930123
12,-5.111987788356543
13,-4.013375499688434
14,-5.111987788356543
15,-3.7256934272366524
16,-5.111987788356543
17,-4.418840607796598
18,-5.111987788356543
19,-5.111987788356543
20,-4.418840607796598
22,-5.111987788356543
23,-4.418840607796598
24,-5.111987788356543
25,-5.111987788356543
27,-5.111987788356543
29,-5.111987788356543
30,-5.111987788356543
31,-5.111987788356543
32,-5.111987788356543
33,-5.111987788356543
