Log(Degree),Log(Probability)
0.6931471805599453,-1.8523840910444898
1.0986122886681098,-1.6982334112172317
1.3862943611198906,-1.8523840910444898
1.6094379124341003,-2.356289271965907
1.791759469228055,-2.588090886023231
1.9459101490553132,-3.0845277723371223
2.0794415416798357,-3.3256898291540105
2.1972245773362196,-3.3256898291540105
2.302585092994046,-3.3256898291540105
2.3978952727983707,-5.030437921392435
2.4849066497880004,-3.3256898291540105
2.5649493574615367,-4.11414718951828
2.6390573296152584,-5.723585101952381
2.70805020110221,-5.723585101952381
2.772588722239781,-4.33729074083249
2.833213344056216,-4.11414718951828
2.8903717578961645,-5.030437921392435
2.995732273553991,-5.030437921392435
3.091042453358316,-5.723585101952381
3.1354942159291497,-5.030437921392435
3.1780538303479458,-5.723585101952381
3.2188758248682006,-5.723585101952381
3.295836866004329,-5.723585101952381
3.332204510175204,-4.11414718951828
3.4011973816621555,-5.723585101952381
3.4339872044851463,-5.030437921392435
3.4657359027997265,-5.723585101952381
3.4965075614664802,-5.723585101952381
3.5263605246161616,-5.723585101952381
3.58351893845611,-5.723585101952381
3.6888794541139363,-5.723585101952381
3.713572066704308,-5.723585101952381
3.871201010907891,-5.723585101952381
4.31748811353631,-5.723585101952381
