Log(Degree),Log(Probability)
0.6931471805599453,-1.7360174862198199
1.0986122886681098,-1.811052672162734
1.3862943611198906,-1.995975010656746
1.6094379124341003,-2.4659786399024815
1.791759469228055,-2.44128602731211
1.9459101490553132,-2.571339155560308
2.0794415416798357,-3.063815640658102
2.1972245773362196,-3.063815640658102
2.302585092994046,-3.3822693717766366
2.3978952727983707,-4.363098624788362
2.4849066497880004,-4.208947944961104
2.5649493574615367,-3.9576335166801986
2.6390573296152584,-4.0754165523365815
2.70805020110221,-4.363098624788362
2.772588722239781,-6.154858094016418
2.833213344056216,-4.545420181582317
2.8903717578961645,-5.056245805348308
2.9444389791664403,-4.768563732896527
2.995732273553991,-4.0754165523365815
3.044522437723423,-6.154858094016418
3.1354942159291497,-6.154858094016418
3.258096538021482,-6.154858094016418
3.4657359027997265,-6.154858094016418
3.5263605246161616,-6.154858094016418
3.5553480614894135,-6.154858094016418
3.6109179126442243,-6.154858094016418
3.6635616461296463,-6.154858094016418
3.7376696182833684,-5.461710913456472
3.7612001156935624,-6.154858094016418
4.060443010546419,-6.154858094016418
4.59511985013459,-6.154858094016418
