Log(Degree),Log(Probability)
0.6931471805599453,-1.620695066958735
1.0986122886681098,-1.740839378800798
1.3862943611198906,-2.412933150162911
1.6094379124341003,-2.0646264558946954
1.791759469228055,-2.5464645427874335
1.9459101490553132,-2.372111155642656
2.0794415416798357,-3.1060803307228566
2.1972245773362196,-3.1930917077124863
2.302585092994046,-3.288401887516811
2.3978952727983707,-4.492374691842747
2.4849066497880004,-3.7992275112828016
2.5649493574615367,-4.204692619390966
2.6390573296152584,-4.897839799950911
2.70805020110221,-5.5909869805108565
2.772588722239781,-4.492374691842747
2.833213344056216,-5.5909869805108565
2.995732273553991,-4.897839799950911
3.044522437723423,-4.897839799950911
3.091042453358316,-5.5909869805108565
3.1354942159291497,-5.5909869805108565
3.1780538303479458,-5.5909869805108565
3.258096538021482,-4.897839799950911
3.295836866004329,-5.5909869805108565
3.4657359027997265,-5.5909869805108565
