Log(Degree),Log(Probability)
0.6931471805599453,-1.6620816459195225
1.0986122886681098,-1.6486586255873816
1.3862943611198906,-2.137505342634597
1.6094379124341003,-2.094945728215801
1.791759469228055,-2.3285605793973065
1.9459101490553132,-3.193558016883911
2.0794415416798357,-2.70805020110221
2.1972245773362196,-3.6635616461296463
2.302585092994046,-3.5682514663253215
2.3978952727983707,-4.356708826689592
2.4849066497880004,-4.174387269895637
2.5649493574615367,-4.579852378003801
2.6390573296152584,-5.966146739123692
2.70805020110221,-4.867534450455582
2.772588722239781,-4.356708826689592
2.833213344056216,-4.579852378003801
2.8903717578961645,-4.356708826689592
2.9444389791664403,-5.272999558563747
2.995732273553991,-5.272999558563747
3.044522437723423,-5.272999558563747
3.1354942159291497,-5.966146739123692
3.2188758248682006,-5.966146739123692
3.332204510175204,-5.966146739123692
3.4011973816621555,-5.966146739123692
3.5263605246161616,-5.272999558563747
3.970291913552122,-5.966146739123692
