Log(Degree),Log(Probability)
0.6931471805599453,-1.8925641683500207
1.0986122886681098,-1.5283420187759054
1.3862943611198906,-1.8337236683270872
1.6094379124341003,-2.4186572642467996
1.791759469228055,-2.61648300757672
1.9459101490553132,-3.24900556632023
2.0794415416798357,-2.7863820443721172
2.1972245773362196,-3.597312260588446
2.302585092994046,-3.597312260588446
2.3978952727983707,-3.5172695529149096
2.4849066497880004,-4.290459441148391
2.5649493574615367,-4.136308761321133
2.6390573296152584,-4.290459441148391
2.70805020110221,-4.136308761321133
2.772588722239781,-4.983606621708336
2.833213344056216,-4.983606621708336
2.8903717578961645,-6.082218910376446
2.9444389791664403,-5.389071729816501
3.044522437723423,-6.082218910376446
3.091042453358316,-4.983606621708336
3.1780538303479458,-5.389071729816501
3.2188758248682006,-6.082218910376446
3.258096538021482,-6.082218910376446
3.367295829986474,-5.389071729816501
3.4011973816621555,-6.082218910376446
3.4339872044851463,-4.983606621708336
3.4657359027997265,-6.082218910376446
3.6888794541139363,-6.082218910376446
3.8918202981106265,-6.082218910376446
4.02535169073515,-6.082218910376446
4.1588830833596715,-6.082218910376446
4.290459441148391,-6.082218910376446
