Log(Degree),Log(Probability)
0.6931471805599453,-1.5723966407537513
1.0986122886681098,-1.9161681798565757
1.3862943611198906,-2.083222264519742
1.6094379124341003,-1.8661577592819145
1.791759469228055,-2.583997552432231
1.9459101490553132,-2.6352908468197818
2.0794415416798357,-3.2771447329921766
2.1972245773362196,-3.2771447329921766
2.302585092994046,-4.193435464866331
2.3978952727983707,-4.193435464866331
2.4849066497880004,-4.886582645426277
2.5649493574615367,-4.193435464866331
2.6390573296152584,-4.481117537318113
2.70805020110221,-4.481117537318113
2.772588722239781,-4.886582645426277
2.833213344056216,-4.481117537318113
2.8903717578961645,-5.579729825986222
2.995732273553991,-4.481117537318113
3.1354942159291497,-4.886582645426277
3.2188758248682006,-5.579729825986222
3.258096538021482,-5.579729825986222
3.367295829986474,-4.886582645426277
3.4011973816621555,-5.579729825986222
3.4657359027997265,-5.579729825986222
3.828641396489095,-5.579729825986222
