T,Flux,E
5376.62611,14.708,0.003
5376.63884,14.710,0.003
5376.65245,14.700,0.003
5376.66509,14.709,0.003
5376.67973,14.708,0.003
5376.69289,14.704,0.003
5376.70595,14.696,0.003
5376.71870,14.703,0.003
5376.73108,14.699,0.003
5376.74421,14.702,0.003
5376.75706,14.705,0.004
5376.76991,14.697,0.003
5376.78250,14.702,0.003
5376.79523,14.706,0.003
5376.80805,14.708,0.003
5376.82069,14.714,0.003
5376.83323,14.701,0.003
5376.84598,14.698,0.003
5376.85861,14.700,0.003
5376.87112,14.700,0.003
5377.51471,14.700,0.003
5377.52797,14.712,0.003
5377.54077,14.711,0.003
5377.55672,14.707,0.003
5377.57079,14.700,0.003
5377.58530,14.700,0.003
5377.59804,14.709,0.004
5377.61073,14.701,0.003
5377.62348,14.704,0.003
5377.64441,14.702,0.003
5377.66422,14.704,0.003
5377.67879,14.705,0.003
5377.69706,14.704,0.003
5377.71007,14.702,0.003
5377.72774,14.706,0.003
5377.74063,14.699,0.003
5377.75313,14.699,0.003
5377.77074,14.696,0.003
5377.78335,14.703,0.003
5377.79583,14.699,0.003
5377.80847,14.698,0.003
5377.82104,14.706,0.003
5377.83401,14.706,0.003
5377.84668,14.706,0.003
5377.85922,14.703,0.003
5378.48834,14.704,0.003
5378.50287,14.703,0.003
5378.51700,14.705,0.003
5378.53079,14.704,0.003
5378.54450,14.700,0.003
5378.55864,14.698,0.003
5378.57252,14.701,0.003
5378.58659,14.697,0.003
5378.60084,14.705,0.003
5378.61488,14.702,0.003
5378.62918,14.707,0.003
5378.64332,14.701,0.003
5378.65908,14.704,0.003
5378.67491,14.708,0.003
5378.68918,14.707,0.003
5378.70367,14.706,0.003
5378.71815,14.701,0.003
5378.73106,14.700,0.003
5378.74386,14.708,0.003
5378.75647,14.702,0.003
5378.76910,14.702,0.003
5378.78199,14.703,0.003
5378.79500,14.703,0.003
5378.80758,14.699,0.003
5378.82023,14.706,0.003
5378.83486,14.700,0.003
5378.84752,14.706,0.003
5378.86016,14.701,0.003
5378.87257,14.705,0.003
5379.48641,14.699,0.003
5379.49900,14.706,0.003
5379.51160,14.699,0.003
5379.52435,14.704,0.003
5379.53835,14.704,0.003
5379.55269,14.698,0.003
5379.56700,14.697,0.003
5379.58126,14.710,0.003
5379.59509,14.711,0.003
5379.60906,14.714,0.003
5379.62322,14.725,0.003
5379.63789,14.716,0.003
5379.65281,14.709,0.003
5379.66733,14.715,0.003
5379.68162,14.719,0.003
5379.69596,14.715,0.003
5379.71019,14.715,0.003
5379.72430,14.707,0.003
5379.73830,14.707,0.003
5379.75089,14.710,0.003
5379.76342,14.704,0.003
5379.77592,14.708,0.003
5379.78849,14.709,0.003
5379.80128,14.700,0.003
5379.81385,14.706,0.003
5379.82629,14.700,0.003
5379.83936,14.710,0.003
5379.85196,14.701,0.003
5379.86731,14.708,0.003
5380.49787,14.695,0.003
5380.51041,14.703,0.003
5380.52310,14.703,0.003
5380.53571,14.705,0.003
5380.54955,14.702,0.003
5380.56359,14.700,0.003
5380.57757,14.702,0.003
5380.59147,14.702,0.003
5380.60540,14.698,0.003
5380.61934,14.698,0.003
5380.63337,14.695,0.003
5380.64767,14.700,0.003
5380.66335,14.700,0.003
5380.67831,14.700,0.003
5380.69246,14.705,0.003
5380.70597,14.703,0.003
5380.71889,14.703,0.003
5380.73158,14.702,0.003
5380.74435,14.699,0.003
5380.75711,14.707,0.003
5380.76961,14.704,0.003
5380.78233,14.703,0.003
5380.79497,14.707,0.003
5380.80771,14.701,0.003
5380.82030,14.703,0.003
5380.83286,14.708,0.003
5380.84572,14.707,0.004
5381.51964,14.710,0.004
5381.53261,14.704,0.004
5381.54522,14.709,0.003
5381.55773,14.701,0.003
5381.57017,14.705,0.003
5381.58274,14.707,0.004
5381.59552,14.705,0.004
5381.61033,14.701,0.004
5381.64153,14.738,0.004
5381.65465,14.698,0.003
5381.66891,14.706,0.003
5381.68275,14.705,0.003
5381.69545,14.702,0.003
5381.70803,14.703,0.003
5381.72072,14.711,0.004
5381.73344,14.697,0.003
5381.74613,14.708,0.003
5381.75902,14.704,0.003
5381.77164,14.705,0.004
5381.79307,14.708,0.003
5381.80579,14.707,0.003
5381.81849,14.704,0.003
5381.83118,14.704,0.003
5381.84393,14.708,0.003
5381.85655,14.700,0.004
5382.52142,14.700,0.003
5382.53396,14.697,0.003
5382.54641,14.704,0.003
5382.55898,14.709,0.004
5382.57834,14.704,0.003
5382.59604,14.700,0.003
5382.60841,14.707,0.003
5382.62127,14.708,0.003
5382.63364,14.703,0.004
5382.64633,14.707,0.003
5382.66260,14.702,0.003
5382.67542,14.703,0.003
5382.68811,14.709,0.003
5382.70259,14.703,0.003
5382.71531,14.702,0.003
5382.72793,14.709,0.003
5382.74063,14.698,0.003
5382.75321,14.694,0.003
5382.76572,14.703,0.003
5382.78536,14.706,0.004
5382.80340,14.701,0.004
5382.81644,14.705,0.004
5382.82915,14.703,0.004
5383.68744,14.709,0.003
5383.74562,14.710,0.003
5383.75829,14.714,0.004
5384.53349,14.711,0.004
5384.77045,14.720,0.003
5384.78294,14.700,0.004
5384.79557,14.702,0.004
5384.80859,14.710,0.004
5384.83994,14.701,0.004
5384.85299,14.706,0.004
5385.46616,14.703,0.003
5385.47924,14.699,0.003
5385.49274,14.696,0.003
5385.50539,14.702,0.003
5385.56173,14.695,0.003
5385.70780,14.703,0.003
5385.80591,14.703,0.003
5385.81846,14.702,0.003
5385.83103,14.706,0.003
5385.84345,14.706,0.003
5385.85621,14.705,0.003
5386.46528,14.700,0.003
5386.49714,14.705,0.003
5386.52095,14.702,0.003
5386.57937,14.703,0.003
5386.60305,14.706,0.003
5386.66341,14.705,0.003
5386.68730,14.704,0.003
5386.72621,14.711,0.003
5386.73889,14.710,0.003
5386.75166,14.713,0.003
5386.76455,14.718,0.003
5386.77717,14.718,0.003
