T,Flux,E
2072.60813,14.944,0.006
2072.61948,14.948,0.006
2072.62808,14.941,0.006
2072.63669,14.938,0.006
2072.65214,14.942,0.006
2072.66075,14.940,0.006
2072.66940,14.939,0.006
2072.67807,14.938,0.004
2072.68670,14.950,0.006
2072.69536,14.947,0.006
2072.70463,14.937,0.006
2072.72545,14.942,0.006
2072.73409,14.941,0.004
2072.74270,14.941,0.006
2072.75131,14.938,0.004
2072.75992,14.942,0.006
2072.76854,14.943,0.006
2072.77757,14.934,0.006
2072.78619,14.941,0.006
2072.79478,14.945,0.006
2072.80341,14.940,0.006
2072.81204,14.943,0.006
2072.82065,14.948,0.006
2072.83019,14.946,0.006
2072.83909,14.948,0.006
2072.84818,14.946,0.006
2072.85906,14.944,0.006
2072.86764,14.945,0.006
2072.87625,14.941,0.006
2072.89043,14.935,0.006
2072.89901,14.949,0.006
2072.90758,14.947,0.006
2073.59481,14.941,0.006
2073.60345,14.939,0.006
2073.61203,14.932,0.004
2073.62065,14.942,0.004
2073.62927,14.935,0.004
2073.63788,14.928,0.004
2073.64666,14.939,0.004
2073.65531,14.938,0.004
2073.66392,14.942,0.004
2073.67476,14.937,0.004
2073.68338,14.939,0.004
2073.69205,14.937,0.006
2073.70065,14.936,0.004
2073.70929,14.935,0.004
2073.71793,14.938,0.004
2073.72741,14.940,0.004
2073.73599,14.939,0.006
2073.74457,14.942,0.004
2073.75315,14.938,0.004
2073.76176,14.943,0.006
2073.77035,14.938,0.004
2073.78361,14.939,0.004
2073.79221,14.941,0.004
2073.82208,14.945,0.006
2073.83106,14.943,0.006
2073.84627,14.937,0.004
2073.85487,14.945,0.004
2073.86348,14.935,0.004
2073.87206,14.941,0.004
2073.88066,14.939,0.004
2073.89417,14.941,0.004
2073.90273,14.950,0.004
2073.91133,14.944,0.004
2074.57341,14.947,0.006
2074.58204,14.935,0.004
2074.59067,14.944,0.006
2074.59929,14.940,0.006
2074.60790,14.941,0.006
2074.61656,14.943,0.006
2074.62566,14.943,0.006
2074.63427,14.937,0.006
2074.64289,14.947,0.006
2074.65149,14.940,0.006
2074.66011,14.942,0.006
2074.67760,14.943,0.006
2074.69996,14.945,0.006
2074.70863,14.944,0.006
2074.71724,14.944,0.006
2074.72848,14.938,0.004
2074.73707,14.941,0.006
2074.76083,14.939,0.006
2074.78664,14.944,0.006
2074.79650,14.939,0.006
2074.80510,14.943,0.006
2074.81394,14.949,0.006
2074.82256,14.944,0.006
2074.83117,14.938,0.004
2074.83978,14.937,0.006
2074.84840,14.941,0.004
2074.85699,14.945,0.004
2074.86605,14.945,0.004
2074.87460,14.948,0.006
2074.88319,14.945,0.006
2074.89183,14.944,0.006
2074.90046,14.940,0.006
2074.90905,14.938,0.006
2075.60820,14.943,0.006
2075.61680,14.942,0.006
2075.62539,14.935,0.006
2075.63403,14.941,0.006
2075.64264,14.943,0.006
2075.67087,14.944,0.006
2075.67947,14.943,0.006
2075.68807,14.938,0.006
2075.69674,14.943,0.006
2075.70534,14.948,0.006
2075.71436,14.950,0.006
2075.72360,14.941,0.006
2075.73220,14.943,0.006
2075.74080,14.943,0.006
2075.76760,14.944,0.006
2075.77619,14.938,0.006
2075.78477,14.942,0.006
2075.79365,14.942,0.006
2075.80226,14.934,0.006
2075.81086,14.937,0.006
2075.81946,14.937,0.006
2075.82805,14.945,0.006
2075.84070,14.946,0.006
2075.84929,14.941,0.006
2075.85790,14.950,0.006
2075.86650,14.950,0.006
2075.87510,14.945,0.006
2075.88364,14.942,0.006
2075.89256,14.941,0.006
2076.68671,14.940,0.006
2076.69532,14.935,0.006
2076.70396,14.940,0.006
2076.71257,14.939,0.006
2076.72734,14.930,0.006
2076.73613,14.939,0.006
2076.74494,14.943,0.007
2076.75368,14.942,0.006
2076.76245,14.941,0.006
2076.77125,14.939,0.006
2076.78711,14.936,0.006
2076.79852,14.942,0.006
2076.81120,14.949,0.006
2076.82370,14.940,0.006
2076.83245,14.942,0.006
2076.84118,14.943,0.006
2076.84991,14.948,0.006
2076.85866,14.935,0.006
2076.86741,14.942,0.006
2076.87671,14.946,0.006
2076.88543,14.942,0.006
2077.58337,14.935,0.006
2077.60399,14.939,0.006
2077.61467,14.942,0.006
2077.62559,14.939,0.006
2077.63434,14.941,0.006
2077.64726,14.943,0.004
2077.65601,14.946,0.004
2077.66475,14.939,0.004
2077.67350,14.941,0.004
2077.68568,14.935,0.004
2077.69444,14.945,0.004
2077.70322,14.945,0.006
2077.71199,14.943,0.006
2077.72072,14.938,0.006
2077.72947,14.935,0.006
2077.73923,14.932,0.006
2077.74802,14.941,0.006
2077.75681,14.948,0.006
2077.76558,14.941,0.006
2077.77432,14.938,0.006
2077.78643,14.945,0.006
2077.79519,14.938,0.006
2077.80390,14.947,0.006
2077.81269,14.938,0.004
2077.82145,14.947,0.006
2077.83020,14.943,0.006
2077.83932,14.940,0.006
2077.84805,14.936,0.006
2077.85681,14.950,0.006
2077.86557,14.941,0.006
2077.87425,14.942,0.006
2077.88299,14.949,0.006
2077.89198,14.941,0.006
2077.90071,14.937,0.006
2078.58929,14.934,0.006
2078.59800,14.939,0.006
2078.60677,14.940,0.006
2078.61552,14.938,0.006
2078.62429,14.940,0.006
2078.63305,14.945,0.006
2078.65343,14.933,0.004
2078.66218,14.935,0.004
2078.67094,14.942,0.004
2078.67968,14.939,0.006
2078.68846,14.939,0.006
2078.69721,14.940,0.006
2078.70686,14.943,0.004
2078.71577,14.938,0.006
2078.72452,14.940,0.004
2078.73325,14.942,0.004
2078.74200,14.939,0.004
2078.75075,14.938,0.006
2078.76379,14.948,0.006
2078.78265,14.942,0.006
2078.79142,14.936,0.006
2078.80018,14.946,0.006
2078.80891,14.941,0.006
2078.83496,14.945,0.006
2078.84375,14.938,0.006
2078.85248,14.943,0.006
2078.86202,14.944,0.006
2078.87072,14.942,0.006
2078.87947,14.941,0.006
2078.88825,14.950,0.006
2079.61930,14.945,0.006
2079.62802,14.945,0.006
2079.63683,14.949,0.006
2079.64558,14.946,0.006
2079.65431,14.945,0.006
2079.66308,14.942,0.006
2079.67289,14.947,0.006
2079.68164,14.947,0.006
2079.69040,14.944,0.006
2079.69911,14.947,0.006
2079.70783,14.945,0.006
2079.71661,14.950,0.006
2079.73070,14.947,0.006
2079.73949,14.945,0.006
2079.74824,14.940,0.006
2079.76570,14.941,0.006
2079.77443,14.945,0.006
2079.79311,14.947,0.006
2079.80185,14.945,0.006
2079.81061,14.946,0.006
2079.82108,14.945,0.006
2080.55266,14.946,0.004
2080.56711,14.950,0.004
2080.57583,14.944,0.004
2080.58455,14.948,0.004
2080.59328,14.938,0.004
2080.60202,14.947,0.004
2080.61074,14.950,0.006
2080.62544,14.950,0.006
2080.63422,14.950,0.006
2080.64297,14.946,0.006
2080.67514,14.948,0.006
2080.69678,14.947,0.006
2080.70554,14.952,0.006
2080.71428,14.950,0.006
2080.74805,14.944,0.004
2080.76051,14.941,0.004
2080.77481,14.949,0.006
2080.80020,14.938,0.006
2080.81055,14.948,0.006
2080.81932,14.939,0.006
2080.82807,14.944,0.006
2080.83678,14.947,0.006
