T,Flux,E
5397.69777,14.340,0.003
5397.71027,14.339,0.003
5402.51447,14.342,0.003
5402.60495,14.336,0.004
5402.64917,14.347,0.003
5402.67903,14.335,0.003
5403.46549,14.337,0.003
5403.47785,14.327,0.003
5403.49047,14.333,0.003
5403.50297,14.329,0.003
5403.51542,14.340,0.003
5403.52763,14.332,0.003
5403.54021,14.326,0.003
5403.55257,14.332,0.003
5403.56514,14.333,0.003
5403.57810,14.340,0.003
5403.59135,14.337,0.003
5403.60494,14.330,0.003
5403.61939,14.334,0.003
5403.63217,14.337,0.003
5403.64497,14.339,0.003
5403.65797,14.347,0.003
5403.67045,14.331,0.003
5403.68304,14.338,0.003
5403.69579,14.337,0.003
5403.70973,14.303,0.003
5403.72402,14.337,0.003
5403.73660,14.339,0.003
5403.74920,14.336,0.003
5403.76182,14.347,0.003
5403.77454,14.342,0.003
5403.78705,14.338,0.003
5404.46575,14.335,0.003
5404.47830,14.338,0.003
5404.49096,14.339,0.003
5404.50363,14.336,0.003
5404.51616,14.337,0.003
5404.52878,14.342,0.003
5404.54144,14.342,0.003
5404.55396,14.334,0.003
5404.56649,14.346,0.003
5404.57927,14.336,0.003
5404.64843,14.343,0.003
5404.66184,14.341,0.003
5404.67455,14.342,0.003
5404.68831,14.347,0.003
5404.70076,14.348,0.003
5404.71341,14.341,0.003
5404.72612,14.343,0.003
5404.74028,14.344,0.003
5404.75291,14.350,0.003
5404.76828,14.345,0.003
5404.78403,14.341,0.003
5405.61210,14.348,0.003
5405.62634,14.346,0.003
5405.63883,14.343,0.003
5405.65139,14.346,0.003
5405.66590,14.341,0.003
5405.67862,14.348,0.003
5405.69128,14.342,0.003
5405.70397,14.347,0.003
5405.71644,14.349,0.003
5405.72905,14.349,0.003
5405.74144,14.341,0.003
5405.75402,14.338,0.003
5405.76656,14.336,0.003
5405.77907,14.338,0.003
5405.79156,14.341,0.003
5407.46602,14.345,0.003
5407.48083,14.352,0.003
5407.49326,14.355,0.003
5407.50582,14.355,0.003
5407.51872,14.341,0.003
5407.53125,14.342,0.003
5407.54388,14.352,0.003
5407.55693,14.359,0.003
5407.56956,14.349,0.003
5407.58248,14.347,0.003
5407.59606,14.345,0.003
5407.61020,14.349,0.003
5407.62285,14.351,0.003
5407.63564,14.354,0.003
5407.64843,14.345,0.003
5407.66119,14.342,0.003
5407.67369,14.350,0.003
5407.68743,14.346,0.003
5407.70010,14.346,0.003
5407.71288,14.341,0.003
5407.72553,14.338,0.003
5407.73817,14.340,0.003
5407.75083,14.339,0.003
5407.76347,14.336,0.003
5407.77601,14.350,0.003
5408.49857,14.345,0.003
5408.51122,14.341,0.003
5408.52884,14.351,0.003
5408.54129,14.348,0.003
5408.55383,14.353,0.003
5408.57619,14.340,0.003
5408.58932,14.346,0.003
5408.60323,14.339,0.003
5408.61646,14.337,0.003
5408.62917,14.339,0.003
5408.64161,14.331,0.003
5408.65424,14.341,0.003
5408.66777,14.341,0.003
5408.68035,14.335,0.003
5408.69295,14.331,0.003
5408.70566,14.336,0.003
5408.71825,14.339,0.003
5408.73087,14.330,0.003
5408.74337,14.338,0.003
5408.75593,14.337,0.003
5408.76855,14.330,0.003
5408.78096,14.342,0.003
5409.46601,14.336,0.003
5409.47877,14.333,0.003
5409.49116,14.338,0.003
5409.50380,14.335,0.003
5409.52001,14.330,0.003
5409.55499,14.329,0.003
5409.59054,14.328,0.003
5409.62591,14.328,0.003
5409.66177,14.333,0.003
5409.69699,14.328,0.003
5409.73289,14.337,0.003
5409.74548,14.329,0.003
5409.75815,14.335,0.003
5409.77068,14.334,0.003
5409.78323,14.327,0.003
5410.46692,14.335,0.003
5410.48301,14.337,0.003
5410.49558,14.340,0.003
5410.50853,14.340,0.003
5410.52112,14.336,0.003
5410.55726,14.338,0.003
5410.59307,14.339,0.003
5410.62945,14.341,0.003
5410.66516,14.333,0.003
5410.70052,14.335,0.003
5410.73659,14.333,0.003
5410.74919,14.335,0.003
5410.76241,14.330,0.003
5410.77505,14.332,0.003
5411.47217,14.331,0.003
5411.48474,14.337,0.003
5411.49758,14.336,0.003
5411.51009,14.328,0.003
5411.52266,14.330,0.003
5411.55792,14.331,0.003
5411.59304,14.329,0.003
5411.62951,14.330,0.003
5411.66571,14.332,0.003
5411.70127,14.328,0.003
5411.73738,14.331,0.003
5411.75010,14.339,0.003
5411.76280,14.330,0.003
5411.77516,14.341,0.003
5412.50864,14.336,0.003
5412.52122,14.332,0.003
5412.53543,14.328,0.003
5412.54811,14.332,0.003
5412.56113,14.331,0.003
5412.57464,14.345,0.003
5412.58829,14.341,0.003
5412.60118,14.344,0.003
5412.61404,14.333,0.003
5412.62669,14.330,0.003
5412.63940,14.334,0.003
5412.65187,14.334,0.003
5412.66699,14.337,0.003
5412.68261,14.331,0.003
5412.69627,14.342,0.003
5412.73079,14.340,0.003
5412.75681,14.331,0.003
5413.47506,14.343,0.003
5413.48815,14.336,0.003
5413.50238,14.329,0.003
5413.51502,14.334,0.003
5413.55041,14.339,0.003
5413.58637,14.331,0.003
5413.62186,14.334,0.003
5413.65743,14.331,0.003
5413.69423,14.327,0.003
5413.72936,14.342,0.003
5413.74186,14.330,0.003
5413.75459,14.339,0.003
5413.76711,14.342,0.003
5414.47015,14.335,0.003
5414.48283,14.348,0.003
5414.49532,14.340,0.003
5414.50789,14.337,0.003
5414.52060,14.335,0.003
5414.55656,14.333,0.003
5414.59313,14.336,0.003
5414.62928,14.333,0.003
5414.66602,14.345,0.003
5414.70304,14.337,0.003
5414.74116,14.338,0.003
5414.75369,14.337,0.003
5414.76657,14.342,0.003
5416.59946,14.354,0.003
5416.61235,14.344,0.003
5416.62765,14.341,0.003
5416.64541,14.340,0.003
5416.66906,14.347,0.003
5416.68279,14.339,0.003
5416.70819,14.347,0.003
5418.53136,14.333,0.003
5418.54489,14.335,0.003
5418.56398,14.330,0.003
5418.57786,14.343,0.003
5418.59496,14.339,0.003
5418.60824,14.334,0.003
5418.62804,14.336,0.003
5418.64511,14.335,0.003
5418.66327,14.343,0.003
5418.67959,14.340,0.003
5418.69451,14.344,0.003
5418.70988,14.341,0.003
5421.48681,14.341,0.003
5421.50303,14.342,0.003
5421.51679,14.336,0.003
5421.53090,14.334,0.003
5421.54568,14.330,0.003
5421.56275,14.334,0.003
5421.57612,14.338,0.003
5421.59050,14.335,0.003
5421.60749,14.336,0.003
5421.62216,14.334,0.003
5421.63668,14.336,0.003
5421.65045,14.337,0.003
5421.66499,14.333,0.003
5421.67897,14.340,0.003
5421.69287,14.331,0.003
5421.71076,14.341,0.003
5421.72339,14.331,0.003
5422.48708,14.334,0.003
5422.49990,14.348,0.003
5422.51269,14.338,0.003
5422.52783,14.334,0.003
5422.54402,14.337,0.003
5422.55876,14.347,0.003
5422.62632,14.337,0.003
5422.66789,14.330,0.003
5422.71276,14.338,0.003
5422.75410,14.344,0.003
5423.48168,14.330,0.003
5423.49666,14.336,0.003
5423.51040,14.333,0.003
5423.52357,14.343,0.003
5423.53899,14.333,0.003
5423.58197,14.337,0.003
5423.62832,14.339,0.003
5423.67268,14.336,0.003
5423.68987,14.341,0.003
5425.49062,14.333,0.003
5425.50408,14.342,0.003
5425.51875,14.336,0.003
5425.53177,14.332,0.003
5425.54541,14.333,0.003
5426.48542,14.340,0.003
5426.49904,14.337,0.003
5426.51207,14.334,0.003
5426.52486,14.334,0.003
5426.53810,14.336,0.003
5426.59107,14.339,0.003
5426.63307,14.342,0.003
5426.68931,14.340,0.003
5426.73157,14.347,0.003
5430.47210,14.355,0.003
5430.48496,14.357,0.003
5430.49763,14.357,0.003
5430.51088,14.340,0.003
5430.52484,14.332,0.003
5430.54408,14.339,0.003
5430.55697,14.341,0.003
5430.56965,14.338,0.003
5430.58237,14.342,0.003
5430.59501,14.342,0.003
5430.60883,14.344,0.003
5430.62133,14.336,0.003
5430.63403,14.333,0.003
5430.64683,14.337,0.003
5430.66250,14.337,0.003
5431.47302,14.338,0.003
5431.48600,14.336,0.003
5431.49869,14.338,0.003
5431.51178,14.335,0.003
5431.52546,14.334,0.003
5431.53936,14.331,0.003
5431.55204,14.337,0.003
5431.56476,14.336,0.003
5431.57737,14.332,0.003
5431.58981,14.332,0.003
5431.60628,14.334,0.003
5431.61873,14.341,0.003
5431.63126,14.340,0.003
5431.64387,14.342,0.003
5431.65642,14.343,0.003
5431.67043,14.340,0.003
5431.68481,14.342,0.003
5432.52274,14.334,0.003
5432.62184,14.343,0.003
5432.63582,14.342,0.003
5432.64842,14.335,0.003
5432.66473,14.343,0.003
5433.53109,14.348,0.003
5433.62678,14.332,0.003
5433.63947,14.344,0.003
5433.65908,14.332,0.003
5433.67232,14.336,0.003
5433.68477,14.328,0.003
5434.48480,14.343,0.003
5434.50237,14.357,0.003
5434.51614,14.348,0.003
5434.52989,14.349,0.003
5434.54825,14.341,0.003
5434.56098,14.333,0.003
5434.57422,14.348,0.003
5434.58664,14.345,0.003
5434.59930,14.344,0.003
5434.61660,14.341,0.003
5434.63387,14.344,0.003
5434.64643,14.334,0.003
5434.66136,14.333,0.003
5434.67629,14.341,0.003
5434.70144,14.338,0.003
5435.47527,14.346,0.003
5435.48817,14.347,0.003
5435.50087,14.348,0.003
5435.51421,14.348,0.003
5435.53112,14.336,0.003
5435.54368,14.347,0.003
5435.56033,14.342,0.003
5435.59781,14.345,0.003
5435.61358,14.343,0.003
5435.63119,14.347,0.003
5435.65136,14.338,0.003
5435.66706,14.345,0.003
5435.67945,14.342,0.003
5435.69201,14.338,0.003
5435.70600,14.343,0.003
5436.47315,14.343,0.003
5436.48593,14.333,0.003
5436.49933,14.334,0.003
5436.54022,14.351,0.003
5436.58479,14.337,0.003
5436.64328,14.335,0.003
5436.65733,14.336,0.003
5436.69907,14.337,0.003
5437.48194,14.335,0.003
5437.49525,14.335,0.003
5437.54035,14.334,0.003
5437.57622,14.339,0.003
5437.61933,14.330,0.003
5437.67137,14.341,0.003
5438.49451,14.353,0.003
5438.50817,14.352,0.003
5438.52124,14.348,0.003
5438.53396,14.338,0.003
5438.57050,14.339,0.003
5438.58654,14.355,0.003
5438.63541,14.332,0.003
5438.64828,14.337,0.003
5438.66096,14.338,0.003
5438.67341,14.343,0.003
5438.68601,14.341,0.003
5438.69859,14.335,0.003
5439.48447,14.341,0.003
5439.51802,14.346,0.003
5439.53538,14.343,0.003
5439.55190,14.345,0.003
5439.56435,14.342,0.003
5439.57681,14.345,0.003
5439.58927,14.346,0.003
5439.60182,14.343,0.003
5439.61459,14.352,0.003
5439.62729,14.348,0.003
5439.63989,14.349,0.003
5439.65259,14.352,0.003
5439.67308,14.350,0.003
5439.68565,14.342,0.003
5443.49294,14.332,0.003
5443.50707,14.337,0.003
5443.51958,14.337,0.003
5443.53244,14.330,0.003
5443.54500,14.337,0.003
5443.56570,14.347,0.003
5443.57826,14.350,0.003
5443.59104,14.341,0.003
5443.60354,14.346,0.003
5443.61602,14.338,0.003
5443.62875,14.338,0.003
5443.64606,14.338,0.003
5443.65848,14.335,0.003
5443.67242,14.333,0.003
5443.68499,14.333,0.003
5444.47967,14.350,0.003
5444.50057,14.335,0.003
5444.51604,14.352,0.003
5444.53035,14.345,0.003
5444.55207,14.337,0.003
5444.56469,14.333,0.003
5444.58697,14.339,0.003
5444.60374,14.338,0.003
5444.61634,14.346,0.003
5444.62902,14.338,0.003
5444.64183,14.337,0.003
5444.65436,14.338,0.003
5444.66709,14.329,0.003
5445.47528,14.330,0.003
5445.49492,14.331,0.003
5445.53287,14.340,0.003
5445.57315,14.330,0.003
5445.62417,14.337,0.003
5445.63684,14.336,0.003
5445.64927,14.327,0.003
5445.66348,14.329,0.003
5445.67589,14.329,0.003
5446.47971,14.335,0.003
5446.49791,14.344,0.003
5446.51133,14.342,0.003
5446.53082,14.347,0.003
5446.54337,14.345,0.003
5446.55714,14.334,0.003
5446.57130,14.342,0.003
5446.58445,14.345,0.003
5446.59700,14.343,0.003
5446.61000,14.338,0.003
5446.62248,14.341,0.003
5446.63610,14.341,0.003
5446.64984,14.346,0.003
5446.66245,14.336,0.003
5447.47000,14.347,0.003
5447.48344,14.334,0.003
5447.49830,14.339,0.003
5447.51451,14.336,0.003
5447.52694,14.327,0.003
5447.54101,14.333,0.003
5447.55366,14.335,0.003
5447.56614,14.331,0.003
5447.60495,14.330,0.003
5447.61896,14.327,0.003
5447.63156,14.332,0.003
5448.47221,14.344,0.003
5448.48558,14.341,0.003
5448.50421,14.336,0.003
5448.51701,14.341,0.003
5448.52970,14.348,0.003
5448.54292,14.344,0.003
5448.55768,14.340,0.003
5448.57115,14.342,0.003
5448.61288,14.341,0.003
5448.65881,14.334,0.003
5449.47337,14.346,0.003
5449.48653,14.346,0.003
5449.49899,14.352,0.003
5449.51177,14.343,0.003
5449.52724,14.341,0.003
5449.54274,14.352,0.003
5449.55530,14.334,0.003
5449.57874,14.353,0.003
5449.61316,14.342,0.003
5449.62635,14.342,0.003
5450.48920,14.336,0.003
5450.50192,14.338,0.003
5450.51450,14.339,0.003
5450.52692,14.340,0.003
5450.53952,14.340,0.003
5450.55203,14.344,0.003
5450.56497,14.336,0.003
5450.57875,14.340,0.003
5450.60070,14.335,0.003
5450.61326,14.352,0.003
5450.62775,14.340,0.003
5450.64059,14.340,0.003
5450.65326,14.346,0.003
5451.48816,14.349,0.003
5451.50068,14.341,0.003
5451.51442,14.351,0.003
5451.52685,14.335,0.003
5451.62828,14.340,0.003
5451.64341,14.345,0.003
5451.65669,14.334,0.003
5453.52766,14.344,0.003
5453.61984,14.340,0.003
5457.51355,14.340,0.003
5457.57486,14.337,0.003
5458.50219,14.348,0.003
5458.55891,14.341,0.003
5459.47678,14.350,0.003
5459.52414,14.341,0.003
5459.57596,14.342,0.003
5460.51280,14.351,0.003
5460.56229,14.351,0.003
5460.61728,14.346,0.003
5461.52329,14.360,0.003
5461.56489,14.337,0.003
5461.60654,14.344,0.003
5462.50904,14.336,0.003
5462.59261,14.338,0.003
5463.48624,14.339,0.003
5463.52848,14.337,0.003
5463.63075,14.331,0.003
5464.47854,14.353,0.003
5464.52035,14.340,0.003
5464.59851,14.347,0.003
5465.55746,14.339,0.003
5467.57580,14.381,0.003
5469.53909,14.337,0.003
5470.55583,14.342,0.003
5471.56216,14.338,0.003
5472.51654,14.350,0.003
5472.59855,14.338,0.003
5473.56177,14.340,0.003
5476.55019,14.372,0.003
5478.53156,14.341,0.003
5480.54388,14.329,0.003
5481.51414,14.338,0.003
5485.55839,14.333,0.003
5486.54636,14.336,0.003
5487.52914,14.333,0.003
5488.51640,14.330,0.003
5489.50274,14.338,0.003
5490.50290,14.348,0.003
5491.49760,14.341,0.003
5494.50600,14.341,0.003
5495.51988,14.331,0.003
5497.52236,14.334,0.003
5499.52246,14.343,0.003
5504.50757,14.353,0.003
5595.87638,14.336,0.003
5596.86584,14.328,0.003
5598.86064,14.343,0.003
5599.87411,14.336,0.003
5600.86693,14.337,0.003
5600.89028,14.337,0.003
5601.88882,14.351,0.003
5602.86134,14.324,0.003
5604.86956,14.328,0.003
5605.86763,14.326,0.003
5606.86538,14.332,0.003
5607.86969,14.333,0.003
5608.86460,14.340,0.003
5610.88984,14.340,0.003
5614.84967,14.342,0.003
5615.85797,14.332,0.003
5616.85014,14.340,0.003
5617.88669,14.341,0.003
5620.83884,14.339,0.003
5621.84155,14.332,0.003
5622.87615,14.338,0.003
5624.83455,14.335,0.003
5625.81376,14.336,0.003
5626.80782,14.341,0.003
5627.83799,14.329,0.003
5628.84873,14.342,0.003
5629.81691,14.337,0.003
5630.79431,14.335,0.003
5631.81898,14.344,0.003
5632.82936,14.334,0.003
5633.78661,14.339,0.003
5634.84146,14.326,0.003
5635.84930,14.334,0.003
5637.80797,14.351,0.003
5638.78881,14.342,0.003
5639.76872,14.338,0.003
5639.84449,14.331,0.003
5640.77472,14.337,0.003
5640.81290,14.339,0.003
5640.85113,14.337,0.003
5640.90088,14.333,0.003
5641.76453,14.339,0.003
5641.80758,14.337,0.003
5641.88934,14.341,0.003
5642.76801,14.329,0.003
5642.82886,14.331,0.003
5642.88871,14.343,0.003
5643.74757,14.328,0.003
5643.78275,14.323,0.003
5643.82072,14.335,0.003
5643.88101,14.327,0.003
5644.74833,14.328,0.003
5644.79023,14.325,0.003
5644.85738,14.335,0.003
5644.90601,14.337,0.003
5647.79877,14.331,0.003
5647.86988,14.340,0.003
5647.88586,14.338,0.003
5647.90428,14.337,0.003
5648.73445,14.333,0.003
5648.77316,14.334,0.003
5648.83849,14.334,0.003
5648.88107,14.336,0.003
5649.74342,14.335,0.003
5649.77852,14.325,0.003
5649.84437,14.329,0.003
5649.88497,14.335,0.003
5650.73282,14.336,0.003
5650.77064,14.328,0.003
5650.83295,14.333,0.003
5650.87729,14.337,0.003
5651.75255,14.333,0.003
5651.79286,14.339,0.003
5651.86484,14.343,0.003
5651.91142,14.333,0.003
5652.79312,14.338,0.003
5652.83552,14.341,0.003
5653.75747,14.331,0.003
5653.87684,14.337,0.003
5653.88996,14.339,0.003
5655.75403,14.339,0.003
5655.79231,14.340,0.003
5655.83034,14.341,0.003
5655.87682,14.327,0.003
5659.74999,14.339,0.003
5659.78818,14.340,0.003
5659.82815,14.350,0.003
5660.85558,14.338,0.003
5663.74468,14.338,0.003
5665.71761,14.352,0.003
5676.68309,14.346,0.003
5676.69611,14.348,0.003
5676.70886,14.350,0.003
5676.72210,14.335,0.003
5676.73528,14.325,0.003
5676.77415,14.342,0.003
5677.72915,14.345,0.003
5680.69423,14.339,0.003
5680.72004,14.344,0.003
5681.65912,14.343,0.003
5682.79002,14.341,0.003
5683.65683,14.341,0.003
5683.82765,14.331,0.003
5684.65099,14.349,0.003
5684.67659,14.335,0.003
5684.81558,14.338,0.003
5684.82994,14.343,0.003
5685.65044,14.338,0.003
5685.73865,14.343,0.003
5685.88301,14.341,0.003
5686.64846,14.375,0.003
5686.68688,14.339,0.003
5686.79402,14.331,0.003
5686.80715,14.333,0.003
5687.78992,14.337,0.003
5689.79764,14.329,0.003
5690.63754,14.332,0.003
5690.77641,14.343,0.003
5690.78906,14.341,0.003
5690.80197,14.343,0.003
5691.78592,14.331,0.003
5691.79944,14.334,0.003
5692.80284,14.337,0.003
5693.63080,14.337,0.003
5693.64315,14.344,0.003
5693.76180,14.339,0.003
5693.77416,14.338,0.003
5693.78659,14.345,0.003
5693.79891,14.341,0.003
5694.82152,14.334,0.003
5694.83405,14.338,0.003
5694.84641,14.341,0.003
5694.85896,14.342,0.003
5695.83549,14.336,0.003
5695.84821,14.341,0.003
5696.60772,14.333,0.003
5696.80707,14.343,0.003
5697.85160,14.344,0.003
5697.86615,14.339,0.003
5697.87878,14.351,0.003
5698.82527,14.339,0.003
5698.83785,14.333,0.003
5698.93474,14.342,0.003
5702.74718,14.332,0.003
5703.86095,14.348,0.003
5705.88350,14.346,0.003
5705.89784,14.349,0.003
5705.91402,14.346,0.003
5705.93241,14.336,0.003
5706.64320,14.335,0.003
5706.65443,14.333,0.003
5706.71166,14.333,0.003
5706.73699,14.340,0.003
5706.75142,14.334,0.003
5706.76756,14.325,0.003
5706.78869,14.339,0.003
5706.80344,14.334,0.003
5706.85490,14.340,0.003
5706.86905,14.344,0.003
5707.79960,14.341,0.003
5707.81268,14.341,0.003
5707.82645,14.348,0.003
5707.83902,14.342,0.003
5707.85180,14.337,0.003
5708.73799,14.347,0.003
5708.75081,14.363,0.003
5708.80140,14.337,0.003
5708.81505,14.342,0.003
