T,Flux,E
5391.57912,14.721,0.003
5391.61366,14.731,0.003
5391.65011,14.733,0.003
5391.68838,14.734,0.003
5391.72292,14.726,0.003
5391.75716,14.728,0.003
5391.81885,14.716,0.003
5391.83135,14.722,0.003
5391.84369,14.739,0.003
5392.46626,14.727,0.004
5392.47897,14.742,0.003
5392.49144,14.734,0.003
5392.50408,14.727,0.003
5392.51684,14.731,0.003
5392.53017,14.736,0.003
5392.54306,14.728,0.003
5392.55682,14.740,0.003
5392.59160,14.734,0.003
5392.62646,14.731,0.003
5392.66324,14.742,0.003
5392.70172,14.776,0.003
5392.73657,14.772,0.003
5392.77119,14.768,0.003
5392.78370,14.776,0.003
5392.79630,14.771,0.003
5392.80887,14.740,0.003
5392.82133,14.740,0.003
5392.83379,14.754,0.004
5393.62426,14.741,0.004
5393.63669,14.735,0.004
5393.65088,14.726,0.004
5393.66372,14.743,0.004
5393.67640,14.725,0.003
5393.68936,14.723,0.003
5393.70206,14.733,0.004
5393.71460,14.725,0.004
5393.72729,14.726,0.004
5393.74235,14.734,0.004
5393.75993,14.731,0.004
5393.77278,14.737,0.004
5393.78557,14.731,0.004
5393.79805,14.724,0.004
5393.81065,14.726,0.004
5393.82330,14.749,0.004
5393.83590,14.739,0.004
5395.80661,14.725,0.004
5395.81652,14.722,0.003
5395.82889,14.725,0.004
5396.52363,14.733,0.004
5396.53617,14.741,0.004
5396.57082,14.728,0.003
5396.59792,14.725,0.003
5396.61137,14.723,0.003
5396.62458,14.729,0.003
5396.66103,14.727,0.003
5396.67365,14.731,0.003
5396.70824,14.736,0.003
5396.72069,14.735,0.003
5396.75549,14.737,0.003
5396.76807,14.730,0.003
5396.78081,14.736,0.003
5396.79350,14.746,0.003
5396.80623,14.736,0.004
5397.58599,14.738,0.004
5397.60274,14.727,0.003
5397.61615,14.752,0.004
5397.63584,14.759,0.004
5397.64880,14.744,0.003
5397.66147,14.721,0.003
5397.67406,14.735,0.003
5397.68662,14.736,0.004
5397.69927,14.734,0.004
5397.71177,14.739,0.004
5402.51595,14.762,0.005
5402.60679,14.804,0.006
5402.65067,14.746,0.004
5402.68053,14.732,0.004
5403.46700,14.763,0.003
5403.47936,14.740,0.003
5403.49198,14.733,0.003
5403.50445,14.719,0.003
5403.51694,14.723,0.003
5403.52914,14.728,0.003
5403.54169,14.730,0.003
5403.55408,14.727,0.003
5403.56665,14.733,0.003
5403.57960,14.731,0.003
5403.59285,14.739,0.003
5403.60645,14.703,0.003
5403.62089,14.731,0.003
5403.63368,14.731,0.003
5403.64647,14.728,0.003
5403.65948,14.727,0.003
5403.67195,14.723,0.003
5403.68453,14.722,0.003
5403.69728,14.727,0.003
5403.71280,14.732,0.003
5403.72552,14.720,0.003
5403.73810,14.731,0.003
5403.75071,14.726,0.003
5403.76333,14.727,0.003
5403.77603,14.736,0.004
5403.78856,14.735,0.003
5404.46725,14.727,0.003
5404.47980,14.716,0.003
5404.49245,14.722,0.003
5404.50515,14.719,0.003
5404.51767,14.714,0.003
5404.53027,14.732,0.003
5404.54295,14.738,0.003
5404.55547,14.734,0.003
5404.56798,14.732,0.003
5404.58076,14.738,0.003
5404.59386,14.728,0.003
5404.60778,14.732,0.003
5404.62129,14.737,0.003
5404.63647,14.734,0.003
5404.64992,14.725,0.003
5404.66333,14.722,0.003
5404.67603,14.730,0.003
5404.68981,14.730,0.003
5404.70226,14.739,0.003
5404.71491,14.724,0.003
5404.72761,14.730,0.003
5404.74177,14.723,0.003
5404.75442,14.731,0.003
5404.77030,14.724,0.003
5404.78554,14.725,0.003
5405.61358,14.769,0.004
5405.62784,14.750,0.004
5405.64032,14.749,0.004
5405.65287,14.738,0.004
5405.66740,14.743,0.003
5405.68013,14.734,0.003
5405.69280,14.740,0.003
5405.70547,14.751,0.003
5405.71794,14.745,0.003
5405.73054,14.745,0.003
5405.74295,14.745,0.003
5405.75552,14.741,0.003
5405.76804,14.756,0.003
5405.78056,14.742,0.003
5405.79306,14.751,0.003
5407.46751,14.748,0.004
5407.48233,14.741,0.003
5407.49475,14.743,0.003
5407.50733,14.742,0.004
5407.52022,14.744,0.003
5407.53274,14.744,0.004
5407.54538,14.746,0.004
5407.55842,14.755,0.003
5407.57107,14.752,0.004
5407.58398,14.757,0.004
5407.59755,14.749,0.004
5407.61169,14.759,0.004
5407.62437,14.776,0.004
5407.63713,14.782,0.004
5407.64993,14.778,0.004
5407.66269,14.773,0.004
5407.67517,14.780,0.004
5407.68895,14.777,0.004
5407.70160,14.790,0.003
5407.71439,14.777,0.003
5407.72702,14.776,0.003
5407.73967,14.764,0.003
5407.75232,14.753,0.003
5407.76497,14.746,0.003
5407.77752,14.742,0.003
5408.50009,14.730,0.004
5408.51273,14.747,0.004
5408.53033,14.730,0.004
5408.54281,14.736,0.004
5408.55535,14.752,0.004
5408.57769,14.732,0.003
5408.59081,14.726,0.003
5408.60474,14.728,0.003
5408.61797,14.723,0.003
5408.63065,14.724,0.003
5408.64310,14.716,0.003
5408.65574,14.715,0.004
5408.66928,14.724,0.003
5408.68184,14.717,0.003
5408.69444,14.729,0.003
5408.70716,14.727,0.003
5408.71973,14.732,0.004
5408.73238,14.735,0.003
5408.74488,14.724,0.003
5408.75744,14.725,0.003
5408.77005,14.719,0.003
5408.78246,14.732,0.004
5409.46752,14.736,0.004
5409.48027,14.735,0.003
5409.49267,14.728,0.003
5409.50531,14.733,0.003
5409.52152,14.731,0.003
5409.55648,14.722,0.003
5409.59204,14.730,0.003
5409.62738,14.720,0.003
5409.66327,14.726,0.003
5409.69850,14.732,0.003
5409.73440,14.733,0.003
5409.74697,14.741,0.003
5409.75965,14.760,0.003
5409.77218,14.775,0.003
5409.78472,14.782,0.003
5410.46841,14.712,0.003
5410.48450,14.715,0.003
5410.49708,14.708,0.003
5410.51002,14.712,0.003
5410.52262,14.714,0.003
5410.55875,14.724,0.003
5410.59458,14.716,0.003
5410.63094,14.717,0.003
5410.66726,14.716,0.003
5410.70201,14.730,0.003
5410.73809,14.728,0.003
5410.75068,14.726,0.003
5410.76391,14.721,0.003
5410.77655,14.731,0.003
5411.47365,14.720,0.003
5411.48623,14.720,0.003
5411.49908,14.731,0.003
5411.51159,14.725,0.003
5411.52417,14.721,0.003
5411.55942,14.721,0.003
5411.59455,14.732,0.003
5411.63102,14.718,0.003
5411.66719,14.722,0.003
5411.70278,14.728,0.003
5411.73889,14.735,0.003
5411.75160,14.725,0.003
5411.76429,14.736,0.003
5411.77665,14.750,0.003
5412.51014,14.721,0.003
5412.52271,14.718,0.003
5412.53694,14.713,0.003
5412.54959,14.713,0.003
5412.56263,14.722,0.003
5412.57615,14.721,0.003
5412.58980,14.731,0.003
5412.60269,14.725,0.004
5412.61555,14.723,0.003
5412.62820,14.724,0.003
5412.64089,14.718,0.003
5412.65337,14.723,0.003
5412.67152,14.718,0.003
5412.68411,14.722,0.003
5412.69778,14.736,0.004
5412.73229,14.727,0.003
5412.75832,14.749,0.004
5413.47713,14.732,0.003
5413.48966,14.723,0.003
5413.50388,14.727,0.003
5413.51653,14.724,0.003
5413.55191,14.727,0.003
5413.58785,14.720,0.003
5413.62336,14.733,0.003
5413.65894,14.721,0.003
5413.69573,14.729,0.003
5413.73085,14.733,0.003
5413.74335,14.737,0.003
5413.75610,14.734,0.003
5413.76859,14.756,0.004
5414.47165,14.719,0.003
5414.48433,14.719,0.003
5414.49681,14.708,0.003
5414.50939,14.712,0.003
5414.52210,14.712,0.003
5414.55807,14.709,0.003
5414.59463,14.718,0.003
5414.63079,14.710,0.003
5414.66752,14.717,0.003
5414.70624,14.726,0.003
5414.74266,14.709,0.003
5414.75519,14.727,0.003
5414.76806,14.730,0.003
5416.60096,14.744,0.003
5416.61385,14.743,0.003
5416.62916,14.731,0.003
5416.64689,14.728,0.003
5416.67057,14.717,0.003
5416.68430,14.728,0.003
5416.70970,14.746,0.003
5418.53284,14.726,0.003
5418.54638,14.723,0.003
5418.56549,14.734,0.003
5418.57936,14.727,0.003
5418.59645,14.725,0.003
5418.60974,14.731,0.003
5418.62954,14.728,0.003
5418.64662,14.729,0.003
5418.66477,14.732,0.003
5418.68110,14.737,0.003
5418.69599,14.743,0.003
5418.71137,14.731,0.003
5421.48831,14.735,0.003
5421.50454,14.732,0.003
5421.51828,14.726,0.003
5421.53241,14.729,0.003
5421.54720,14.726,0.003
5421.56425,14.734,0.003
5421.57762,14.726,0.003
5421.59201,14.732,0.003
5421.60899,14.724,0.003
5421.62368,14.735,0.003
5421.63818,14.721,0.003
5421.65195,14.728,0.003
5421.66649,14.724,0.003
5421.68047,14.731,0.003
5421.69438,14.742,0.003
5421.71225,14.729,0.003
5421.72489,14.736,0.003
5422.48859,14.738,0.003
5422.50142,14.731,0.003
5422.51419,14.732,0.003
5422.52934,14.725,0.003
5422.54553,14.723,0.003
5422.56026,14.736,0.003
5422.62781,14.764,0.003
5422.66938,14.779,0.003
5422.71425,14.748,0.003
5422.75560,14.742,0.003
5423.48316,14.715,0.003
5423.49817,14.717,0.003
5423.51191,14.722,0.003
5423.52508,14.716,0.003
5423.54049,14.727,0.003
5423.58348,14.726,0.003
5423.62983,14.734,0.003
5423.67420,14.741,0.003
5425.49211,14.721,0.003
5425.50559,14.723,0.003
5425.52025,14.726,0.003
5425.53327,14.716,0.003
5425.54691,14.721,0.003
5426.48692,14.688,0.003
5426.50055,14.703,0.004
5426.51357,14.699,0.003
5426.52637,14.702,0.003
5426.53960,14.697,0.003
5426.59256,14.717,0.003
5426.63458,14.717,0.004
5426.69082,14.701,0.004
5430.47361,14.733,0.004
5430.48646,14.728,0.003
5430.49913,14.733,0.003
5430.51239,14.730,0.003
5430.52634,14.734,0.003
5430.54559,14.742,0.003
5430.55847,14.734,0.003
5430.57115,14.724,0.003
5430.58388,14.736,0.003
5430.59651,14.736,0.003
5430.61034,14.740,0.003
5430.62285,14.735,0.003
5430.63553,14.736,0.003
5430.64834,14.747,0.003
5430.66399,14.749,0.003
5431.47452,14.728,0.003
5431.48750,14.722,0.003
5431.50020,14.716,0.003
5431.51328,14.716,0.003
5431.52696,14.719,0.003
5431.54086,14.726,0.003
5431.55354,14.720,0.003
5431.56627,14.720,0.003
5431.57887,14.727,0.003
5431.59131,14.723,0.003
5431.60778,14.721,0.003
5431.62024,14.718,0.003
5431.63275,14.722,0.003
5431.64538,14.719,0.003
5431.65792,14.729,0.003
5431.67193,14.723,0.003
5431.68632,14.746,0.004
5432.52424,14.751,0.004
5432.54437,14.739,0.004
5432.62334,14.740,0.004
5432.63732,14.727,0.003
5432.64992,14.735,0.003
5432.66624,14.743,0.004
5433.53259,14.741,0.004
5433.62827,14.728,0.003
5433.64098,14.738,0.003
5433.66061,14.726,0.003
5433.67382,14.727,0.003
5433.68628,14.723,0.003
5434.48630,14.732,0.004
5434.50386,14.735,0.004
5434.51764,14.731,0.003
5434.53136,14.732,0.003
5434.54975,14.738,0.003
5434.56247,14.731,0.003
5434.57572,14.740,0.003
5434.58815,14.733,0.003
5434.60546,14.742,0.003
5434.61812,14.737,0.003
5434.63538,14.737,0.003
5434.64793,14.739,0.003
5434.66283,14.754,0.003
5434.67781,14.752,0.003
5434.69030,14.748,0.003
5434.70294,14.749,0.003
5435.47677,14.767,0.004
5435.48967,14.772,0.004
5435.50237,14.768,0.003
5435.51570,14.750,0.003
5435.53263,14.721,0.003
5435.54516,14.736,0.003
5435.56184,14.733,0.003
5435.59930,14.727,0.003
5435.61508,14.737,0.003
5435.63269,14.736,0.003
5435.65286,14.731,0.003
5435.66856,14.733,0.003
5435.68096,14.724,0.003
5435.69351,14.724,0.003
5435.70750,14.729,0.003
5436.47464,14.739,0.003
5436.48742,14.738,0.003
5436.50083,14.742,0.003
5436.54173,14.730,0.003
5436.58630,14.735,0.003
5436.64477,14.745,0.003
5436.65883,14.746,0.003
5436.70058,14.751,0.003
5437.48342,14.725,0.003
5437.49674,14.734,0.003
5437.54184,14.759,0.003
5437.58035,14.761,0.003
5437.62082,14.772,0.003
5437.67288,14.734,0.003
5438.49601,14.735,0.003
5438.50967,14.737,0.003
5438.52274,14.741,0.003
5438.53546,14.733,0.003
5438.57201,14.733,0.003
5438.58805,14.738,0.003
5438.63691,14.739,0.003
5438.64979,14.747,0.003
5438.66247,14.756,0.003
5438.67491,14.745,0.003
5438.68752,14.750,0.003
5438.70009,14.756,0.003
5439.48598,14.740,0.004
5439.51952,14.757,0.004
5439.53689,14.739,0.003
5439.55340,14.749,0.004
5439.56586,14.745,0.004
5439.57831,14.746,0.004
5439.59077,14.746,0.003
5439.60333,14.742,0.003
5439.61609,14.753,0.004
5439.62879,14.753,0.004
5439.64140,14.745,0.004
5439.65408,14.749,0.003
5439.67458,14.789,0.004
5439.68716,14.787,0.004
5443.49444,14.734,0.003
5443.50857,14.731,0.003
5443.52109,14.725,0.003
5443.53393,14.723,0.003
5443.54652,14.719,0.003
5443.56720,14.716,0.003
5443.57978,14.725,0.003
5443.59254,14.726,0.003
5443.60503,14.722,0.004
5443.61753,14.725,0.003
5443.63026,14.731,0.003
5443.64756,14.724,0.003
5443.65998,14.734,0.003
5443.67394,14.722,0.003
5443.68649,14.731,0.003
5444.48117,14.733,0.004
5444.50208,14.712,0.003
5444.51753,14.736,0.004
5444.53186,14.744,0.004
5444.55359,14.729,0.003
5444.56618,14.726,0.003
5444.58848,14.728,0.003
5444.60525,14.728,0.003
5444.61785,14.732,0.003
5444.63051,14.732,0.003
5444.64335,14.732,0.003
5444.65587,14.728,0.003
5444.66859,14.739,0.003
5445.47680,14.716,0.003
5445.49641,14.714,0.003
5445.53439,14.728,0.003
5445.57466,14.732,0.003
5445.62568,14.731,0.003
5445.63833,14.732,0.003
5445.65079,14.729,0.003
5445.66499,14.726,0.003
5445.67739,14.742,0.003
5446.48122,14.719,0.003
5446.49942,14.720,0.003
5446.51283,14.732,0.003
5446.53232,14.725,0.003
5446.54488,14.729,0.003
5446.55864,14.725,0.003
5446.57281,14.736,0.003
5446.58596,14.729,0.003
5446.59850,14.732,0.003
5446.61151,14.729,0.003
5446.62399,14.739,0.003
5446.63760,14.737,0.003
5446.65134,14.734,0.003
5446.66395,14.729,0.003
5447.47152,14.733,0.004
5447.48494,14.721,0.003
5447.49981,14.721,0.003
5447.51601,14.727,0.003
5447.52846,14.730,0.003
5447.54252,14.726,0.003
5447.55518,14.725,0.003
5447.56763,14.731,0.003
5448.47372,14.726,0.004
5448.48709,14.726,0.003
5448.50572,14.728,0.003
5448.51852,14.721,0.003
5448.53121,14.730,0.003
5448.54443,14.730,0.003
5448.55917,14.733,0.003
5448.57265,14.732,0.003
5448.61438,14.713,0.003
5448.66030,14.721,0.003
5449.47489,14.741,0.004
5449.48805,14.756,0.004
5449.50049,14.737,0.003
5449.51325,14.737,0.003
5449.52875,14.738,0.003
5449.54425,14.731,0.003
5450.49071,14.724,0.003
5450.50342,14.730,0.003
5450.51602,14.732,0.003
5450.52843,14.733,0.003
5450.54104,14.735,0.004
5450.55354,14.738,0.003
5450.56649,14.722,0.003
5450.58027,14.725,0.003
5450.60220,14.721,0.003
5450.61478,14.734,0.003
5450.62926,14.737,0.003
5450.64210,14.729,0.003
5450.65550,14.733,0.003
5451.48966,14.739,0.003
5451.50218,14.713,0.003
5451.51592,14.733,0.003
5451.52835,14.733,0.003
5451.62979,14.719,0.003
5451.64490,14.756,0.003
5451.65821,14.742,0.003
5453.52916,14.739,0.004
5453.62134,14.737,0.003
5457.51506,14.727,0.003
5457.58555,14.733,0.003
5457.62627,14.733,0.003
5458.50371,14.719,0.003
5458.57070,14.721,0.003
5459.47829,14.737,0.003
5459.53373,14.725,0.003
5459.57746,14.733,0.003
5459.61807,14.751,0.003
5460.52329,14.734,0.003
5460.56381,14.750,0.003
5461.49274,14.755,0.004
5461.52481,14.757,0.003
5461.56640,14.744,0.003
5461.61844,14.751,0.004
5462.51056,14.721,0.003
5462.59410,14.717,0.003
5463.48774,14.709,0.003
5463.53000,14.711,0.003
5464.48003,14.732,0.004
5464.52185,14.727,0.003
5465.48117,14.731,0.004
5466.53774,14.729,0.003
5468.52711,14.722,0.004
5468.53295,14.741,0.004
5469.54895,14.740,0.003
5470.58753,14.728,0.003
5471.57163,14.739,0.003
5472.52774,14.740,0.004
5473.48684,14.736,0.004
5473.58009,14.725,0.003
5477.51814,14.721,0.003
5478.54133,14.722,0.003
5480.54540,14.735,0.004
5481.51564,14.735,0.003
5485.55993,14.745,0.004
5486.54786,14.706,0.003
5487.53066,14.731,0.003
5488.51794,14.716,0.003
5489.50426,14.726,0.003
5490.50439,14.758,0.004
5491.49913,14.739,0.004
5494.50778,14.733,0.004
5495.52139,14.728,0.003
5497.52390,14.729,0.003
5499.52397,14.777,0.004
5504.50909,14.745,0.004
5595.87791,14.711,0.004
5596.86436,14.722,0.003
5598.85913,14.734,0.003
5599.87094,14.778,0.003
5600.86542,14.728,0.003
5600.88878,14.732,0.003
5601.89033,14.733,0.004
5602.86287,14.739,0.003
5604.87108,14.734,0.003
5605.86915,14.713,0.003
5606.86691,14.729,0.003
5607.87120,14.723,0.003
5608.86611,14.743,0.003
5610.89137,14.738,0.003
5614.85119,14.768,0.003
5615.85948,14.736,0.003
5616.85220,14.744,0.003
5617.88820,14.710,0.004
5620.84035,14.730,0.003
5621.84305,14.729,0.003
5622.87766,14.898,0.003
5624.83607,14.721,0.003
5625.81526,14.739,0.003
5626.80993,14.891,0.004
5627.83950,14.735,0.003
5628.85023,14.731,0.003
5629.81843,14.767,0.003
5630.79583,14.723,0.003
5631.82129,14.755,0.004
5632.83088,14.736,0.003
5633.78811,14.730,0.003
5634.84297,14.735,0.003
5635.85104,14.726,0.003
5637.81050,14.735,0.003
5638.79033,14.730,0.003
5639.77022,14.734,0.003
5639.84600,14.722,0.003
5640.77622,14.735,0.003
5640.81440,14.726,0.003
5640.85263,14.726,0.003
5640.90237,14.731,0.003
5641.76604,14.729,0.003
5641.80908,14.725,0.003
5641.89084,14.733,0.003
5642.76950,14.731,0.003
5642.83037,14.721,0.003
5642.89023,14.723,0.003
5643.75409,14.736,0.003
5643.79226,14.730,0.003
5643.85212,14.732,0.003
5643.89297,14.724,0.003
5644.75797,14.771,0.003
5644.80017,14.742,0.003
5644.87455,14.728,0.003
5647.80029,14.726,0.003
5647.87139,14.735,0.003
5647.88738,14.723,0.003
5647.90578,14.741,0.003
5648.74379,14.732,0.003
5648.80633,14.723,0.003
5648.85034,14.725,0.003
5648.89360,14.729,0.003
5649.74961,14.718,0.003
5649.78881,14.726,0.003
5649.85624,14.728,0.003
5649.89473,14.720,0.003
5650.74457,14.730,0.003
5650.78067,14.721,0.003
5650.84303,14.722,0.003
5650.88719,14.726,0.003
5651.76232,14.728,0.003
5651.80497,14.726,0.003
5651.87563,14.717,0.003
5652.73467,14.728,0.003
5652.74240,14.731,0.003
5652.80383,14.719,0.003
5652.84614,14.717,0.003
5653.87836,14.719,0.003
5653.89145,14.721,0.003
5706.58754,14.732,0.004
5787.63368,14.725,0.003
5802.55907,14.714,0.003
5802.57442,14.721,0.003
5802.58716,14.724,0.004
5807.54886,14.718,0.003
5807.56330,14.731,0.003
5807.57750,14.731,0.004
5807.59043,14.712,0.003
5807.60556,14.736,0.004
5807.62006,14.728,0.003
5807.63274,14.707,0.003
5871.50256,14.720,0.003
6097.88819,14.737,0.003
6097.90094,14.736,0.003
6114.77890,14.717,0.003
6141.70461,14.724,0.003
6141.74314,14.730,0.003
6141.76864,14.727,0.003
6141.77962,14.745,0.003
6221.51128,14.712,0.003
6221.51969,14.725,0.004
6223.53576,14.738,0.003
6224.51446,14.765,0.003
6226.51338,14.753,0.003
6227.54075,14.786,0.003
6234.50678,14.729,0.003
6238.51131,14.689,0.004
6239.51334,14.705,0.003
6242.50856,14.711,0.004
6407.91098,14.717,0.003
6407.92358,14.725,0.003
6415.92480,14.715,0.003
6416.92524,14.710,0.003
6420.91867,14.725,0.003
6420.93203,14.736,0.003
6421.88555,14.721,0.003
6421.91348,14.727,0.003
6421.92604,14.728,0.003
6422.92093,14.733,0.003
6423.86104,14.742,0.003
6423.87399,14.727,0.003
6423.88680,14.730,0.003
6423.89963,14.730,0.003
6423.91235,14.730,0.003
6423.92481,14.727,0.003
6423.93738,14.734,0.003
6424.86987,14.727,0.003
6424.88367,14.718,0.003
6424.90278,14.728,0.003
6426.86137,14.718,0.003
6426.87474,14.724,0.003
6426.88833,14.724,0.003
6426.90194,14.720,0.003
6426.91550,14.720,0.003
6426.92894,14.718,0.003
6428.90320,14.727,0.003
6428.91668,14.727,0.003
6428.93061,14.723,0.003
6431.84813,14.731,0.003
6431.86146,14.730,0.003
6431.87490,14.732,0.003
6431.88868,14.739,0.003
6431.90216,14.736,0.003
6431.91544,14.740,0.003
6431.92917,14.735,0.003
6432.84600,14.718,0.003
6435.85752,14.717,0.003
6435.87213,14.729,0.003
6435.88589,14.727,0.003
6435.90077,14.724,0.003
6435.91404,14.727,0.003
6435.92753,14.734,0.003
6435.94090,14.733,0.003
6436.83261,14.732,0.003
6436.84600,14.730,0.003
6436.94311,14.739,0.003
6437.88695,14.730,0.003
6441.82765,14.725,0.003
6441.84115,14.721,0.003
6441.85534,14.724,0.003
6441.87110,14.722,0.003
6441.94295,14.722,0.003
6442.89514,14.729,0.003
6442.90839,14.726,0.003
6442.92177,14.724,0.003
6442.93523,14.723,0.003
6443.86157,14.725,0.003
6444.80761,14.723,0.003
