T,Flux,E
2329.70568,15.867,0.006
2329.71663,15.867,0.006
2329.72745,15.856,0.006
2329.73836,15.862,0.006
2329.74924,15.856,0.006
2329.76068,15.855,0.006
2329.77156,15.858,0.006
2329.78245,15.851,0.006
2329.79338,15.860,0.006
2329.82263,15.857,0.006
2329.83353,15.870,0.006
2329.84441,15.858,0.006
2330.59712,15.867,0.007
2330.60798,15.864,0.007
2330.61885,15.867,0.007
2330.62972,15.865,0.006
2330.64066,15.865,0.006
2330.65152,15.850,0.006
2330.66259,15.874,0.006
2330.67344,15.858,0.006
2330.68434,15.863,0.007
2330.69523,15.863,0.006
2330.70612,15.866,0.006
2330.71705,15.851,0.006
2330.73452,15.857,0.006
2330.74542,15.855,0.006
2330.75631,15.857,0.006
2330.76721,15.852,0.006
2330.77807,15.858,0.006
2330.78898,15.858,0.006
2330.80019,15.860,0.006
2330.81113,15.866,0.007
2330.82201,15.864,0.006
2330.83290,15.862,0.006
2330.84383,15.854,0.006
2330.85474,15.861,0.006
2331.59735,15.862,0.007
2331.60821,15.865,0.007
2331.65280,15.861,0.007
2331.67454,15.859,0.006
2331.68782,15.857,0.006
2331.69871,15.856,0.007
2331.70962,15.857,0.006
2331.72052,15.857,0.006
2331.73139,15.855,0.006
2331.74231,15.853,0.006
2331.75340,15.857,0.006
2331.76431,15.854,0.006
2331.77521,15.864,0.006
2331.78607,15.850,0.006
2331.79698,15.870,0.006
2331.81181,15.861,0.007
2331.82272,15.864,0.006
2331.83360,15.858,0.007
2331.84451,15.859,0.007
2332.62497,15.864,0.007
2332.65086,15.860,0.007
2332.66173,15.859,0.007
2332.67262,15.855,0.007
2332.68352,15.858,0.007
2332.69442,15.876,0.007
2332.70533,15.858,0.007
2332.72495,15.877,0.007
2332.73583,15.867,0.007
2332.74672,15.874,0.007
2332.75763,15.865,0.007
2332.76852,15.868,0.007
2332.77945,15.875,0.007
2332.79066,15.865,0.007
2332.80155,15.869,0.007
2332.81246,15.861,0.007
2332.82334,15.865,0.010
2332.83428,15.856,0.007
2332.84515,15.858,0.011
2333.62785,15.863,0.008
2333.64964,15.868,0.007
2333.66056,15.849,0.007
2333.67145,15.855,0.007
2333.68238,15.861,0.007
2333.69567,15.858,0.007
2333.70656,15.850,0.007
2333.71746,15.853,0.007
2333.72840,15.858,0.007
2333.73926,15.853,0.007
2333.75016,15.862,0.007
2333.76135,15.850,0.006
2333.78317,15.864,0.006
2333.79406,15.858,0.006
2333.80498,15.859,0.006
2333.81588,15.850,0.007
2333.83139,15.869,0.007
2333.84224,15.864,0.007
2333.85313,15.867,0.007
2334.61536,15.855,0.006
2334.62623,15.859,0.006
2334.63714,15.848,0.006
2334.64801,15.865,0.006
2334.65894,15.864,0.006
2334.66984,15.860,0.006
2334.68122,15.860,0.006
2334.69213,15.861,0.006
2334.70304,15.860,0.006
2334.71395,15.855,0.007
2334.72486,15.857,0.007
2334.73578,15.855,0.006
2334.74928,15.852,0.007
2334.76763,15.865,0.006
2334.77855,15.855,0.006
2334.78943,15.853,0.006
2334.80033,15.862,0.007
2335.57736,15.851,0.007
2335.58831,15.860,0.007
2335.59920,15.871,0.007
2335.61013,15.856,0.007
2335.62101,15.855,0.007
2335.64894,15.857,0.006
2335.65990,15.844,0.006
2335.67080,15.862,0.006
2335.68167,15.857,0.006
2335.69254,15.856,0.006
2335.70344,15.854,0.006
2335.71448,15.854,0.006
2335.72539,15.849,0.006
2335.73630,15.854,0.006
2335.74720,15.858,0.006
2335.75807,15.855,0.006
2337.60958,15.856,0.006
2337.62046,15.865,0.006
2337.63138,15.853,0.006
2337.64228,15.849,0.006
2337.65317,15.856,0.006
2337.66410,15.853,0.006
2337.67516,15.848,0.006
2337.68610,15.855,0.006
2337.69702,15.854,0.006
2337.70789,15.862,0.006
2337.71879,15.853,0.006
2337.72967,15.857,0.006
2337.74086,15.858,0.006
2337.75179,15.848,0.006
2337.76267,15.860,0.006
2337.77359,15.857,0.006
2337.78449,15.864,0.006
2337.79535,15.870,0.006
2338.57690,15.862,0.006
2338.58779,15.863,0.006
2338.59868,15.863,0.007
2338.60960,15.860,0.006
2338.62047,15.860,0.006
2338.63135,15.860,0.006
2338.64438,15.867,0.006
2338.65672,15.864,0.006
2338.66761,15.856,0.006
2338.67852,15.862,0.006
2338.68943,15.863,0.006
2338.70027,15.864,0.006
2338.71120,15.858,0.006
2338.72219,15.850,0.006
2338.73310,15.844,0.006
2338.74394,15.856,0.006
2338.75486,15.858,0.006
2338.76581,15.845,0.006
2338.77679,15.860,0.007
2338.78971,15.849,0.007
2338.80062,15.866,0.006
2338.81153,15.853,0.006
2339.59189,15.865,0.006
2339.60283,15.868,0.006
2339.61368,15.860,0.006
2339.62460,15.862,0.006
2339.63550,15.864,0.006
2339.64913,15.864,0.006
2339.66004,15.867,0.006
2339.67094,15.862,0.006
2339.68181,15.864,0.006
2339.69268,15.859,0.006
2339.70356,15.861,0.006
2339.71458,15.859,0.006
2339.72548,15.860,0.006
2339.73637,15.854,0.006
2339.74725,15.859,0.006
2339.75815,15.863,0.006
2339.76907,15.861,0.006
2339.78013,15.857,0.006
2339.79103,15.866,0.006
2339.80190,15.866,0.006
2339.81285,15.855,0.006
2340.60196,15.864,0.007
2340.61283,15.860,0.006
2340.63443,15.857,0.006
2340.64530,15.860,0.006
2340.66157,15.863,0.006
2340.67248,15.869,0.006
2340.68332,15.866,0.006
2340.69422,15.867,0.006
2340.70510,15.871,0.006
2340.71597,15.873,0.006
2340.72710,15.869,0.006
2340.73795,15.874,0.006
2340.74886,15.865,0.006
2340.75980,15.863,0.006
2340.77066,15.865,0.006
2340.78154,15.872,0.006
2340.79262,15.864,0.006
2340.80357,15.855,0.006
2340.81445,15.864,0.006
2340.83124,15.859,0.006
2341.60166,15.856,0.006
2341.61260,15.862,0.006
2341.62350,15.863,0.006
2341.63996,15.858,0.006
2341.65083,15.857,0.006
2341.66652,15.859,0.006
2341.67740,15.855,0.006
2341.68830,15.855,0.006
2341.69915,15.852,0.006
2341.71003,15.860,0.006
2341.72095,15.862,0.006
2341.73220,15.857,0.006
2341.74311,15.865,0.006
2341.75400,15.859,0.006
2341.76488,15.859,0.006
2341.77578,15.864,0.006
2341.78671,15.859,0.006
2341.79814,15.867,0.006
2341.80904,15.862,0.006
2341.81994,15.861,0.006
2342.59007,15.861,0.006
2342.66614,15.856,0.006
2342.67702,15.853,0.006
2342.68791,15.856,0.006
2342.69877,15.865,0.006
2342.70962,15.855,0.006
2342.72054,15.860,0.006
2342.74243,15.866,0.006
2342.75330,15.860,0.006
2342.76417,15.855,0.006
2342.77500,15.859,0.006
2342.78591,15.866,0.006
2342.79698,15.855,0.006
2342.80789,15.864,0.006
2343.57502,15.867,0.006
2343.58588,15.860,0.006
2343.60406,15.852,0.006
2343.61492,15.854,0.006
2343.62580,15.859,0.006
2343.63667,15.861,0.006
2343.64755,15.857,0.006
2343.65847,15.857,0.006
2343.66978,15.852,0.006
2343.68069,15.862,0.006
2343.69158,15.860,0.006
2343.70246,15.856,0.006
2343.71334,15.859,0.006
2343.72425,15.860,0.006
2343.73529,15.859,0.006
2343.74619,15.853,0.006
2343.75709,15.857,0.006
2343.76802,15.863,0.006
2343.77893,15.859,0.006
2343.78983,15.862,0.006
2343.80088,15.854,0.006
2343.81403,15.851,0.006
2343.82492,15.853,0.006
2344.57741,15.861,0.006
2344.58832,15.862,0.006
2344.59920,15.864,0.006
2344.61008,15.859,0.006
2344.62098,15.860,0.006
2344.63187,15.873,0.006
2344.64292,15.874,0.006
2344.66473,15.873,0.006
2344.67563,15.864,0.006
2344.68653,15.869,0.006
2344.69741,15.869,0.006
2344.70844,15.861,0.006
2344.71931,15.878,0.006
2344.73022,15.871,0.006
2344.74115,15.870,0.006
2344.75208,15.859,0.006
2344.76298,15.860,0.006
2344.77404,15.862,0.006
2344.78495,15.862,0.006
2344.79580,15.862,0.006
2344.80670,15.864,0.006
2344.82373,15.845,0.006
2345.59054,15.851,0.007
2345.60145,15.859,0.006
2345.61235,15.855,0.006
2345.63031,15.854,0.006
2345.64122,15.862,0.006
2345.65210,15.857,0.006
2345.66300,15.853,0.006
2345.67392,15.858,0.006
2345.68483,15.863,0.006
2345.69607,15.855,0.006
2345.70698,15.869,0.006
2345.72874,15.865,0.006
2345.73964,15.864,0.006
2345.78365,15.862,0.006
2345.79456,15.864,0.006
2345.80551,15.862,0.006
2345.81641,15.871,0.006
2346.59144,15.865,0.006
2346.60234,15.861,0.006
2346.61324,15.856,0.006
2346.62410,15.854,0.006
2346.63502,15.863,0.006
2346.64703,15.867,0.006
2346.65792,15.853,0.006
2346.66881,15.856,0.006
2346.67972,15.862,0.006
2346.69061,15.860,0.006
2346.70153,15.864,0.006
2346.71259,15.856,0.004
2346.72347,15.862,0.004
2346.74522,15.865,0.004
2346.75611,15.853,0.006
2346.76702,15.848,0.006
2346.77805,15.850,0.006
2346.79985,15.862,0.006
2346.81071,15.867,0.006
2347.58354,15.848,0.006
2347.59440,15.856,0.006
2347.60526,15.864,0.006
2347.61613,15.863,0.006
2347.62708,15.864,0.006
2347.63799,15.854,0.006
2347.65020,15.857,0.006
2347.66112,15.845,0.006
2347.67201,15.852,0.006
2347.68294,15.858,0.006
2347.69387,15.862,0.006
2347.71589,15.855,0.007
2347.72680,15.865,0.006
2347.73770,15.856,0.006
2347.74860,15.862,0.006
2347.75949,15.858,0.006
2347.77038,15.861,0.007
2347.78171,15.866,0.006
2349.59141,15.861,0.006
2349.60232,15.858,0.006
2349.61323,15.870,0.006
2349.62409,15.855,0.006
2349.63499,15.858,0.006
2349.64592,15.852,0.006
2349.65913,15.862,0.006
2349.67003,15.862,0.006
2349.68090,15.868,0.006
2349.69178,15.856,0.006
2349.70268,15.859,0.006
2349.71359,15.862,0.006
2349.72464,15.861,0.006
2349.73557,15.864,0.006
2349.74648,15.860,0.006
2349.75735,15.855,0.006
2349.76832,15.860,0.006
2349.77927,15.854,0.006
2349.79200,15.857,0.006
2349.80288,15.857,0.006
2349.81376,15.859,0.006
2350.57652,15.860,0.006
2350.58742,15.861,0.006
2350.59829,15.857,0.006
2350.61257,15.847,0.006
2350.62346,15.864,0.006
2350.63433,15.859,0.006
2350.64522,15.859,0.006
2350.65611,15.867,0.006
2350.66702,15.855,0.006
2350.67827,15.862,0.006
2350.68919,15.851,0.006
2350.70009,15.857,0.006
2350.71098,15.858,0.006
2350.72188,15.855,0.006
2350.73282,15.858,0.006
2350.74422,15.855,0.006
2350.75513,15.868,0.006
2350.76603,15.867,0.006
2350.77688,15.851,0.006
2350.78778,15.864,0.006
2350.80063,15.853,0.006
2350.81667,15.853,0.006
2351.57748,15.858,0.006
2351.58837,15.865,0.006
2351.59925,15.856,0.006
2351.61057,15.855,0.006
2351.62150,15.860,0.006
2351.63240,15.864,0.006
2351.64329,15.862,0.006
2351.65417,15.857,0.006
2351.66507,15.868,0.006
2351.67640,15.863,0.006
2351.68729,15.860,0.006
2351.69817,15.859,0.006
2351.71097,15.867,0.006
2351.72185,15.855,0.006
2351.73461,15.857,0.006
2351.74544,15.859,0.006
2351.75631,15.858,0.006
2351.77209,15.861,0.006
2351.78329,15.857,0.006
2351.79416,15.858,0.006
2351.81105,15.862,0.006
2352.63155,15.879,0.006
2352.64241,15.870,0.006
2352.65332,15.873,0.006
2352.66426,15.872,0.006
2352.67987,15.868,0.006
2352.69114,15.872,0.006
2352.70203,15.873,0.006
2352.71288,15.850,0.006
2352.72378,15.856,0.006
2352.73471,15.854,0.006
2352.75078,15.857,0.006
2352.76170,15.854,0.006
2352.77333,15.862,0.006
2352.79218,15.851,0.007
2352.80309,15.855,0.006
2352.81400,15.855,0.007
2353.57743,15.859,0.007
2353.58832,15.851,0.006
2353.59919,15.853,0.006
2353.61008,15.866,0.006
2353.62094,15.857,0.006
2353.63184,15.864,0.006
2353.64498,15.859,0.006
2353.65589,15.853,0.006
2353.66677,15.854,0.006
2353.67767,15.859,0.006
2353.68852,15.857,0.006
2353.69939,15.857,0.006
2353.71746,15.854,0.006
2353.72832,15.852,0.006
2353.73921,15.864,0.006
2353.75011,15.860,0.006
2353.76101,15.860,0.006
2353.77188,15.865,0.006
2353.78328,15.853,0.006
2353.79877,15.862,0.006
2353.80965,15.853,0.006
2353.82059,15.857,0.006
2353.83154,15.857,0.006
2354.57658,15.860,0.007
2354.58747,15.855,0.006
2354.59840,15.863,0.007
2354.60931,15.853,0.006
2354.62019,15.864,0.006
2354.63109,15.863,0.006
2354.64215,15.866,0.006
2354.65737,15.857,0.006
2354.66916,15.849,0.006
2354.68008,15.865,0.006
2354.69166,15.860,0.006
2354.69920,15.860,0.006
2354.70694,15.862,0.006
2354.73810,15.862,0.006
2354.74901,15.853,0.006
2354.75989,15.863,0.006
2354.77812,15.875,0.006
2354.78904,15.872,0.006
2354.79992,15.870,0.006
2354.81080,15.870,0.007
2355.58689,15.862,0.006
2355.59783,15.861,0.006
2355.60979,15.858,0.006
2355.62068,15.866,0.006
2355.63158,15.857,0.006
2355.64339,15.864,0.006
2355.65434,15.857,0.006
2355.66525,15.860,0.006
2355.67615,15.852,0.006
2355.68706,15.857,0.006
2355.69798,15.861,0.006
2355.70929,15.869,0.006
2355.72019,15.858,0.006
2355.73109,15.862,0.006
2355.74201,15.862,0.006
2355.75287,15.855,0.006
2355.76374,15.858,0.006
2355.77870,15.859,0.006
2355.79036,15.858,0.006
2355.80127,15.862,0.006
2356.58559,15.873,0.006
2356.59650,15.864,0.006
2356.60741,15.862,0.006
2356.63415,15.874,0.006
2356.64509,15.870,0.007
2356.65605,15.874,0.006
2356.66693,15.869,0.007
2356.67782,15.877,0.007
2356.69471,15.857,0.007
2356.70625,15.868,0.007
2356.71712,15.866,0.006
2356.72803,15.856,0.006
2356.73893,15.864,0.006
2356.74988,15.861,0.006
2356.76077,15.862,0.006
2356.77663,15.864,0.006
2356.78756,15.856,0.006
2356.80001,15.863,0.006
2356.81132,15.868,0.006
2357.59702,15.863,0.008
2357.60794,15.855,0.007
2357.61887,15.874,0.007
2357.62976,15.864,0.007
2357.64069,15.869,0.007
2357.65200,15.868,0.006
2357.66296,15.856,0.007
2357.67384,15.856,0.006
2357.68474,15.857,0.007
2357.69561,15.856,0.006
2357.70838,15.856,0.006
2357.72100,15.858,0.006
2357.73282,15.865,0.006
2357.74377,15.861,0.006
2357.75471,15.857,0.006
2357.76618,15.867,0.006
2357.77772,15.860,0.006
2357.79162,15.862,0.006
2357.80244,15.867,0.007
2358.58742,15.862,0.006
2358.60444,15.858,0.006
2358.61577,15.860,0.006
2358.62666,15.855,0.006
2358.63759,15.864,0.006
2358.64842,15.862,0.006
2358.65932,15.857,0.006
2358.67018,15.862,0.006
2358.68319,15.860,0.006
2358.69413,15.868,0.006
2358.70500,15.858,0.006
2358.71591,15.859,0.006
2358.72681,15.854,0.006
2358.73773,15.859,0.006
2358.74923,15.866,0.006
2358.76135,15.860,0.006
2358.78730,15.866,0.006
2358.79826,15.855,0.007
2358.80918,15.850,0.006
2359.57493,15.862,0.007
2359.58588,15.864,0.007
2359.59776,15.864,0.007
2359.60867,15.859,0.007
2359.61956,15.862,0.006
2359.63047,15.855,0.006
2359.64142,15.861,0.006
2359.65233,15.856,0.006
2359.66354,15.852,0.006
2359.67443,15.856,0.006
2359.68635,15.860,0.006
2359.69771,15.865,0.006
2359.70866,15.861,0.006
2359.71958,15.857,0.006
2359.73045,15.860,0.006
2359.74202,15.871,0.007
2359.76070,15.870,0.007
2359.77159,15.857,0.007
2359.78250,15.857,0.007
2359.79688,15.864,0.007
2359.80780,15.869,0.007
2360.57870,15.863,0.007
2360.58962,15.867,0.007
2360.60107,15.873,0.007
2360.62272,15.868,0.006
2360.63384,15.871,0.006
2360.64474,15.868,0.006
2360.65557,15.868,0.006
2360.66647,15.869,0.006
2360.67742,15.866,0.006
2360.68836,15.859,0.006
2360.69953,15.859,0.006
2360.71041,15.861,0.006
2360.72215,15.857,0.006
2360.73307,15.861,0.006
2360.74755,15.858,0.006
2360.75848,15.861,0.006
2360.76941,15.857,0.006
2360.78031,15.854,0.006
2360.79234,15.853,0.006
2360.82026,15.858,0.006
2361.59469,15.859,0.007
2361.60558,15.859,0.007
2361.61649,15.863,0.007
2361.62737,15.857,0.006
2361.63831,15.867,0.006
2361.64919,15.857,0.007
2361.66139,15.862,0.007
2361.67230,15.862,0.007
2361.68329,15.863,0.007
2361.69417,15.861,0.007
2361.70549,15.860,0.007
2361.71637,15.861,0.007
2361.72933,15.865,0.007
2361.74028,15.866,0.007
2361.76192,15.865,0.007
2361.77284,15.855,0.007
2361.78372,15.867,0.007
2361.79461,15.863,0.007
2362.57239,15.865,0.008
2362.58445,15.848,0.008
2362.59533,15.860,0.008
2362.60623,15.864,0.008
2362.61712,15.871,0.008
2362.62800,15.858,0.008
2362.63893,15.858,0.008
2362.65634,15.854,0.007
2362.66726,15.858,0.007
2362.67817,15.852,0.008
2363.70494,15.859,0.007
2363.72665,15.853,0.007
2363.73750,15.864,0.007
2363.75797,15.874,0.007
2363.77425,15.857,0.007
2363.78515,15.860,0.007
2363.79602,15.853,0.007
2363.80691,15.857,0.007
2364.57123,15.862,0.007
2364.58215,15.879,0.007
2364.59308,15.883,0.007
2364.60900,15.879,0.007
2364.61988,15.878,0.007
2364.64162,15.864,0.007
2364.65250,15.872,0.007
2364.66339,15.863,0.007
2364.67434,15.864,0.007
2364.68568,15.862,0.007
2364.69657,15.866,0.008
2364.73551,15.851,0.007
2364.74636,15.854,0.008
2364.75731,15.853,0.007
2364.76821,15.855,0.007
2364.77916,15.853,0.008
2365.55800,15.863,0.007
2365.56891,15.870,0.007
2365.57985,15.862,0.007
2365.59079,15.859,0.006
2365.60315,15.867,0.007
2365.62496,15.858,0.007
2365.63588,15.873,0.007
2365.64682,15.875,0.006
2365.65770,15.874,0.006
2365.66860,15.866,0.006
2365.67948,15.873,0.006
2365.70183,15.868,0.006
2365.71276,15.869,0.006
2365.73126,15.871,0.007
2365.74217,15.868,0.006
2365.75307,15.864,0.007
2365.77391,15.857,0.007
2366.57624,15.857,0.007
2366.59807,15.869,0.006
2366.61368,15.849,0.006
2366.63650,15.857,0.006
2366.64740,15.859,0.006
2366.65995,15.852,0.007
2366.67086,15.851,0.006
2366.68681,15.857,0.006
2366.69770,15.859,0.006
2366.73150,15.864,0.006
2366.74242,15.873,0.007
2366.75577,15.867,0.007
2366.77076,15.856,0.007
2366.78166,15.871,0.007
2366.79259,15.857,0.007
2367.80775,15.864,0.007
2367.81867,15.861,0.008
2368.56082,15.881,0.007
2368.57170,15.870,0.006
2368.58260,15.865,0.006
2368.63336,15.877,0.006
2368.64426,15.862,0.006
2368.65514,15.843,0.006
2368.66605,15.870,0.006
2368.69737,15.866,0.006
2368.70824,15.867,0.006
2368.72981,15.856,0.006
2368.74070,15.845,0.006
2368.75162,15.857,0.006
2368.75948,15.874,0.006
2368.79457,15.871,0.007
2368.80552,15.851,0.007
2368.81641,15.872,0.007
2368.82730,15.866,0.007
2369.57658,15.862,0.006
2369.58750,15.856,0.006
2369.59840,15.855,0.006
2369.60994,15.873,0.006
2369.64180,15.870,0.006
2369.65272,15.861,0.006
2369.66368,15.857,0.006
2369.67460,15.855,0.006
2369.75613,15.871,0.006
2369.77021,15.868,0.006
2369.78109,15.867,0.006
2369.79200,15.858,0.006
2370.58591,15.858,0.007
2370.60522,15.862,0.007
2370.61610,15.858,0.006
2370.62699,15.865,0.006
2370.64032,15.871,0.006
2370.65118,15.866,0.006
2370.66206,15.857,0.006
2370.67297,15.845,0.006
2370.70886,15.867,0.006
2370.74421,15.868,0.006
2370.75508,15.862,0.006
2370.76594,15.861,0.006
2370.77687,15.865,0.006
2370.78781,15.851,0.006
2371.57198,15.871,0.007
2371.58287,15.867,0.006
2371.59375,15.855,0.006
2371.60463,15.859,0.006
2371.61551,15.866,0.006
2371.63928,15.868,0.006
2371.65015,15.861,0.006
2371.66333,15.860,0.006
2371.67715,15.860,0.006
2371.69892,15.868,0.006
2371.74621,15.876,0.007
2371.75714,15.867,0.006
2371.77150,15.853,0.006
2372.59201,15.875,0.006
2372.60336,15.862,0.006
2372.61487,15.862,0.006
2372.62576,15.859,0.006
2372.63669,15.854,0.006
2372.64760,15.869,0.006
2372.67101,15.866,0.006
2372.68192,15.869,0.006
2372.69277,15.864,0.006
2372.70371,15.867,0.006
2372.72558,15.861,0.006
2372.73836,15.872,0.006
2372.75139,15.867,0.006
2372.76637,15.852,0.006
2373.56915,15.877,0.007
2373.59092,15.868,0.006
2373.61540,15.867,0.006
2373.62632,15.866,0.006
2373.63724,15.877,0.006
2373.64811,15.862,0.006
2373.66992,15.872,0.006
2373.68238,15.863,0.007
2373.69326,15.864,0.006
2373.70417,15.868,0.006
2373.71508,15.867,0.006
2373.72594,15.869,0.006
2373.73685,15.863,0.007
2373.74835,15.866,0.006
2377.60494,15.866,0.006
2377.61583,15.857,0.007
2377.62668,15.865,0.007
2377.63758,15.845,0.007
2377.64851,15.858,0.007
2377.70709,15.858,0.008
2377.72242,15.860,0.006
2377.73330,15.871,0.006
2377.74426,15.852,0.006
2377.75521,15.846,0.007
2377.76611,15.856,0.007
2377.77706,15.859,0.008
2378.52639,15.857,0.007
2378.53732,15.872,0.007
2378.54923,15.867,0.007
2378.56016,15.855,0.006
2378.57107,15.864,0.007
2378.58194,15.863,0.006
2378.59287,15.860,0.006
2378.60380,15.859,0.006
2378.61820,15.867,0.006
2378.62907,15.864,0.006
2378.63997,15.869,0.006
2378.65088,15.857,0.007
2378.66532,15.866,0.006
2378.67628,15.866,0.007
2378.70849,15.873,0.007
2378.71938,15.866,0.006
2378.73025,15.869,0.007
2378.74114,15.871,0.007
2378.75209,15.858,0.007
2379.54062,15.850,0.007
2379.55151,15.857,0.007
2379.58467,15.857,0.007
2379.59561,15.877,0.007
2379.60921,15.862,0.007
2379.62226,15.870,0.007
2379.63314,15.847,0.007
2379.64400,15.856,0.006
2379.65487,15.877,0.007
2379.66577,15.864,0.007
2379.67664,15.877,0.007
2379.69106,15.858,0.006
2379.70199,15.865,0.006
2379.71289,15.859,0.006
2379.72380,15.859,0.006
2379.73826,15.856,0.007
2379.74184,15.860,0.007
2379.75370,15.872,0.007
2380.69751,15.862,0.007
2380.70842,15.861,0.007
2380.71933,15.860,0.007
2380.73022,15.871,0.007
2380.74114,15.859,0.007
2380.75201,15.862,0.007
2381.52362,15.865,0.007
2381.53942,15.866,0.007
2381.55035,15.859,0.007
2381.56126,15.871,0.007
2381.58682,15.865,0.006
2381.59779,15.860,0.006
2381.60867,15.868,0.006
2381.61963,15.864,0.006
2381.63053,15.865,0.006
2381.64711,15.852,0.006
2381.65801,15.858,0.006
2381.66887,15.864,0.006
2381.67978,15.852,0.006
2381.69065,15.866,0.006
2381.70150,15.867,0.006
2381.71519,15.878,0.006
2381.72611,15.859,0.006
2381.73910,15.860,0.006
2381.74998,15.842,0.006
2381.76090,15.853,0.006
2381.77178,15.865,0.006
2381.78270,15.864,0.006
2381.79360,15.857,0.007
2382.53472,15.873,0.007
2382.55239,15.857,0.006
2382.56331,15.867,0.006
2382.57420,15.863,0.006
2382.60015,15.857,0.006
2382.61103,15.862,0.006
2382.62190,15.850,0.006
2382.63277,15.871,0.006
2382.65449,15.862,0.006
2382.68699,15.858,0.006
2382.69789,15.845,0.006
2382.70879,15.850,0.006
2382.71969,15.856,0.006
2382.73163,15.867,0.006
2382.74288,15.857,0.006
2382.75384,15.858,0.007
2384.58704,15.868,0.006
2384.59794,15.864,0.006
2384.60881,15.872,0.006
2384.61970,15.864,0.006
2384.63060,15.857,0.006
2384.64150,15.865,0.006
2384.65438,15.870,0.006
2384.66528,15.859,0.006
2384.67613,15.857,0.006
2384.68704,15.856,0.006
2386.57365,15.853,0.007
2386.58456,15.867,0.007
2386.59541,15.862,0.007
2386.60637,15.858,0.008
2386.64559,15.877,0.007
2386.65650,15.856,0.007
2390.57213,15.857,0.007
2390.58303,15.867,0.007
2390.59394,15.868,0.006
2390.60482,15.856,0.007
2390.61569,15.862,0.006
2390.62662,15.867,0.006
2390.63925,15.848,0.007
2390.65009,15.858,0.007
2390.66098,15.860,0.007
2392.58523,15.852,0.007
2392.59615,15.865,0.007
2392.60709,15.861,0.007
2393.71494,15.861,0.007
2393.72586,15.854,0.007
2393.73678,15.855,0.007
2393.74764,15.854,0.007
2393.75848,15.853,0.007
2393.76939,15.878,0.010
2395.61659,15.862,0.006
2395.62756,15.852,0.006
2395.63845,15.858,0.006
2395.64933,15.867,0.006
2395.66025,15.852,0.006
2395.67113,15.862,0.006
2396.59105,15.852,0.006
2396.60194,15.849,0.006
2396.61285,15.855,0.006
2396.62370,15.846,0.006
2396.63454,15.869,0.006
2396.66988,15.856,0.006
2396.68080,15.862,0.006
2396.69166,15.867,0.006
2396.70255,15.850,0.006
2396.71347,15.869,0.007
2397.61420,15.866,0.006
2397.62512,15.859,0.006
2397.63602,15.865,0.006
2397.64687,15.862,0.006
2397.65776,15.862,0.006
2400.58048,15.862,0.006
2400.59138,15.847,0.006
2400.60230,15.855,0.006
2400.61319,15.858,0.006
