T,Flux,E
2115.64975,15.296,0.006
2115.65900,15.291,0.006
2115.66776,15.291,0.006
2115.67647,15.299,0.007
2115.68522,15.297,0.007
2115.69398,15.299,0.006
2115.70273,15.301,0.007
2115.73712,15.299,0.006
2115.74822,15.293,0.006
2116.51245,15.303,0.007
2116.52120,15.299,0.008
2116.52997,15.310,0.008
2116.56545,15.306,0.006
2116.57422,15.295,0.007
2116.58356,15.291,0.007
2116.59440,15.293,0.006
2116.60398,15.300,0.006
2116.61330,15.303,0.006
2116.62207,15.302,0.006
2116.63084,15.306,0.006
2116.63959,15.292,0.006
2116.65969,15.299,0.006
2116.66844,15.301,0.006
2116.67722,15.288,0.006
2116.68598,15.304,0.006
2116.69470,15.303,0.006
2116.70343,15.295,0.006
2116.71342,15.298,0.006
2116.72219,15.304,0.006
2116.73095,15.300,0.006
2116.73969,15.299,0.006
2116.74843,15.297,0.006
2116.76053,15.305,0.007
2116.76929,15.303,0.006
2117.50194,15.324,0.006
2117.51109,15.319,0.006
2117.51985,15.309,0.006
2117.52862,15.311,0.006
2117.55998,15.298,0.006
2117.56873,15.304,0.006
2117.57749,15.299,0.006
2117.59566,15.301,0.006
2117.60442,15.299,0.006
2117.61644,15.306,0.006
2117.62522,15.306,0.006
2117.63399,15.298,0.006
2117.64275,15.300,0.006
2117.65153,15.289,0.006
2117.66029,15.297,0.006
2117.66950,15.304,0.007
2117.67825,15.298,0.006
2117.68706,15.298,0.006
2117.69581,15.300,0.006
2117.70453,15.304,0.006
2117.71490,15.300,0.006
2117.72365,15.304,0.006
2117.73244,15.299,0.006
2117.74120,15.305,0.006
2117.74990,15.295,0.006
2117.75864,15.292,0.006
2118.50079,15.302,0.006
2118.50957,15.307,0.006
2118.51835,15.295,0.006
2118.52710,15.303,0.006
2118.65886,15.297,0.006
2118.66761,15.295,0.006
2118.67639,15.301,0.006
2118.68515,15.295,0.006
2118.69389,15.309,0.006
2118.70378,15.307,0.006
2118.71282,15.312,0.006
2118.72156,15.312,0.006
2118.73033,15.312,0.006
2118.73915,15.316,0.006
2125.64444,15.289,0.007
2128.57483,15.303,0.006
2131.56969,15.306,0.006
2134.67355,15.292,0.007
2155.65016,15.306,0.008
2156.48926,15.298,0.006
2158.49758,15.299,0.006
2158.54059,15.305,0.006
2162.50709,15.300,0.006
2168.54179,15.301,0.007
2173.49982,15.292,0.007
2180.49846,15.302,0.006
2184.50305,15.311,0.007
2194.55717,15.300,0.007
2321.87593,15.305,0.007
2324.87803,15.303,0.007
2341.83451,15.312,0.007
2350.84760,15.310,0.006
2358.88707,15.301,0.007
2370.81535,15.319,0.007
2381.81073,15.290,0.006
2384.79319,15.300,0.007
2388.85311,15.298,0.006
2391.69565,15.301,0.008
2399.77684,15.288,0.006
2399.92776,15.309,0.006
2399.93076,15.306,0.006
2399.93365,15.297,0.006
2399.93660,15.300,0.006
2399.93974,15.296,0.007
2400.69352,15.301,0.007
2402.80844,15.304,0.006
2404.84541,15.294,0.006
2410.71813,15.299,0.004
2414.86438,15.295,0.006
2415.72643,15.302,0.007
2416.74862,15.303,0.007
2417.72417,15.303,0.007
2424.76653,15.295,0.006
2426.67781,15.298,0.006
2431.81215,15.296,0.004
2433.73934,15.298,0.007
2434.81238,15.284,0.006
2436.58511,15.307,0.007
2437.55430,15.301,0.008
2437.55744,15.302,0.008
2437.56050,15.286,0.008
2437.56312,15.296,0.008
2437.56574,15.293,0.008
2437.56835,15.304,0.008
2437.57098,15.300,0.008
2437.57362,15.302,0.008
2437.57670,15.281,0.007
2437.57934,15.303,0.007
2437.58196,15.316,0.008
2437.58458,15.294,0.008
2437.58718,15.304,0.008
2437.59571,15.302,0.008
2437.59832,15.297,0.008
2437.60095,15.308,0.007
2437.60357,15.307,0.007
2437.60618,15.301,0.008
2437.60880,15.303,0.008
2437.61873,15.292,0.007
2437.62848,15.299,0.007
2437.63754,15.310,0.007
2437.64761,15.299,0.007
2437.65661,15.301,0.007
2437.66659,15.298,0.007
2437.67545,15.300,0.008
2437.68846,15.307,0.008
2437.69751,15.298,0.007
2437.70639,15.287,0.007
2437.71759,15.310,0.007
2437.72671,15.301,0.007
2437.73579,15.298,0.007
2437.74531,15.297,0.007
2437.75749,15.300,0.007
2437.76634,15.295,0.007
2437.77511,15.301,0.007
2437.78391,15.299,0.007
2437.79318,15.298,0.007
2437.80198,15.293,0.007
2437.81079,15.298,0.007
2437.81961,15.290,0.007
2437.83385,15.290,0.007
2437.84311,15.293,0.007
2437.85638,15.287,0.007
2437.86531,15.291,0.007
2437.87444,15.302,0.008
2437.89072,15.285,0.008
2437.90277,15.294,0.008
2437.92338,15.300,0.008
2437.93559,15.295,0.010
2438.61729,15.308,0.006
2439.61425,15.305,0.006
2439.64705,15.295,0.006
2439.65316,15.292,0.006
2439.67545,15.303,0.006
2439.71185,15.308,0.006
2439.72999,15.304,0.006
2439.74557,15.296,0.006
2439.76107,15.303,0.006
2439.77542,15.297,0.006
2439.79468,15.298,0.006
2439.80498,15.307,0.006
2439.82101,15.304,0.006
2439.83329,15.302,0.006
2439.84904,15.301,0.007
2439.86112,15.301,0.006
2439.87114,15.311,0.007
2439.88953,15.308,0.007
2439.90543,15.309,0.007
2439.92386,15.301,0.007
2440.59852,15.303,0.007
2440.64529,15.305,0.006
2440.67410,15.300,0.006
2440.71253,15.299,0.006
2440.72815,15.300,0.006
2440.74608,15.300,0.006
2440.75814,15.302,0.006
2440.77410,15.295,0.006
2440.82826,15.303,0.007
2440.84056,15.307,0.007
2440.84939,15.306,0.007
2440.88179,15.293,0.007
2440.89139,15.297,0.007
2440.89825,15.288,0.007
2440.91082,15.310,0.008
2442.61611,15.298,0.006
2444.57469,15.307,0.007
2444.58280,15.301,0.007
2444.59123,15.299,0.006
2444.60539,15.303,0.007
2444.61617,15.300,0.007
2444.62427,15.292,0.006
2444.63471,15.304,0.007
2444.64278,15.295,0.007
2444.65085,15.296,0.007
2444.65894,15.303,0.007
2444.66810,15.294,0.007
2444.67619,15.294,0.007
2444.68427,15.302,0.007
2444.70044,15.302,0.007
2444.70874,15.314,0.007
2444.71583,15.313,0.007
2444.72388,15.315,0.007
2444.73060,15.312,0.007
2444.73892,15.316,0.007
2444.74495,15.310,0.007
2444.75321,15.310,0.007
2444.76037,15.311,0.007
2444.76585,15.307,0.007
2444.77166,15.303,0.007
2444.78036,15.287,0.007
2444.79173,15.289,0.007
2444.79979,15.304,0.007
2444.80784,15.294,0.007
2444.81769,15.289,0.007
2444.82572,15.297,0.007
2444.83377,15.294,0.007
2444.85002,15.303,0.007
2444.86082,15.300,0.007
2444.87164,15.299,0.007
2444.88398,15.308,0.007
2444.89478,15.299,0.008
2446.64653,15.298,0.007
2453.73962,15.294,0.007
2454.52766,15.302,0.007
2454.55153,15.300,0.006
2454.56050,15.296,0.006
2454.56946,15.295,0.006
2454.58016,15.287,0.006
2454.58901,15.297,0.006
2454.59788,15.296,0.006
2454.60682,15.293,0.006
2454.61927,15.287,0.006
2454.63361,15.314,0.006
2454.64263,15.295,0.006
2454.65158,15.302,0.006
2454.66204,15.307,0.006
2454.67117,15.301,0.006
2454.68003,15.302,0.006
2454.68976,15.305,0.006
2454.69951,15.297,0.006
2454.70831,15.298,0.006
2454.71899,15.298,0.006
2454.72789,15.302,0.006
2454.73683,15.305,0.006
2454.74756,15.309,0.006
2454.75642,15.297,0.006
2454.76527,15.289,0.006
2454.77405,15.295,0.006
2454.78763,15.306,0.006
2458.73688,15.305,0.007
2462.72567,15.299,0.006
2463.82277,15.305,0.006
2465.46804,15.294,0.008
2465.47702,15.301,0.007
2465.48621,15.300,0.007
2465.49519,15.309,0.007
2465.50422,15.305,0.007
2465.51321,15.304,0.007
2465.52328,15.298,0.007
2465.53353,15.294,0.007
2465.54247,15.294,0.007
2465.55150,15.305,0.006
2465.56049,15.296,0.006
2465.56943,15.300,0.006
2465.58392,15.303,0.006
2465.59298,15.302,0.006
2465.60220,15.304,0.006
2465.61124,15.298,0.006
2465.62159,15.301,0.006
2465.63121,15.302,0.006
2465.64094,15.299,0.006
2465.65093,15.297,0.006
2465.66020,15.297,0.006
2465.66910,15.292,0.006
