T,Flux,E
5376.62611,14.992,0.004
5376.63884,14.992,0.004
5376.65245,14.998,0.004
5376.66509,14.993,0.004
5376.67973,14.990,0.003
5376.69289,14.994,0.003
5376.70595,14.993,0.003
5376.71870,14.996,0.004
5376.73108,14.989,0.004
5376.74421,14.997,0.004
5376.75706,14.999,0.004
5376.76991,14.996,0.004
5376.78250,14.998,0.003
5376.79523,14.993,0.004
5376.80805,15.001,0.004
5376.82069,14.996,0.004
5376.83323,15.001,0.004
5376.84598,14.994,0.004
5376.85861,14.995,0.004
5376.87112,14.997,0.004
5377.51471,15.000,0.004
5377.52797,15.002,0.004
5377.54077,14.991,0.004
5377.55672,14.999,0.004
5377.57079,14.997,0.003
5377.58530,15.001,0.004
5377.59804,15.001,0.004
5377.61073,14.999,0.004
5377.62348,14.997,0.003
5377.64441,14.992,0.003
5377.66422,14.993,0.003
5377.67879,14.997,0.003
5377.69706,14.996,0.003
5377.71007,14.996,0.003
5377.72774,14.995,0.003
5377.74063,14.993,0.003
5377.75313,14.998,0.003
5377.77074,14.995,0.003
5377.78335,14.991,0.003
5377.79583,14.995,0.003
5377.80847,14.997,0.003
5377.82104,14.996,0.003
5377.83401,15.001,0.003
5377.84668,15.001,0.004
5377.85922,14.998,0.004
5378.48834,14.998,0.003
5378.50287,14.997,0.003
5378.51700,14.999,0.003
5378.53079,14.991,0.003
5378.54450,14.996,0.003
5378.55864,14.993,0.003
5378.57252,14.996,0.003
5378.58659,14.997,0.003
5378.60084,14.994,0.003
5378.61488,14.998,0.003
5378.62918,15.003,0.003
5378.64332,14.988,0.003
5378.65908,14.990,0.003
5378.67491,14.996,0.003
5378.68918,14.993,0.003
5378.70367,15.000,0.003
5378.71815,14.991,0.003
5378.73106,14.999,0.003
5378.74386,14.999,0.003
5378.75647,14.991,0.003
5378.76910,14.994,0.003
5378.78199,14.994,0.003
5378.79500,14.993,0.003
5378.80758,15.000,0.003
5378.82023,15.000,0.003
5378.83486,14.997,0.003
5378.84752,14.994,0.003
5378.86016,15.002,0.004
5378.87257,14.992,0.004
5379.48641,14.995,0.004
5379.49900,14.997,0.003
5379.51160,15.002,0.003
5379.52435,15.001,0.003
5379.53835,14.997,0.003
5379.55269,15.000,0.003
5379.56700,14.997,0.003
5379.58126,14.995,0.003
5379.59509,14.995,0.003
5379.60906,14.996,0.003
5379.62322,14.993,0.003
5379.63789,14.997,0.003
5379.65281,14.996,0.003
5379.66733,14.992,0.003
5379.68162,14.994,0.003
5379.69596,14.995,0.003
5379.71019,14.998,0.003
5379.72430,14.995,0.003
5379.73830,14.996,0.003
5379.75089,14.995,0.003
5379.76342,14.993,0.003
5379.77592,14.994,0.003
5379.78849,14.994,0.003
5379.80128,14.994,0.003
5379.81385,14.997,0.003
5379.82629,14.991,0.004
5379.83936,14.991,0.004
5379.85196,14.992,0.004
5379.86731,14.989,0.004
5380.49787,14.992,0.003
5380.51041,14.998,0.003
5380.52310,14.991,0.003
5380.53571,14.996,0.003
5380.54955,14.991,0.003
5380.56359,14.999,0.003
5380.57757,14.998,0.003
5380.59147,14.992,0.003
5380.60540,14.995,0.003
5380.61934,14.993,0.003
5380.63337,14.992,0.003
5380.64767,14.990,0.003
5380.66335,14.992,0.003
5380.67831,14.990,0.003
5380.69246,14.993,0.003
5380.70597,14.989,0.003
5380.71889,14.992,0.003
5380.73158,14.987,0.003
5380.74435,14.991,0.003
5380.75711,14.991,0.003
5380.76961,14.995,0.003
5380.78233,15.002,0.003
5380.79497,14.998,0.004
5380.80771,14.996,0.004
5380.82030,15.002,0.004
5380.83286,14.991,0.004
5380.84572,14.999,0.004
5381.51964,14.995,0.004
5381.53261,15.000,0.004
5381.54522,14.991,0.004
5381.55773,15.005,0.004
5381.57017,14.998,0.004
5381.58274,14.997,0.004
5381.59552,14.997,0.004
5381.61033,14.993,0.004
5381.64153,15.002,0.004
5381.65465,14.993,0.004
5381.66891,14.994,0.003
5381.68275,14.990,0.004
5381.69545,14.995,0.004
5381.70803,14.995,0.003
5381.72072,14.996,0.004
5381.73344,15.002,0.004
5381.74613,14.999,0.004
5381.75902,14.992,0.004
5381.77164,15.002,0.005
5381.79307,14.994,0.004
5381.80579,14.999,0.004
5381.81849,14.994,0.004
5381.83118,14.999,0.004
5381.84393,14.998,0.004
5381.85655,14.991,0.004
5382.52142,14.996,0.004
5382.53396,14.998,0.004
5382.54641,15.000,0.004
5382.55898,14.998,0.004
5382.57834,14.986,0.004
5382.59604,14.998,0.004
5382.60841,15.005,0.004
5382.62127,14.997,0.004
5382.63364,14.996,0.004
5382.64633,14.997,0.004
5382.66260,14.995,0.003
5382.67542,14.992,0.004
5382.68811,14.997,0.004
5382.70259,15.003,0.003
5382.71531,14.991,0.004
5382.72793,15.002,0.004
5382.74063,14.995,0.004
5382.75321,14.999,0.004
5382.76572,15.002,0.004
5382.78536,14.996,0.004
5382.80340,15.004,0.004
5382.81644,14.996,0.004
5382.82915,14.991,0.004
5383.68744,14.992,0.004
5383.74562,14.986,0.004
5383.75829,15.000,0.004
5384.53349,15.004,0.004
5384.77045,14.993,0.004
5384.78294,14.997,0.004
5384.79557,14.992,0.004
5384.80859,14.991,0.004
5384.83994,14.998,0.004
5384.85299,14.987,0.004
5385.46616,14.996,0.004
5385.47924,14.997,0.003
5385.49274,14.999,0.003
5385.50539,14.989,0.003
5385.56173,14.993,0.003
5385.70780,14.996,0.003
5385.80591,14.994,0.003
5385.81846,14.992,0.003
5385.83103,14.996,0.003
5385.84345,14.996,0.003
5385.85621,14.999,0.003
5386.46528,14.992,0.003
5386.49714,14.993,0.003
5386.52095,15.001,0.003
5386.57937,14.996,0.003
5386.60305,15.003,0.003
5386.66341,14.994,0.003
5386.68730,14.992,0.003
5386.72621,14.994,0.003
5386.73889,14.989,0.003
5386.75166,14.993,0.003
5386.76455,15.001,0.003
5386.77717,14.996,0.003
5386.79108,14.998,0.003
5386.80373,14.996,0.003
5386.82019,14.996,0.003
5386.83300,14.999,0.003
5387.46503,14.990,0.003
5387.49942,14.994,0.003
5387.53620,14.993,0.003
5387.57043,14.999,0.003
5387.60842,14.992,0.003
5387.64318,14.989,0.003
5387.68264,14.995,0.003
5387.69554,14.999,0.003
5387.70853,14.992,0.003
5387.72130,15.005,0.003
5387.73397,14.994,0.003
5387.74684,14.993,0.003
5387.76205,14.995,0.003
5387.77480,15.001,0.003
5387.79061,14.995,0.003
5387.80326,14.999,0.003
5387.81818,15.001,0.003
5387.83069,14.992,0.003
5387.84326,14.992,0.003
5388.46320,14.986,0.004
5388.47576,14.997,0.004
5388.48832,14.995,0.003
5388.50083,14.995,0.003
5388.51362,14.993,0.003
5388.52636,14.993,0.003
5388.56074,15.002,0.003
5388.60083,14.997,0.003
5388.63542,14.992,0.003
5388.67314,14.999,0.003
5388.70816,14.998,0.003
5388.74553,14.991,0.003
5388.75823,14.987,0.003
5388.77258,14.992,0.003
5388.78530,14.995,0.003
5388.80309,14.995,0.003
5388.81576,15.002,0.004
5388.82940,14.990,0.004
5388.84194,14.988,0.004
5389.46278,15.004,0.004
5389.47631,15.016,0.004
5389.48904,14.997,0.004
5389.50165,14.990,0.003
5389.51443,15.001,0.004
5389.52714,14.999,0.003
5389.54015,15.000,0.004
5389.57820,14.993,0.003
5389.61243,15.000,0.003
5389.64692,15.000,0.004
5389.68336,14.995,0.003
5389.71775,14.995,0.003
5389.75257,14.994,0.004
5389.76536,14.991,0.004
5389.77809,14.996,0.004
5389.79184,14.999,0.004
5389.80454,14.996,0.003
5389.81863,15.000,0.003
5389.83141,15.000,0.004
5389.84426,14.997,0.004
5390.46350,14.989,0.005
5390.51829,14.999,0.004
5390.53495,14.998,0.004
5390.54764,14.997,0.004
5390.56030,14.996,0.003
5390.58061,14.989,0.003
5390.59346,14.999,0.003
5390.60619,15.004,0.004
5390.64584,14.999,0.004
5390.66635,14.999,0.003
5390.67897,14.992,0.004
5390.69211,14.992,0.003
5390.71603,14.999,0.003
5390.72915,14.997,0.003
5390.74158,14.999,0.003
5390.75430,14.997,0.003
5390.76698,15.000,0.003
5390.77958,14.993,0.003
5390.79214,15.003,0.003
5390.80472,14.999,0.003
5390.81721,14.987,0.004
5390.82965,14.997,0.004
5391.46963,15.004,0.004
5391.50184,15.000,0.004
5391.51530,15.003,0.004
5391.52920,14.991,0.003
5391.54172,14.993,0.004
5391.55409,14.999,0.004
5391.56654,15.000,0.004
5391.57912,14.997,0.003
5391.61366,14.998,0.003
5391.65011,15.000,0.003
5391.68838,14.998,0.003
5391.72292,14.994,0.003
5391.75716,14.995,0.004
5391.79361,14.993,0.004
5391.80623,14.985,0.004
5391.81885,14.996,0.003
5391.83135,14.981,0.004
5391.84369,14.998,0.004
5392.46626,15.017,0.004
5392.47897,15.013,0.004
5392.49144,15.001,0.004
5392.50408,15.006,0.004
5392.51684,15.009,0.003
5392.53017,15.009,0.004
5392.54306,14.996,0.004
5392.55682,14.994,0.004
5392.59160,14.994,0.003
5392.62646,14.998,0.003
5392.66324,15.001,0.003
5392.70172,14.993,0.004
5392.73657,14.995,0.003
