Degree,Log(Probability)
2,-1.8218575003853346
3,-1.6772762715742269
4,-1.8386646187017157
5,-2.0875606661183403
6,-2.526177981543405
7,-2.6973262377392344
8,-3.044522437723423
9,-3.4884538266593834
10,-3.795938526407344
11,-3.8367605209275992
12,-4.070375372109105
13,-4.449864993814008
14,-4.529907701487544
15,-4.935372809595709
16,-4.616919078477174
17,-5.22305488204749
18,-5.4053764388414445
19,-5.0689042022202315
20,-6.3216671707156
21,-5.628519990155654
22,-5.4053764388414445
23,-5.916202062607435
24,-5.628519990155654
25,-7.014814351275545
27,-6.3216671707156
29,-7.014814351275545
31,-6.3216671707156
34,-5.916202062607435
38,-7.014814351275545
46,-7.014814351275545
