Degree,Log(Probability)
2,-1.7631652222296326
3,-1.6689780071699316
4,-1.8879169272021095
5,-2.2238298796924125
6,-2.4343334960708027
7,-2.800717254136496
8,-3.0803021163556576
9,-3.423246867482488
10,-3.4834657274755427
11,-3.875231991225545
12,-4.156134376691948
13,-4.301316386536445
14,-4.417148202061567
15,-4.6760098359778555
16,-4.933838945279955
17,-5.092903639909643
18,-5.202102931874635
19,-5.569827711999952
20,-5.415677032172694
21,-5.895250112434581
22,-5.895250112434581
23,-6.062304197097746
24,-6.668440000668062
25,-7.7670522893361715
26,-6.157614376902072
27,-6.380757928216281
28,-6.5142893208408035
29,-7.7670522893361715
30,-7.361587181228008
31,-7.7670522893361715
32,-7.361587181228008
33,-7.073905108776226
35,-7.7670522893361715
36,-8.460199469896118
37,-8.460199469896118
38,-7.7670522893361715
39,-7.7670522893361715
40,-8.460199469896118
41,-8.460199469896118
42,-8.460199469896118
45,-8.460199469896118
46,-8.460199469896118
47,-8.460199469896118
49,-7.7670522893361715
50,-7.361587181228008
52,-7.7670522893361715
53,-7.7670522893361715
54,-8.460199469896118
55,-8.460199469896118
62,-8.460199469896118
63,-8.460199469896118
91,-8.460199469896118
101,-8.460199469896118
103,-8.460199469896118
138,-8.460199469896118
