Degree,Log(Probability)
2,-1.7219254368895998
3,-1.7230471419987998
4,-1.8781335381851523
5,-2.2127725937247043
6,-2.5673565802889633
7,-2.7533401866894325
8,-2.9702141249900467
9,-3.252701380564724
10,-3.5455782698936087
11,-3.993602992420569
12,-3.993602992420569
13,-4.310698950078643
14,-4.341004299573972
15,-4.70872907969929
16,-4.960043507980195
17,-5.183187059294405
18,-4.989031044853448
19,-5.742802847229828
20,-5.950442212008072
21,-6.117496296671239
22,-5.807341368367399
23,-6.318166992133389
24,-6.318166992133389
25,-6.030484919681609
26,-6.905953657035509
27,-6.905953657035509
28,-6.569481420414296
29,-7.416779280801499
30,-7.416779280801499
31,-8.515391569469609
32,-6.905953657035509
33,-6.723632100241554
34,-6.905953657035509
35,-7.822244388909664
36,-7.416779280801499
37,-7.416779280801499
38,-7.822244388909664
39,-8.515391569469609
50,-8.515391569469609
52,-8.515391569469609
56,-8.515391569469609
58,-8.515391569469609
66,-8.515391569469609
70,-8.515391569469609
77,-8.515391569469609
98,-8.515391569469609
105,-8.515391569469609
110,-8.515391569469609
187,-8.515391569469609
