Degree,Log(Probability)
2,-1.7832607350188894
3,-1.6892102656477863
4,-1.8663504636997434
5,-2.16734464460304
6,-2.4768276427623315
7,-2.774919149479988
8,-3.056586166202008
9,-3.381432098067031
10,-3.662222344480891
11,-3.8228039146384396
12,-4.07873728877564
13,-4.349890059276211
14,-4.441382399700877
15,-4.548740918021376
16,-4.97440873344706
17,-5.059566541787366
18,-5.354683592726666
19,-5.354683592726666
20,-5.667555914007005
21,-5.798176096424069
22,-5.948458299473407
23,-5.975857273661521
24,-6.514853774394209
25,-6.192080382131158
26,-6.468333758759316
27,-7.362151634781412
28,-6.851326011015422
29,-6.851326011015422
30,-6.669004454221467
31,-7.256791119123585
32,-7.161480939319261
33,-7.613466063062318
34,-7.256791119123585
35,-8.866229031557687
36,-8.866229031557687
37,-7.613466063062318
38,-7.949938299683531
39,-7.613466063062318
40,-9.559376212117632
42,-8.173081850997741
43,-9.559376212117632
44,-9.559376212117632
45,-8.866229031557687
46,-8.866229031557687
47,-8.866229031557687
48,-9.559376212117632
49,-8.460763923449521
50,-9.559376212117632
51,-9.559376212117632
54,-8.460763923449521
55,-8.866229031557687
57,-9.559376212117632
58,-9.559376212117632
64,-9.559376212117632
68,-9.559376212117632
69,-9.559376212117632
71,-9.559376212117632
77,-9.559376212117632
78,-9.559376212117632
89,-9.559376212117632
92,-9.559376212117632
102,-9.559376212117632
105,-9.559376212117632
110,-9.559376212117632
114,-9.559376212117632
132,-9.559376212117632
138,-9.559376212117632
145,-9.559376212117632
167,-9.559376212117632
208,-9.559376212117632
217,-9.559376212117632
220,-9.559376212117632
