Degree,Log(Probability)
2,-1.77617323177889
3,-1.7142546697344758
4,-1.8730815805085665
5,-2.1558620698998854
6,-2.522045801807645
7,-2.801571961355818
8,-3.018417696083038
9,-3.377872498542369
10,-3.5529399164208035
11,-3.850878489039774
12,-4.086122447288071
13,-4.144304402670807
14,-4.611546870475214
15,-4.618926977772837
16,-4.72018071147801
17,-5.167492929521675
18,-5.247535637195211
19,-5.429857193989165
20,-5.674054154501207
21,-5.63238145810064
22,-5.940682817755156
23,-6.05846585341154
24,-6.09021455172612
25,-6.123004374549111
26,-6.479679318487843
27,-7.126306483412896
28,-7.039295106423266
29,-6.633829998315101
30,-8.425589467543157
31,-6.885144426596008
32,-7.039295106423266
33,-7.44476021453143
34,-7.732442286983211
35,-7.732442286983211
36,-7.039295106423266
37,-7.44476021453143
38,-8.425589467543157
39,-7.914763843777166
40,-8.425589467543157
41,-9.524201756211266
42,-8.425589467543157
43,-8.83105457565132
44,-8.83105457565132
45,-8.83105457565132
46,-9.524201756211266
47,-8.83105457565132
48,-8.83105457565132
49,-8.137907395091375
50,-9.524201756211266
52,-8.425589467543157
54,-9.524201756211266
55,-9.524201756211266
56,-9.524201756211266
59,-8.83105457565132
60,-9.524201756211266
61,-9.524201756211266
67,-9.524201756211266
70,-9.524201756211266
74,-9.524201756211266
75,-9.524201756211266
78,-9.524201756211266
85,-9.524201756211266
89,-9.524201756211266
90,-9.524201756211266
105,-9.524201756211266
109,-9.524201756211266
112,-9.524201756211266
131,-9.524201756211266
144,-9.524201756211266
150,-9.524201756211266
155,-9.524201756211266
162,-9.524201756211266
172,-9.524201756211266
184,-9.524201756211266
285,-9.524201756211266
331,-9.524201756211266
409,-9.524201756211266
