Degree,Log(Probability)
2,-1.7689240787370204
3,-1.7066924832846135
4,-1.9245948307149132
5,-2.1733540972175227
6,-2.4214812718042498
7,-2.806863011457737
8,-3.0611894902086347
9,-3.35138855366957
10,-3.5248782585956957
11,-3.7990627065172164
12,-4.128618851440057
13,-4.225245687129128
14,-4.470368145162113
15,-4.660124680443586
16,-4.89452538628243
17,-5.080627665916291
18,-5.151245233130244
19,-5.514913212559947
20,-5.666144182283871
21,-5.8944028342648505
22,-5.84439241369019
23,-6.002616418905084
24,-6.562232206840506
25,-6.061456918928017
26,-6.918907150779239
27,-6.849914279292287
28,-6.466922027036182
29,-6.785375758154716
30,-6.7247511363382815
31,-7.160069207596127
32,-7.4785229387146614
33,-7.360739903058278
34,-7.360739903058278
35,-7.612054331339184
36,-7.766205011166442
37,-7.766205011166442
38,-7.4785229387146614
39,-7.360739903058278
40,-8.864817299834552
41,-8.459352191726387
42,-8.171670119274607
43,-8.171670119274607
45,-8.171670119274607
46,-8.171670119274607
48,-9.557964480394498
49,-9.557964480394498
53,-9.557964480394498
54,-9.557964480394498
55,-9.557964480394498
56,-8.459352191726387
57,-8.459352191726387
60,-8.864817299834552
65,-9.557964480394498
69,-9.557964480394498
92,-8.864817299834552
94,-8.864817299834552
117,-9.557964480394498
124,-9.557964480394498
127,-9.557964480394498
138,-9.557964480394498
139,-9.557964480394498
143,-9.557964480394498
153,-9.557964480394498
164,-9.557964480394498
167,-9.557964480394498
178,-9.557964480394498
180,-9.557964480394498
227,-9.557964480394498
305,-9.557964480394498
363,-9.557964480394498
