Degree,Log(Probability)
2,-1.7970902305796033
3,-1.680538921765277
4,-1.9553308956583866
5,-2.1617100208243434
6,-2.463200964243464
7,-2.8001273334792027
8,-3.068391320073882
9,-3.3553806318467627
10,-3.5076862927004515
11,-3.828158187975223
12,-3.9067205104783254
13,-4.220378069333367
14,-4.415944852877343
15,-4.562127363055423
16,-4.913525249893312
17,-4.83753934291539
18,-5.236925404947172
19,-5.437596100409324
20,-5.633340677535419
21,-5.810271385694497
22,-5.9861620521581616
23,-6.299819611013203
24,-6.536208389077434
25,-6.299819611013203
26,-6.605201260564384
27,-6.353886832283479
28,-6.679309232718107
29,-6.759351940391643
30,-6.846363317381273
31,-7.047034012843424
32,-7.164817048499807
33,-8.551111409619699
34,-8.551111409619699
35,-7.8579642290597524
36,-7.29834844112433
37,-9.244258590179644
38,-7.452499120951589
39,-8.551111409619699
40,-8.551111409619699
41,-8.145646301511533
42,-7.8579642290597524
43,-9.244258590179644
44,-8.551111409619699
46,-8.551111409619699
47,-9.244258590179644
48,-9.244258590179644
49,-9.244258590179644
50,-9.244258590179644
51,-9.244258590179644
52,-8.551111409619699
54,-8.145646301511533
55,-9.244258590179644
57,-9.244258590179644
58,-8.551111409619699
59,-9.244258590179644
61,-9.244258590179644
63,-8.551111409619699
64,-9.244258590179644
67,-8.551111409619699
71,-8.551111409619699
73,-9.244258590179644
75,-8.551111409619699
76,-9.244258590179644
81,-9.244258590179644
88,-9.244258590179644
90,-9.244258590179644
94,-9.244258590179644
95,-9.244258590179644
99,-9.244258590179644
106,-9.244258590179644
108,-9.244258590179644
109,-8.551111409619699
122,-9.244258590179644
186,-9.244258590179644
190,-9.244258590179644
