Degree,Log(Probability)
2,-1.7512311372464768
3,-1.7287130969288298
4,-1.899098224897987
5,-2.1593430961313156
6,-2.4761926101073692
7,-2.76527504688266
8,-3.0680176449601624
9,-3.3745922885251862
10,-3.595161835844223
11,-3.9383403137455195
12,-3.899258963703048
13,-4.211633648745201
14,-4.411246702649216
15,-4.65346640102424
16,-4.94362066262141
17,-4.94362066262141
18,-5.189293326995648
19,-5.399858096102998
20,-5.7520786896923495
21,-5.821071561179301
22,-5.947823266818445
23,-6.093005276662943
24,-6.300644641441187
25,-6.423246963533519
26,-6.668369421566505
27,-6.339865354594469
28,-6.8506909783604595
29,-7.766981710234615
30,-7.073834529674669
31,-7.256156086468624
32,-6.993791822001133
33,-7.36151660212645
34,-7.36151660212645
35,-8.865593998902725
36,-7.766981710234615
37,-8.865593998902725
38,-8.460128890794559
39,-8.17244681834278
40,-9.55874117946267
41,-8.460128890794559
42,-8.865593998902725
43,-9.55874117946267
44,-9.55874117946267
45,-8.17244681834278
46,-8.865593998902725
47,-9.55874117946267
49,-9.55874117946267
50,-9.55874117946267
51,-8.17244681834278
53,-9.55874117946267
54,-9.55874117946267
56,-8.865593998902725
58,-9.55874117946267
63,-9.55874117946267
66,-9.55874117946267
67,-9.55874117946267
69,-9.55874117946267
74,-9.55874117946267
75,-8.865593998902725
77,-8.865593998902725
78,-9.55874117946267
81,-9.55874117946267
82,-8.865593998902725
83,-9.55874117946267
93,-9.55874117946267
95,-8.865593998902725
96,-9.55874117946267
104,-9.55874117946267
105,-9.55874117946267
116,-9.55874117946267
123,-9.55874117946267
131,-8.865593998902725
132,-9.55874117946267
143,-9.55874117946267
163,-9.55874117946267
177,-9.55874117946267
198,-9.55874117946267
204,-9.55874117946267
221,-9.55874117946267
245,-9.55874117946267
