Degree,Log(Probability)
2,-1.74004793064847
3,-1.7164926141076886
4,-1.8791341853078842
5,-2.2301018165673256
6,-2.4507803481457096
7,-2.765620052923688
8,-3.058607177605162
9,-3.28775274760437
10,-3.550117012071861
11,-3.888329893170858
12,-4.10161367556878
13,-4.251997872600561
14,-4.477336814478207
15,-4.76868861581895
16,-4.861061935949965
17,-4.902220008443472
18,-5.32463467486541
19,-5.655991810819852
20,-5.586998939332901
21,-5.992464047441065
22,-6.184835940088521
23,-6.1549829769388404
24,-6.070425588910777
25,-6.314047671568527
26,-6.590301048196686
27,-7.116394144093465
28,-6.545849285625852
29,-6.545849285625852
30,-7.116394144093465
31,-7.042286171939743
32,-7.196436851767001
33,-7.889584032326947
34,-7.484118924218782
35,-8.582731212886893
36,-8.0719055891209
37,-7.7354333524996886
38,-8.295049140435111
39,-8.582731212886893
40,-8.295049140435111
41,-8.295049140435111
42,-8.988196320995057
45,-9.681343501555002
46,-8.582731212886893
48,-9.681343501555002
51,-9.681343501555002
53,-8.988196320995057
55,-9.681343501555002
56,-9.681343501555002
58,-8.988196320995057
59,-9.681343501555002
61,-9.681343501555002
64,-8.582731212886893
70,-9.681343501555002
75,-8.582731212886893
78,-9.681343501555002
79,-8.988196320995057
85,-9.681343501555002
86,-9.681343501555002
90,-8.988196320995057
91,-9.681343501555002
95,-9.681343501555002
102,-9.681343501555002
108,-9.681343501555002
114,-9.681343501555002
118,-9.681343501555002
120,-9.681343501555002
123,-9.681343501555002
131,-9.681343501555002
140,-9.681343501555002
154,-9.681343501555002
180,-9.681343501555002
195,-9.681343501555002
222,-9.681343501555002
246,-9.681343501555002
431,-9.681343501555002
