Degree,Log(Probability)
2,-1.7847767632678984
3,-1.6884087875924756
4,-1.9158451710003883
5,-2.1389887223145982
6,-2.45529944239797
7,-2.7939718999287857
8,-3.108441288344216
9,-3.313647138971759
10,-3.5367906902859687
11,-3.8183188971633713
12,-4.006794319531704
13,-4.311911453805586
14,-4.48125229912682
15,-4.860284150166829
16,-4.941777184418012
17,-5.010096428395489
18,-5.35672103648072
19,-5.342536401488763
20,-5.510871716307978
21,-5.941654632400432
22,-5.8916442118257715
23,-5.8916442118257715
24,-6.273011768354875
25,-6.427162448182133
26,-6.469722062600929
27,-6.609484004976088
28,-6.772002934473862
29,-7.659306129474765
30,-7.407991701193859
31,-7.659306129474765
32,-7.120309628742079
33,-7.659306129474765
34,-7.207321005731708
35,-7.659306129474765
36,-7.659306129474765
37,-7.995778366095978
38,-8.218921917410189
39,-7.525774736850243
40,-8.912069097970134
41,-8.218921917410189
42,-8.912069097970134
43,-8.506603989861969
44,-7.995778366095978
46,-9.60521627853008
47,-9.60521627853008
50,-8.912069097970134
51,-8.912069097970134
52,-9.60521627853008
55,-9.60521627853008
56,-8.912069097970134
57,-9.60521627853008
61,-8.506603989861969
63,-9.60521627853008
66,-9.60521627853008
68,-8.506603989861969
70,-9.60521627853008
72,-9.60521627853008
73,-8.912069097970134
78,-9.60521627853008
80,-9.60521627853008
82,-9.60521627853008
94,-9.60521627853008
99,-9.60521627853008
105,-9.60521627853008
109,-9.60521627853008
112,-8.912069097970134
125,-8.912069097970134
131,-9.60521627853008
138,-9.60521627853008
151,-9.60521627853008
178,-9.60521627853008
252,-9.60521627853008
346,-9.60521627853008
457,-9.60521627853008
