Degree,Log(Probability)
2,-1.7304250133410137
3,-1.733700125438819
4,-1.8705957586107396
5,-2.166883194272014
6,-2.4395022204126993
7,-2.8684978259310574
8,-3.0447155997869944
9,-3.39302229405521
10,-3.5118834969319392
11,-3.7645858504876935
12,-4.014116156975097
13,-4.385412369468012
14,-4.600833874688312
15,-4.901419351976001
16,-4.941159680625515
17,-5.086341690470013
18,-5.531652707125377
19,-5.333201768401539
20,-5.63430686118546
21,-5.8779289438432105
22,-6.067170943481739
23,-5.844027392167529
24,-6.026348948961484
25,-6.35485301593352
26,-6.4726360515899035
27,-6.4726360515899035
28,-6.760318124041684
29,-6.4726360515899035
30,-7.858930412709794
31,-7.048000196493465
32,-8.146612485161574
33,-7.299314624774372
34,-7.45346530460163
35,-8.55207759326974
36,-8.55207759326974
37,-8.146612485161574
38,-8.146612485161574
39,-8.55207759326974
40,-7.635786861395585
41,-8.55207759326974
42,-8.55207759326974
43,-8.55207759326974
44,-9.245224773829685
45,-9.245224773829685
46,-8.146612485161574
48,-9.245224773829685
50,-9.245224773829685
51,-8.55207759326974
52,-9.245224773829685
61,-9.245224773829685
67,-9.245224773829685
69,-9.245224773829685
82,-9.245224773829685
87,-9.245224773829685
94,-9.245224773829685
105,-9.245224773829685
106,-9.245224773829685
107,-8.55207759326974
115,-9.245224773829685
117,-9.245224773829685
127,-9.245224773829685
144,-9.245224773829685
158,-9.245224773829685
179,-9.245224773829685
225,-9.245224773829685
266,-9.245224773829685
