Degree,Log(Probability)
2,-1.7863215803932286
3,-1.6703478907102467
4,-1.915807332739681
5,-2.1804998869667633
6,-2.4456176582735685
7,-2.7403962978870497
8,-3.097913583585542
9,-3.3029633914570526
10,-3.684577283743037
11,-3.842945599514499
12,-4.038370381306881
13,-4.272363948645157
14,-4.560046021096937
15,-4.783189572411147
16,-4.837677757695217
17,-5.200083376342934
18,-5.247150887200919
19,-5.335258154711187
20,-5.677007448433243
21,-5.695699581445396
22,-5.734165862273192
23,-6.002429848867871
24,-5.977112040883582
25,-6.169483933531038
26,-6.670259221443527
27,-6.957941293895308
28,-6.957941293895308
29,-6.893402772757737
30,-7.101042137535981
31,-6.775619737101353
32,-7.363406402003473
33,-7.181084845209518
34,-7.363406402003473
35,-7.720081345942204
36,-8.567379206329408
37,-8.279697133877628
38,-8.279697133877628
39,-7.874232025769463
40,-8.972844314437573
41,-8.567379206329408
42,-8.972844314437573
43,-7.874232025769463
44,-8.567379206329408
45,-8.279697133877628
46,-9.665991494997519
47,-9.665991494997519
48,-9.665991494997519
50,-9.665991494997519
51,-9.665991494997519
52,-8.567379206329408
53,-9.665991494997519
54,-9.665991494997519
56,-9.665991494997519
59,-9.665991494997519
60,-9.665991494997519
63,-9.665991494997519
68,-9.665991494997519
71,-9.665991494997519
72,-9.665991494997519
74,-9.665991494997519
77,-9.665991494997519
79,-9.665991494997519
84,-9.665991494997519
91,-9.665991494997519
96,-8.567379206329408
98,-9.665991494997519
107,-9.665991494997519
111,-9.665991494997519
120,-9.665991494997519
122,-9.665991494997519
126,-9.665991494997519
127,-9.665991494997519
136,-9.665991494997519
193,-9.665991494997519
263,-9.665991494997519
344,-9.665991494997519
421,-9.665991494997519
