Degree,Log(Probability)
2,-1.7700539620981495
3,-1.6663559572139366
4,-1.8808020008116608
5,-2.1460570374759973
6,-2.4829594741468655
7,-2.7858163446178814
8,-3.074518304970408
9,-3.3182811434873534
10,-3.752810384539429
11,-3.82795002912552
12,-3.97729531767784
13,-4.289893741394155
14,-4.574522376359046
15,-4.718561746581984
16,-5.010949710071177
17,-5.185752434451104
18,-5.141789311029989
19,-5.68540475761897
20,-5.454881099007138
21,-6.06347089153902
22,-6.416292266161762
23,-6.119040742693831
24,-6.010827158053598
25,-6.901800081943463
26,-6.538894588254095
27,-6.678656530629254
28,-7.276493531384874
29,-7.477164226847025
30,-7.276493531384874
31,-7.371803711189199
32,-7.035331474567986
33,-7.371803711189199
34,-8.288094443063354
35,-7.594947262503409
36,-7.8826293349551895
37,-7.728478655127931
38,-7.371803711189199
39,-9.674388804183245
40,-8.9812416236233
41,-8.9812416236233
42,-8.9812416236233
44,-8.064950891749143
45,-8.575776515515134
46,-9.674388804183245
47,-8.9812416236233
48,-8.9812416236233
50,-8.575776515515134
51,-8.575776515515134
53,-9.674388804183245
55,-9.674388804183245
57,-9.674388804183245
58,-9.674388804183245
59,-9.674388804183245
63,-9.674388804183245
69,-9.674388804183245
72,-9.674388804183245
75,-9.674388804183245
83,-9.674388804183245
85,-9.674388804183245
95,-9.674388804183245
140,-9.674388804183245
