Degree,Log(Probability)
2,-1.7862784227643969
3,-1.705085628707623
4,-1.92425829459234
5,-2.165060142484159
6,-2.437729422546755
7,-2.7884304452449444
8,-3.0729826246877976
9,-3.225745379240208
10,-3.757831002433048
11,-3.8174230996352936
12,-4.021022054876533
13,-4.298008838211566
14,-4.510570280195239
15,-4.621795915305463
16,-4.769431914111528
17,-5.152424166367633
18,-5.103634002198201
19,-5.2394355433572635
20,-5.440106238819414
21,-5.609182568863348
22,-5.720408203973573
23,-6.027892903721534
24,-6.356396970693569
25,-5.9509318625854055
26,-6.761862078801734
27,-6.6818193711281975
28,-6.4135553845335185
29,-6.848873455791364
30,-7.1673271869098985
31,-7.455009259361679
32,-7.1673271869098985
33,-7.455009259361679
34,-8.553621548029788
35,-7.637330816155634
36,-7.637330816155634
37,-8.148156439921625
38,-8.148156439921625
39,-8.148156439921625
40,-8.148156439921625
41,-8.148156439921625
43,-8.553621548029788
48,-8.148156439921625
49,-8.553621548029788
51,-9.246768728589734
53,-9.246768728589734
58,-8.553621548029788
64,-9.246768728589734
75,-9.246768728589734
77,-9.246768728589734
79,-9.246768728589734
81,-9.246768728589734
85,-9.246768728589734
91,-9.246768728589734
92,-9.246768728589734
93,-9.246768728589734
95,-9.246768728589734
98,-9.246768728589734
107,-9.246768728589734
135,-9.246768728589734
138,-9.246768728589734
141,-9.246768728589734
151,-9.246768728589734
170,-9.246768728589734
199,-9.246768728589734
200,-9.246768728589734
231,-9.246768728589734
263,-9.246768728589734
274,-9.246768728589734
332,-9.246768728589734
