Degree,Log(Probability)
2,-1.7722681259810813
3,-1.664917064754329
4,-1.9244144508504097
5,-2.1380576000005593
6,-2.4919152799424773
7,-2.7872995727563508
8,-3.100896845251163
9,-3.360756412103645
10,-3.5627830399769316
11,-3.8130319380557998
12,-4.103914013238251
13,-4.281120469365436
14,-4.653960350157523
15,-4.6840378053948015
16,-4.954064942607862
17,-5.048375622079103
18,-5.093327009941369
19,-5.448361264422641
20,-5.432100743550861
21,-5.798035012902391
22,-6.340359303727752
23,-5.921648968869567
24,-6.423740912666803
25,-6.381181298248007
26,-6.786646406356172
27,-6.668863370699788
28,-6.614796149429512
29,-6.920177798980694
30,-7.074328478807953
31,-6.851184927493743
32,-7.949797216161852
33,-7.256650035601907
34,-7.362010551259734
35,-7.613324979540639
36,-7.949797216161852
37,-7.479793586916117
38,-7.949797216161852
39,-8.866087948036007
40,-8.172940767476062
41,-8.866087948036007
42,-8.460622839927844
43,-9.559235128595953
44,-8.460622839927844
45,-8.172940767476062
46,-8.460622839927844
47,-8.866087948036007
48,-9.559235128595953
50,-8.172940767476062
51,-9.559235128595953
55,-9.559235128595953
58,-8.866087948036007
62,-8.460622839927844
63,-9.559235128595953
66,-8.866087948036007
69,-8.172940767476062
78,-9.559235128595953
85,-9.559235128595953
87,-9.559235128595953
88,-9.559235128595953
94,-9.559235128595953
103,-9.559235128595953
109,-9.559235128595953
116,-9.559235128595953
119,-9.559235128595953
139,-9.559235128595953
144,-9.559235128595953
155,-9.559235128595953
158,-9.559235128595953
200,-9.559235128595953
242,-9.559235128595953
275,-9.559235128595953
297,-9.559235128595953
