Degree,Log(Probability)
2,-1.7579456242112448
3,-1.6942477542870278
4,-1.8894027576394472
5,-2.1681457621095652
6,-2.502539109640257
7,-2.791497180733969
8,-3.1015592542162547
9,-3.350092039535284
10,-3.6119207331607313
11,-3.7947064347762
12,-4.043239220095229
13,-4.312052808242628
14,-4.355018844126071
15,-4.787679695042725
16,-4.933096694901229
17,-4.995897596140259
18,-5.167169316747629
19,-5.321319996574887
20,-5.746203190540153
21,-5.567154959091168
22,-5.964456756560171
23,-6.212292920464752
24,-6.310732993278005
25,-6.844815479208263
26,-6.499974992916534
27,-7.113079465802942
28,-7.03897149364922
29,-6.844815479208263
30,-6.9054401010246975
31,-6.969978622162269
32,-7.732118674209166
33,-7.598587281584643
34,-7.375443730270433
35,-7.732118674209166
36,-8.068590910830379
37,-7.113079465802942
38,-7.886269354036424
39,-9.678028823264478
40,-8.579416534596369
41,-7.598587281584643
42,-8.579416534596369
43,-7.886269354036424
44,-8.984881642704533
45,-8.984881642704533
47,-8.984881642704533
48,-8.984881642704533
49,-8.579416534596369
50,-8.29173446214459
52,-9.678028823264478
53,-8.984881642704533
54,-8.579416534596369
58,-8.068590910830379
63,-9.678028823264478
65,-9.678028823264478
67,-9.678028823264478
69,-9.678028823264478
71,-8.984881642704533
76,-9.678028823264478
77,-9.678028823264478
79,-9.678028823264478
80,-9.678028823264478
82,-9.678028823264478
91,-9.678028823264478
95,-9.678028823264478
96,-8.984881642704533
99,-9.678028823264478
102,-9.678028823264478
116,-8.984881642704533
141,-9.678028823264478
151,-8.984881642704533
160,-9.678028823264478
199,-9.678028823264478
204,-9.678028823264478
225,-8.984881642704533
608,-9.678028823264478
