Degree,Log(Probability)
2,-1.8207470061013074
3,-1.7248428256855164
4,-1.89020684000627
5,-2.211291305447266
6,-2.4741708346434055
7,-2.7657689960159435
8,-3.047489798951225
9,-3.2584493339327087
10,-3.509501673363995
11,-3.7846835830515446
12,-3.9067459483273024
13,-4.1298894996415125
14,-4.490330926375721
15,-4.610475238217784
16,-4.877103901471733
17,-5.037446551546912
18,-5.128418329752639
19,-5.215429706742269
20,-5.667414830485326
21,-5.667414830485326
22,-5.948317215951729
23,-6.062727567129473
24,-6.093499225796227
25,-6.468192675237637
26,-6.51471269087253
27,-6.786646406356172
28,-6.668863370699788
29,-6.668863370699788
30,-6.920177798980694
31,-6.994285771134416
32,-7.767475659367898
33,-7.613324979540639
34,-7.256650035601907
35,-7.479793586916117
36,-8.866087948036007
37,-8.866087948036007
38,-8.460622839927844
39,-8.866087948036007
40,-8.172940767476062
41,-9.559235128595953
42,-9.559235128595953
43,-9.559235128595953
44,-9.559235128595953
45,-8.460622839927844
47,-8.866087948036007
48,-9.559235128595953
51,-8.866087948036007
54,-8.460622839927844
55,-9.559235128595953
57,-9.559235128595953
59,-9.559235128595953
60,-8.866087948036007
61,-9.559235128595953
63,-9.559235128595953
65,-9.559235128595953
66,-9.559235128595953
68,-9.559235128595953
69,-9.559235128595953
74,-8.460622839927844
75,-9.559235128595953
76,-9.559235128595953
77,-8.866087948036007
78,-9.559235128595953
79,-8.866087948036007
81,-8.866087948036007
83,-9.559235128595953
84,-9.559235128595953
85,-9.559235128595953
87,-9.559235128595953
88,-9.559235128595953
89,-8.866087948036007
90,-8.866087948036007
91,-9.559235128595953
92,-9.559235128595953
93,-9.559235128595953
95,-9.559235128595953
96,-9.559235128595953
97,-9.559235128595953
100,-9.559235128595953
102,-9.559235128595953
103,-9.559235128595953
104,-9.559235128595953
105,-9.559235128595953
107,-9.559235128595953
111,-9.559235128595953
113,-9.559235128595953
119,-8.866087948036007
124,-9.559235128595953
130,-9.559235128595953
134,-8.866087948036007
137,-9.559235128595953
140,-9.559235128595953
272,-9.559235128595953
