Degree,Log(Probability)
2,-1.740650015267532
3,-1.693252883533954
4,-1.9261758176625443
5,-2.1941333847665465
6,-2.5016875313703286
7,-2.7095993880890394
8,-3.156613499110076
9,-3.2569362207379453
10,-3.686560164322845
11,-3.783802711878224
12,-4.09589374920893
13,-4.259781604314047
14,-4.415074488720082
15,-4.732528719505533
16,-4.980708348981068
17,-5.182945215475963
18,-5.0238805208462765
19,-5.311562593298057
20,-5.605802066295998
21,-5.6880401645329695
22,-5.876092396035909
23,-5.8421908443602275
24,-5.985291688000901
25,-6.410174881966167
26,-6.353016468126218
27,-6.758481576234383
28,-6.845492953224013
29,-6.604330896407125
30,-7.163946684342547
31,-6.678438868560846
32,-8.550241045462437
33,-7.163946684342547
34,-8.550241045462437
35,-7.451628756794328
36,-8.144775937354273
38,-9.243388226022383
39,-8.550241045462437
40,-8.550241045462437
41,-9.243388226022383
43,-8.550241045462437
44,-8.550241045462437
45,-8.550241045462437
46,-8.550241045462437
48,-8.550241045462437
49,-8.550241045462437
50,-8.550241045462437
54,-9.243388226022383
55,-9.243388226022383
56,-9.243388226022383
59,-9.243388226022383
66,-9.243388226022383
68,-9.243388226022383
75,-8.550241045462437
80,-9.243388226022383
81,-9.243388226022383
88,-9.243388226022383
92,-9.243388226022383
94,-9.243388226022383
103,-9.243388226022383
107,-9.243388226022383
115,-9.243388226022383
124,-9.243388226022383
142,-9.243388226022383
154,-9.243388226022383
156,-9.243388226022383
169,-9.243388226022383
188,-9.243388226022383
245,-9.243388226022383
