Degree,Log(Probability)
2,-1.7818141490099597
3,-1.6961502910659936
4,-1.9228358097132683
5,-2.146953439788409
6,-2.478349249241841
7,-2.769556885657661
8,-3.048198213457293
9,-3.3035206631357377
10,-3.567952467967585
11,-3.9062200372074725
12,-4.066152599107948
13,-4.238925791033208
14,-4.5149798254898705
15,-4.612025614639341
16,-4.923339291624399
17,-5.103923228519813
18,-5.298823567520627
19,-5.179635050255509
20,-5.8181238182775905
21,-5.776451121877022
22,-5.625220152153099
23,-5.884081786069388
24,-6.410174881966167
25,-6.532777204058499
26,-6.267074038325494
27,-6.490217589639704
28,-6.672539146433658
29,-7.02921409037239
30,-6.835058075931433
31,-7.183364770199649
32,-7.588829878307813
33,-7.47104684265143
34,-7.7223612709323355
35,-7.7223612709323355
36,-8.56965913131954
37,-8.975124239427704
38,-7.876511950759594
39,-8.56965913131954
40,-8.05883350755355
41,-8.975124239427704
42,-8.281977058867758
43,-9.668271419987649
44,-8.281977058867758
45,-8.975124239427704
47,-8.975124239427704
48,-9.668271419987649
49,-9.668271419987649
53,-8.975124239427704
54,-9.668271419987649
56,-8.975124239427704
57,-9.668271419987649
58,-9.668271419987649
60,-8.975124239427704
61,-9.668271419987649
63,-8.975124239427704
64,-8.56965913131954
66,-8.975124239427704
70,-9.668271419987649
72,-9.668271419987649
76,-9.668271419987649
85,-9.668271419987649
86,-8.975124239427704
96,-9.668271419987649
99,-9.668271419987649
102,-8.975124239427704
108,-9.668271419987649
110,-9.668271419987649
111,-9.668271419987649
120,-9.668271419987649
121,-9.668271419987649
127,-9.668271419987649
135,-9.668271419987649
172,-9.668271419987649
199,-9.668271419987649
206,-9.668271419987649
230,-9.668271419987649
246,-9.668271419987649
298,-9.668271419987649
