Degree,Log(Probability)
2,-1.7731536306919327
3,-1.714218095089983
4,-1.8950511483383148
5,-2.1615102106107806
6,-2.449396677544622
7,-2.802689891247539
8,-3.034896507082282
9,-3.3358825451604255
10,-3.449211230467429
11,-3.8283590302582198
12,-4.073661879741139
13,-4.255153905172719
14,-4.58172507081122
15,-4.779335320120265
16,-5.081121998753588
17,-5.069822443499654
18,-5.2543937200276245
19,-5.480921369326075
20,-5.646435807803648
21,-5.607215094650367
22,-5.974939874775684
23,-6.19116298324532
24,-6.157261431569639
25,-6.2262543030565904
26,-6.7252454691755785
27,-6.6140198340653535
28,-6.9935094557702575
29,-7.4790172715519585
30,-6.919401483616536
31,-7.766699344003739
32,-7.255873720237749
33,-8.86531163267185
34,-7.073552163443794
35,-8.172164452111904
36,-7.361234235895575
37,-7.766699344003739
38,-7.949020900797694
39,-7.949020900797694
40,-8.172164452111904
41,-9.558458813231795
42,-7.949020900797694
43,-8.86531163267185
44,-9.558458813231795
45,-8.86531163267185
46,-8.459846524563684
47,-9.558458813231795
48,-8.172164452111904
49,-9.558458813231795
50,-8.86531163267185
51,-9.558458813231795
53,-8.86531163267185
55,-9.558458813231795
58,-9.558458813231795
59,-9.558458813231795
68,-9.558458813231795
71,-9.558458813231795
72,-9.558458813231795
73,-9.558458813231795
80,-9.558458813231795
84,-9.558458813231795
87,-9.558458813231795
88,-9.558458813231795
94,-9.558458813231795
101,-9.558458813231795
102,-9.558458813231795
111,-9.558458813231795
128,-9.558458813231795
150,-8.86531163267185
164,-9.558458813231795
168,-9.558458813231795
181,-9.558458813231795
192,-9.558458813231795
386,-9.558458813231795
