Degree,Log(Probability)
2,-1.7680009853944088
3,-1.6814775918230267
4,-1.9258173584759752
5,-2.1442590417563068
6,-2.467387863203835
7,-2.8236421087770864
8,-3.051792917885028
9,-3.30442922342385
10,-3.640901460045063
11,-3.9807125979317903
12,-3.9349529807823234
13,-4.423660799294695
14,-4.418465982417591
15,-4.6772098653770176
16,-4.821343766960805
17,-5.056183358038206
18,-5.363668057786167
19,-5.215248052667893
20,-5.570282307149165
21,-5.620713160776058
22,-5.896966537404215
23,-5.943486553039109
24,-6.2471689668373305
25,-6.423059633300995
26,-6.636633733599054
27,-6.7367171921560365
28,-7.11620681386094
29,-6.385319305318148
30,-7.483931593986258
31,-6.7367171921560365
32,-8.071718258888376
33,-8.294861810202587
34,-7.6017146296426406
35,-7.735246022267163
36,-7.283260898524106
37,-8.071718258888376
38,-8.071718258888376
40,-8.294861810202587
42,-8.582543882654367
44,-8.988008990762532
45,-8.582543882654367
46,-8.988008990762532
47,-8.582543882654367
49,-8.988008990762532
50,-8.988008990762532
51,-8.582543882654367
53,-9.681156171322476
55,-8.988008990762532
57,-9.681156171322476
59,-8.988008990762532
69,-9.681156171322476
70,-8.988008990762532
71,-9.681156171322476
73,-8.988008990762532
74,-9.681156171322476
78,-9.681156171322476
81,-9.681156171322476
84,-8.988008990762532
91,-9.681156171322476
93,-8.582543882654367
99,-9.681156171322476
106,-9.681156171322476
107,-9.681156171322476
109,-9.681156171322476
112,-9.681156171322476
113,-9.681156171322476
114,-9.681156171322476
115,-9.681156171322476
125,-9.681156171322476
131,-9.681156171322476
133,-9.681156171322476
138,-9.681156171322476
143,-9.681156171322476
170,-9.681156171322476
207,-9.681156171322476
220,-9.681156171322476
295,-9.681156171322476
