Degree,Log(Probability)
2,-1.7712809378845145
3,-1.659522016831512
4,-1.9603821816638478
5,-2.0455399900041544
6,-2.4312024708161393
7,-2.8076800420510515
8,-3.1711809510601836
9,-3.4185891243740243
10,-3.529814759484249
11,-3.7239707739252066
12,-4.060443010546419
13,-4.4171179544851515
14,-5.382198850528739
15,-5.063745119410204
16,-4.689051669968793
17,-4.976733742420574
18,-5.264415814872355
19,-4.976733742420574
20,-6.363028103540465
21,-5.8522024797744745
22,-5.8522024797744745
23,-5.66988092298052
24,-6.075346031088684
25,-5.8522024797744745
26,-6.76849321164863
27,-7.461640392208575
28,-7.461640392208575
29,-7.461640392208575
30,-7.461640392208575
31,-6.76849321164863
32,-6.76849321164863
33,-7.461640392208575
34,-7.461640392208575
37,-7.461640392208575
40,-7.461640392208575
50,-7.461640392208575
