Degree,Log(Probability)
2,-1.7733180413253322
3,-1.707430762396534
4,-1.9125610153978057
5,-2.1321310072211506
6,-2.4959658862819754
7,-2.7731528971489627
8,-3.0275355555316943
9,-3.3333331784665785
10,-3.5559827806475046
11,-3.9358523415667053
12,-4.054538311821681
13,-4.179972494213584
14,-4.662030047803133
15,-4.715682761295453
16,-4.887041013292138
17,-4.896430753641977
18,-5.21606442590036
19,-5.269410406605653
20,-5.688668836846153
21,-5.753207357983724
22,-5.948951935109819
23,-6.00452178626463
24,-6.264032981749715
25,-6.301773309732562
26,-6.726656503697828
27,-6.424375631824894
28,-6.787281125514262
29,-7.161974574955673
30,-7.074963197966044
31,-7.257284754759998
32,-7.362645270417825
33,-7.362645270417825
34,-7.950431935319943
35,-7.257284754759998
36,-7.61395969869873
37,-8.461257559085935
38,-7.950431935319943
39,-8.461257559085935
40,-8.173575486634153
41,-8.866722667194098
42,-8.866722667194098
45,-8.866722667194098
46,-8.173575486634153
47,-8.866722667194098
50,-8.461257559085935
51,-9.559869847754044
54,-9.559869847754044
55,-9.559869847754044
56,-9.559869847754044
59,-9.559869847754044
61,-9.559869847754044
62,-8.866722667194098
65,-9.559869847754044
66,-9.559869847754044
67,-9.559869847754044
68,-9.559869847754044
75,-9.559869847754044
78,-9.559869847754044
84,-9.559869847754044
85,-9.559869847754044
87,-9.559869847754044
98,-9.559869847754044
107,-8.866722667194098
109,-9.559869847754044
113,-9.559869847754044
118,-9.559869847754044
122,-9.559869847754044
129,-9.559869847754044
137,-9.559869847754044
139,-9.559869847754044
145,-9.559869847754044
171,-9.559869847754044
225,-9.559869847754044
370,-9.559869847754044
385,-9.559869847754044
545,-9.559869847754044
