Degree,Log(Probability)
2,-1.735720876333795
3,-1.6418547401017038
4,-1.7811832504105523
5,-2.2571848983048413
6,-2.5324664575581672
7,-2.9135825366560453
8,-3.1188456626924066
9,-3.268785809983321
10,-3.681631025389108
11,-3.904774576703318
12,-4.087096133497273
13,-4.2694176902912275
14,-4.780243314057218
15,-5.185708422165383
16,-5.185708422165383
17,-4.84923618554417
18,-5.542383366104115
19,-5.185708422165383
20,-5.696534045931373
21,-5.878855602725328
22,-6.101999154039538
23,-6.795146334599482
24,-5.185708422165383
25,-5.878855602725328
26,-6.3896812264913185
27,-6.795146334599482
28,-6.3896812264913185
29,-6.795146334599482
30,-7.488293515159428
31,-7.488293515159428
38,-6.795146334599482
39,-6.795146334599482
41,-7.488293515159428
43,-7.488293515159428
