Degree,Log(Probability)
2,-1.787881798473931
3,-1.6817350751044664
4,-1.895742315433842
5,-2.1967233869987015
6,-2.4750543533449885
7,-2.7820328521203583
8,-3.001892328233378
9,-3.3198732833601268
10,-3.557418130917276
11,-3.934712362058744
12,-4.14038128284969
13,-4.180547324575024
14,-4.420220177840445
15,-4.647277628475791
16,-4.89022380708618
17,-5.11336735840039
18,-5.308267697401205
19,-5.518832466508554
20,-5.566841685694915
21,-6.040129390141841
22,-5.670382364635755
23,-6.066797637224002
24,-6.458839725000026
25,-6.345511039693022
26,-6.733276570701785
27,-6.3818786838638975
28,-6.633193112144803
29,-6.84450220581201
30,-7.375130456874181
31,-7.038658220252968
32,-7.038658220252968
33,-7.885956080640171
34,-7.480490972532007
35,-7.731805400812913
36,-7.375130456874181
37,-7.480490972532007
38,-8.984568369308281
39,-8.291421188748336
40,-8.579103261200116
41,-8.579103261200116
42,-9.677715549868227
43,-8.579103261200116
44,-8.984568369308281
45,-9.677715549868227
47,-8.579103261200116
49,-8.291421188748336
50,-8.291421188748336
52,-8.984568369308281
53,-9.677715549868227
54,-8.984568369308281
56,-9.677715549868227
57,-8.984568369308281
58,-8.984568369308281
59,-8.291421188748336
61,-8.579103261200116
62,-9.677715549868227
64,-9.677715549868227
65,-9.677715549868227
66,-9.677715549868227
67,-9.677715549868227
68,-8.984568369308281
69,-9.677715549868227
75,-8.984568369308281
76,-9.677715549868227
80,-9.677715549868227
84,-9.677715549868227
87,-9.677715549868227
88,-9.677715549868227
93,-9.677715549868227
95,-9.677715549868227
102,-8.984568369308281
109,-9.677715549868227
117,-9.677715549868227
120,-9.677715549868227
121,-9.677715549868227
145,-9.677715549868227
