Degree,Log(Probability)
2,-1.7729296046544973
3,-1.6473371850250862
4,-1.8592776317027213
5,-2.189403998271031
6,-2.4396646856746655
7,-2.8079161974423954
8,-3.118693984688826
9,-3.384803571886479
10,-3.7139853752450125
11,-3.9413752174406733
12,-3.962881422661637
13,-4.325786916351006
14,-4.3575356146655855
15,-4.901151061254567
16,-4.747000381427309
17,-5.083472618048522
18,-5.306616169362732
19,-5.393627546352362
20,-5.845612670095419
21,-5.845612670095419
22,-6.405228458030842
23,-5.845612670095419
24,-7.098375638590787
25,-7.098375638590787
26,-5.999763349922677
27,-6.405228458030842
28,-6.405228458030842
29,-7.791522819150732
30,-7.791522819150732
31,-7.098375638590787
32,-6.692910530482623
33,-7.098375638590787
37,-7.791522819150732
38,-7.098375638590787
40,-7.791522819150732
46,-7.791522819150732
