Degree,Log(Probability)
2,-1.7529329436056345
3,-1.7045817610060263
4,-1.8783777442449963
5,-2.1486530620128597
6,-2.4414824149169503
7,-2.7581220432798923
8,-3.085402654711745
9,-3.4212928191395737
10,-3.6593122539043126
11,-3.871533756393941
12,-4.076473401775668
13,-4.397381121855769
14,-4.634130325225758
15,-4.712462168495665
16,-4.983007958704459
17,-5.085137453780838
18,-5.223287792261655
19,-5.355057069892779
20,-5.685911314209768
21,-5.610403761701623
22,-6.00681903428987
23,-6.091376422317933
24,-5.928857492820158
25,-6.573214509210671
26,-6.673297967767653
27,-6.72736518903793
28,-6.784523602877878
29,-7.132830297146094
30,-6.359640408912612
31,-7.132830297146094
32,-7.538295405254258
33,-7.052787589472557
34,-7.825977477706039
35,-8.519124658265985
36,-7.538295405254258
37,-8.519124658265985
38,-8.008299034499993
39,-9.617736946934095
40,-8.519124658265985
41,-9.617736946934095
42,-9.617736946934095
43,-8.92458976637415
45,-8.231442585814204
46,-9.617736946934095
47,-9.617736946934095
48,-9.617736946934095
49,-8.92458976637415
50,-8.519124658265985
53,-9.617736946934095
54,-9.617736946934095
58,-8.92458976637415
59,-8.92458976637415
62,-9.617736946934095
67,-9.617736946934095
71,-9.617736946934095
74,-8.92458976637415
88,-9.617736946934095
92,-9.617736946934095
98,-9.617736946934095
99,-9.617736946934095
100,-9.617736946934095
104,-9.617736946934095
115,-8.92458976637415
116,-9.617736946934095
123,-9.617736946934095
157,-9.617736946934095
158,-9.617736946934095
170,-9.617736946934095
195,-9.617736946934095
220,-9.617736946934095
