Degree,Log(Probability)
2,-1.7707228263165744
3,-1.7129298183220427
4,-1.9329173287728276
5,-2.2086232101778926
6,-2.4199323038450995
7,-2.749190803142621
8,-3.0981091449461795
9,-3.25028060591853
10,-3.593697314892554
11,-3.9194950202668473
12,-3.909410901200221
13,-4.3317398153603905
14,-4.405847787514112
15,-4.633120732170333
16,-4.8824666558785665
17,-4.965463575449535
18,-5.1555071783374
19,-5.333188355574852
20,-5.602521289358436
21,-5.803191984820588
22,-5.9209750204769716
23,-6.026335536134797
24,-6.208657092928752
25,-6.144118571791181
26,-6.474360258661758
27,-6.242558644604434
28,-6.719482716694743
29,-7.3072693815968615
30,-6.776641130534691
31,-7.211959201792537
32,-7.530412932911071
33,-7.211959201792537
34,-7.663944325535594
35,-7.818095005362853
36,-7.530412932911071
37,-8.916707294030962
38,-8.511242185922798
39,-8.916707294030962
40,-7.818095005362853
41,-9.609854474590907
42,-7.818095005362853
43,-8.916707294030962
44,-8.916707294030962
45,-8.511242185922798
46,-8.511242185922798
47,-9.609854474590907
48,-9.609854474590907
49,-9.609854474590907
51,-9.609854474590907
52,-9.609854474590907
53,-9.609854474590907
56,-8.916707294030962
57,-9.609854474590907
61,-9.609854474590907
65,-8.916707294030962
67,-9.609854474590907
70,-9.609854474590907
75,-9.609854474590907
78,-9.609854474590907
82,-9.609854474590907
84,-9.609854474590907
86,-9.609854474590907
100,-9.609854474590907
107,-9.609854474590907
114,-8.916707294030962
120,-8.916707294030962
127,-9.609854474590907
134,-9.609854474590907
135,-9.609854474590907
136,-9.609854474590907
151,-9.609854474590907
154,-8.916707294030962
163,-9.609854474590907
169,-9.609854474590907
172,-8.916707294030962
254,-9.609854474590907
290,-9.609854474590907
