Degree,Log(Probability)
2,-1.7899950223653478
3,-1.6950454989595702
4,-1.898838409268494
5,-2.198549958577288
6,-2.4652338841892956
7,-2.6992589356910393
8,-3.060319851573026
9,-3.26904663263676
10,-3.63935372536555
11,-3.900318409478618
12,-4.05750399300103
13,-4.223784682420697
14,-4.5612624495439285
15,-4.665059243225572
16,-4.863129156987666
17,-5.199601393608879
18,-5.199601393608879
19,-5.71042701737487
20,-5.528105460580915
21,-5.8282100530312535
22,-6.051353604345463
23,-5.879503347418804
24,-6.115892125483034
25,-6.258992969123708
26,-6.683876163088973
27,-6.426047053786873
28,-6.683876163088973
29,-6.521357233591198
30,-6.626717749249025
31,-7.725330037917135
32,-7.437647965465353
33,-7.119194234346819
34,-7.032182857357189
35,-8.41847721847708
36,-7.725330037917135
37,-7.725330037917135
38,-7.571179358089876
39,-7.725330037917135
40,-8.41847721847708
41,-9.51708950714519
42,-8.41847721847708
44,-9.51708950714519
45,-9.51708950714519
46,-9.51708950714519
47,-9.51708950714519
48,-8.41847721847708
49,-8.823942326585245
50,-8.41847721847708
55,-9.51708950714519
56,-9.51708950714519
57,-8.823942326585245
63,-8.823942326585245
68,-9.51708950714519
69,-9.51708950714519
70,-9.51708950714519
74,-8.823942326585245
77,-8.823942326585245
84,-9.51708950714519
87,-9.51708950714519
88,-9.51708950714519
94,-9.51708950714519
95,-8.41847721847708
110,-9.51708950714519
126,-9.51708950714519
159,-9.51708950714519
167,-9.51708950714519
200,-9.51708950714519
219,-9.51708950714519
