Degree,Log(Probability)
2,-1.77452111892914
3,-1.7256552516672006
4,-1.9132899139389246
5,-2.1375756698319113
6,-2.471650781853403
7,-2.7442830653011847
8,-3.0187750818947965
9,-3.3264253125836265
10,-3.5936795623453097
11,-3.8748469537758967
12,-4.083485818887225
13,-4.2250493832090115
14,-4.621340115041135
15,-4.663304314140167
16,-4.904466370957055
17,-5.198227489485218
18,-5.356451494700112
19,-5.27421339646314
20,-5.5274092928437515
21,-5.776305340260376
22,-6.021427798293361
23,-6.108439175282991
24,-6.170959532264325
25,-6.272742226574267
26,-6.60921446319548
27,-6.714574978853307
28,-6.771733392693255
29,-6.660507757583031
30,-6.771733392693255
31,-6.660507757583031
32,-6.83235801450969
33,-6.896896535647261
34,-7.407722159413252
35,-7.407722159413252
36,-7.995508824315371
37,-8.218652375629581
38,-7.659036587694158
39,-8.506334448081361
40,-7.995508824315371
41,-8.911799556189527
42,-8.911799556189527
43,-8.506334448081361
44,-8.506334448081361
45,-9.604946736749472
47,-9.604946736749472
48,-9.604946736749472
49,-8.911799556189527
50,-8.911799556189527
51,-9.604946736749472
53,-9.604946736749472
54,-8.911799556189527
55,-9.604946736749472
56,-9.604946736749472
57,-9.604946736749472
58,-9.604946736749472
59,-9.604946736749472
62,-9.604946736749472
65,-9.604946736749472
69,-9.604946736749472
71,-9.604946736749472
79,-9.604946736749472
80,-9.604946736749472
83,-8.911799556189527
86,-9.604946736749472
88,-9.604946736749472
90,-9.604946736749472
92,-8.911799556189527
100,-9.604946736749472
101,-8.911799556189527
104,-9.604946736749472
111,-9.604946736749472
134,-9.604946736749472
140,-9.604946736749472
141,-9.604946736749472
218,-9.604946736749472
281,-9.604946736749472
295,-9.604946736749472
313,-9.604946736749472
629,-9.604946736749472
