Degree,Log(Probability)
2,-1.7813385332397962
3,-1.7057222437120256
4,-1.9033169601262823
5,-2.1366473567474853
6,-2.508552268363348
7,-2.7658961527541854
8,-3.0718878374013023
9,-3.2932214334702725
10,-3.5082604829725432
11,-3.875238158094862
12,-4.123782501501952
13,-4.300311737591403
14,-4.558723427743071
15,-4.688598509164483
16,-4.954619084835084
17,-5.165928178502291
18,-5.264774013138924
19,-5.277846094706277
20,-5.481445049947516
21,-5.758431833282549
22,-5.6382875214404855
23,-5.801916945222287
24,-6.174592230507462
25,-6.664140455826167
26,-6.241283605006133
27,-7.043630077531071
28,-6.900529233890397
29,-6.900529233890397
30,-6.350482896971125
31,-6.969522105377349
32,-7.6626692859372945
33,-7.123672785204607
34,-7.999141522558507
35,-7.999141522558507
36,-7.8168199657645525
37,-7.8168199657645525
38,-7.8168199657645525
39,-8.222285073872717
40,-8.915432254432663
41,-7.8168199657645525
42,-8.509967146324497
43,-9.608579434992608
45,-8.915432254432663
46,-8.915432254432663
47,-9.608579434992608
50,-8.915432254432663
51,-9.608579434992608
53,-9.608579434992608
54,-9.608579434992608
55,-8.915432254432663
57,-9.608579434992608
60,-9.608579434992608
64,-9.608579434992608
65,-9.608579434992608
66,-9.608579434992608
67,-8.915432254432663
69,-9.608579434992608
71,-9.608579434992608
73,-9.608579434992608
75,-9.608579434992608
79,-9.608579434992608
80,-9.608579434992608
85,-9.608579434992608
87,-9.608579434992608
98,-9.608579434992608
101,-9.608579434992608
122,-9.608579434992608
123,-9.608579434992608
131,-9.608579434992608
141,-9.608579434992608
144,-9.608579434992608
152,-9.608579434992608
161,-9.608579434992608
165,-9.608579434992608
175,-9.608579434992608
176,-9.608579434992608
208,-8.915432254432663
221,-9.608579434992608
325,-9.608579434992608
