Degree,Log(Probability)
2,-1.7607866100643281
3,-1.6867343777172035
4,-1.9253962687472443
5,-2.1867490853789784
6,-2.4496511288322727
7,-2.7788461017822197
8,-3.0249289440426828
9,-3.3812093328372157
10,-3.6333694271304653
11,-3.769078679055001
12,-4.000248541243439
13,-4.321453305733864
14,-4.6125080626642845
15,-4.682466651271194
16,-4.984747523144128
17,-4.918372454199256
18,-5.1438122177738155
19,-5.4050277170374335
20,-5.5843686456932495
21,-5.697697331000253
22,-5.9721341767020135
23,-6.026201397972289
24,-6.054372274938985
25,-6.4742261204992495
26,-6.31388347042407
27,-6.837131614188618
28,-7.530278794748563
29,-6.97066300681314
30,-7.41249575909218
31,-7.307135243434353
32,-7.530278794748563
33,-7.41249575909218
34,-7.663810187373086
35,-8.0002824239943
36,-8.51110804776029
37,-7.2118250636300285
38,-8.916573155868454
39,-8.223425975308508
40,-8.51110804776029
41,-7.817960867200344
42,-7.663810187373086
43,-8.223425975308508
44,-9.6097203364284
45,-8.916573155868454
46,-8.0002824239943
47,-8.916573155868454
48,-8.51110804776029
49,-9.6097203364284
50,-9.6097203364284
51,-8.51110804776029
52,-9.6097203364284
54,-8.916573155868454
55,-9.6097203364284
56,-9.6097203364284
58,-9.6097203364284
65,-9.6097203364284
66,-9.6097203364284
68,-9.6097203364284
75,-9.6097203364284
83,-9.6097203364284
84,-9.6097203364284
86,-9.6097203364284
88,-9.6097203364284
93,-9.6097203364284
95,-9.6097203364284
97,-9.6097203364284
121,-8.916573155868454
131,-9.6097203364284
161,-9.6097203364284
223,-9.6097203364284
244,-9.6097203364284
260,-9.6097203364284
293,-9.6097203364284
