  2452072.60813   14.944    0.006
  2452072.61948   14.948    0.006
  2452072.62808   14.941    0.006
  2452072.63669   14.938    0.006
  2452072.65214   14.942    0.006
  2452072.66075   14.940    0.006
  2452072.66940   14.939    0.006
  2452072.67807   14.938    0.004
  2452072.68670   14.950    0.006
  2452072.69536   14.947    0.006
  2452072.70463   14.937    0.006
  2452072.72545   14.942    0.006
  2452072.73409   14.941    0.004
  2452072.74270   14.941    0.006
  2452072.75131   14.938    0.004
  2452072.75992   14.942    0.006
  2452072.76854   14.943    0.006
  2452072.77757   14.934    0.006
  2452072.78619   14.941    0.006
  2452072.79478   14.945    0.006
  2452072.80341   14.940    0.006
  2452072.81204   14.943    0.006
  2452072.82065   14.948    0.006
  2452072.83019   14.946    0.006
  2452072.83909   14.948    0.006
  2452072.84818   14.946    0.006
  2452072.85906   14.944    0.006
  2452072.86764   14.945    0.006
  2452072.87625   14.941    0.006
  2452072.89043   14.935    0.006
  2452072.89901   14.949    0.006
  2452072.90758   14.947    0.006
  2452073.59481   14.941    0.006
  2452073.60345   14.939    0.006
  2452073.61203   14.932    0.004
  2452073.62065   14.942    0.004
  2452073.62927   14.935    0.004
  2452073.63788   14.928    0.004
  2452073.64666   14.939    0.004
  2452073.65531   14.938    0.004
  2452073.66392   14.942    0.004
  2452073.67476   14.937    0.004
  2452073.68338   14.939    0.004
  2452073.69205   14.937    0.006
  2452073.70065   14.936    0.004
  2452073.70929   14.935    0.004
  2452073.71793   14.938    0.004
  2452073.72741   14.940    0.004
  2452073.73599   14.939    0.006
  2452073.74457   14.942    0.004
  2452073.75315   14.938    0.004
  2452073.76176   14.943    0.006
  2452073.77035   14.938    0.004
  2452073.78361   14.939    0.004
  2452073.79221   14.941    0.004
  2452073.82208   14.945    0.006
  2452073.83106   14.943    0.006
  2452073.84627   14.937    0.004
  2452073.85487   14.945    0.004
  2452073.86348   14.935    0.004
  2452073.87206   14.941    0.004
  2452073.88066   14.939    0.004
  2452073.89417   14.941    0.004
  2452073.90273   14.950    0.004
  2452073.91133   14.944    0.004
  2452074.57341   14.947    0.006
  2452074.58204   14.935    0.004
  2452074.59067   14.944    0.006
  2452074.59929   14.940    0.006
  2452074.60790   14.941    0.006
  2452074.61656   14.943    0.006
  2452074.62566   14.943    0.006
  2452074.63427   14.937    0.006
  2452074.64289   14.947    0.006
  2452074.65149   14.940    0.006
  2452074.66011   14.942    0.006
  2452074.67760   14.943    0.006
  2452074.69996   14.945    0.006
  2452074.70863   14.944    0.006
  2452074.71724   14.944    0.006
  2452074.72848   14.938    0.004
  2452074.73707   14.941    0.006
  2452074.76083   14.939    0.006
  2452074.78664   14.944    0.006
  2452074.79650   14.939    0.006
  2452074.80510   14.943    0.006
  2452074.81394   14.949    0.006
  2452074.82256   14.944    0.006
  2452074.83117   14.938    0.004
  2452074.83978   14.937    0.006
  2452074.84840   14.941    0.004
  2452074.85699   14.945    0.004
  2452074.86605   14.945    0.004
  2452074.87460   14.948    0.006
  2452074.88319   14.945    0.006
  2452074.89183   14.944    0.006
  2452074.90046   14.940    0.006
  2452074.90905   14.938    0.006
  2452075.60820   14.943    0.006
  2452075.61680   14.942    0.006
  2452075.62539   14.935    0.006
  2452075.63403   14.941    0.006
  2452075.64264   14.943    0.006
  2452075.67087   14.944    0.006
  2452075.67947   14.943    0.006
  2452075.68807   14.938    0.006
  2452075.69674   14.943    0.006
  2452075.70534   14.948    0.006
  2452075.71436   14.950    0.006
  2452075.72360   14.941    0.006
  2452075.73220   14.943    0.006
  2452075.74080   14.943    0.006
  2452075.76760   14.944    0.006
  2452075.77619   14.938    0.006
  2452075.78477   14.942    0.006
  2452075.79365   14.942    0.006
  2452075.80226   14.934    0.006
  2452075.81086   14.937    0.006
  2452075.81946   14.937    0.006
  2452075.82805   14.945    0.006
  2452075.84070   14.946    0.006
  2452075.84929   14.941    0.006
  2452075.85790   14.950    0.006
  2452075.86650   14.950    0.006
  2452075.87510   14.945    0.006
  2452075.88364   14.942    0.006
  2452075.89256   14.941    0.006
  2452076.68671   14.940    0.006
  2452076.69532   14.935    0.006
  2452076.70396   14.940    0.006
  2452076.71257   14.939    0.006
  2452076.72734   14.930    0.006
  2452076.73613   14.939    0.006
  2452076.74494   14.943    0.007
  2452076.75368   14.942    0.006
  2452076.76245   14.941    0.006
  2452076.77125   14.939    0.006
  2452076.78711   14.936    0.006
  2452076.79852   14.942    0.006
  2452076.81120   14.949    0.006
  2452076.82370   14.940    0.006
  2452076.83245   14.942    0.006
  2452076.84118   14.943    0.006
  2452076.84991   14.948    0.006
  2452076.85866   14.935    0.006
  2452076.86741   14.942    0.006
  2452076.87671   14.946    0.006
  2452076.88543   14.942    0.006
  2452077.58337   14.935    0.006
  2452077.60399   14.939    0.006
  2452077.61467   14.942    0.006
  2452077.62559   14.939    0.006
  2452077.63434   14.941    0.006
  2452077.64726   14.943    0.004
  2452077.65601   14.946    0.004
  2452077.66475   14.939    0.004
  2452077.67350   14.941    0.004
  2452077.68568   14.935    0.004
  2452077.69444   14.945    0.004
  2452077.70322   14.945    0.006
  2452077.71199   14.943    0.006
