5376.62611 13.760 0.003
5376.63884 13.760 0.003
5376.65245 13.759 0.003
5376.66509 13.759 0.003
5376.67973 13.762 0.003
5376.69289 13.762 0.003
5376.70595 13.756 0.003
5376.71870 13.766 0.003
5376.73108 13.762 0.003
5376.74421 13.764 0.003
5376.75706 13.764 0.003
5376.76991 13.767 0.003
5376.78250 13.765 0.003
5376.79523 13.764 0.003
5376.80805 13.763 0.003
5376.82069 13.757 0.003
5376.83323 13.759 0.003
5376.84598 13.764 0.003
5376.85861 13.763 0.003
5376.87112 13.754 0.003
5377.51471 13.767 0.003
5377.52797 13.765 0.003
5377.54077 13.764 0.003
5377.55672 13.761 0.003
5377.57079 13.763 0.003
5377.58530 13.759 0.003
5377.59804 13.764 0.003
5377.61073 13.761 0.003
5377.62348 13.763 0.003
5377.64441 13.766 0.003
5377.66422 13.762 0.003
5377.67879 13.765 0.003
5377.69706 13.761 0.003
5377.71007 13.763 0.003
5377.72774 13.765 0.003
5377.74063 13.764 0.003
5377.75313 13.768 0.003
5377.77074 13.762 0.003
5377.78335 13.765 0.003
5377.79583 13.766 0.003
5377.80847 13.766 0.003
5377.82104 13.758 0.003
5377.83401 13.768 0.003
5377.84668 13.760 0.003
5377.85922 13.763 0.003
5378.48834 13.764 0.003
5378.50287 13.764 0.003
5378.51700 13.755 0.003
5378.53079 13.760 0.003
5378.54450 13.763 0.003
5378.55864 13.760 0.003
5378.57252 13.761 0.003
5378.58659 13.760 0.003
5378.60084 13.758 0.003
5378.61488 13.761 0.003
5378.62918 13.763 0.003
5378.64332 13.757 0.003
5378.65908 13.756 0.003
5378.67491 13.759 0.003
5378.68918 13.759 0.003
5378.70367 13.759 0.003
5378.71815 13.758 0.003
5378.73106 13.761 0.003
5378.74386 13.763 0.003
5378.75647 13.758 0.003
5378.76910 13.761 0.003
5378.78199 13.760 0.003
5378.79500 13.759 0.003
5378.80758 13.759 0.003
5378.82023 13.759 0.003
5378.83486 13.762 0.003
5378.84752 13.760 0.003
5378.86016 13.757 0.003
5378.87257 13.758 0.003
5379.48641 13.752 0.003
5379.49900 13.752 0.003
5379.51160 13.752 0.003
5379.52435 13.755 0.003
5379.53835 13.751 0.003
5379.55269 13.753 0.003
5379.56700 13.751 0.003
5379.58126 13.752 0.003
5379.59509 13.753 0.003
5379.60906 13.753 0.003
5379.62322 13.754 0.003
5379.63789 13.752 0.003
5379.65281 13.752 0.003
5379.66733 13.752 0.003
5379.68162 13.754 0.003
5379.69596 13.755 0.003
5379.71019 13.755 0.003
5379.72430 13.757 0.003
5379.73830 13.759 0.003
5379.75089 13.761 0.003
5379.76342 13.757 0.003
5379.77592 13.760 0.003
5379.78849 13.754 0.003
5379.80128 13.753 0.003
5379.81385 13.754 0.003
5379.82629 13.756 0.003
5379.83936 13.754 0.003
5379.85196 13.755 0.003
5379.86731 13.753 0.003
5380.49787 13.754 0.003
5380.51041 13.752 0.003
5380.52310 13.752 0.003
5380.53571 13.757 0.003
5380.54955 13.758 0.003
5380.56359 13.756 0.003
5380.57757 13.753 0.003
5380.59147 13.754 0.003
5380.60540 13.753 0.003
5380.61934 13.755 0.003
5380.63337 13.757 0.003
5380.64767 13.751 0.003
5380.66335 13.756 0.003
5380.67831 13.754 0.003
5380.69246 13.753 0.003
5380.70597 13.754 0.003
5380.71889 13.756 0.003
5380.73158 13.756 0.003
5380.74435 13.756 0.003
5380.75711 13.757 0.003
5380.76961 13.752 0.003
5380.78233 13.756 0.003
5380.79497 13.753 0.003
5380.80771 13.756 0.003
5380.82030 13.756 0.003
5380.83286 13.753 0.003
5380.84572 13.753 0.003
5381.51964 13.753 0.003
5381.53261 13.744 0.003
5381.54522 13.749 0.003
5381.55773 13.747 0.003
5381.57017 13.753 0.003
5381.58274 13.747 0.003
5381.59552 13.746 0.003
5381.61033 13.744 0.003
5381.64153 13.746 0.003
5381.65465 13.749 0.003
5381.66891 13.748 0.003
