  2452072.60390   15.298    0.007
  2452072.61385   15.300    0.006
  2452072.62520   15.312    0.006
  2452072.63380   15.299    0.006
  2452072.64243   15.302    0.006
  2452072.65786   15.315    0.006
  2452072.66651   15.311    0.006
  2452072.67516   15.314    0.006
  2452072.68381   15.318    0.006
  2452072.69247   15.315    0.006
  2452072.70112   15.313    0.006
  2452072.73121   15.297    0.006
  2452072.74842   15.302    0.006
  2452072.75703   15.291    0.006
  2452072.76565   15.298    0.006
  2452072.77427   15.303    0.006
  2452072.78329   15.302    0.006
  2452072.79189   15.293    0.006
  2452072.80052   15.295    0.006
  2452072.80915   15.299    0.006
  2452072.81776   15.297    0.006
  2452072.82639   15.310    0.006
  2452072.83592   15.294    0.006
  2452072.84479   15.300    0.006
  2452072.85392   15.305    0.006
  2452072.86477   15.294    0.006
  2452072.87336   15.296    0.006
  2452072.88731   15.298    0.007
  2452072.89614   15.305    0.007
  2452072.90474   15.311    0.007
  2452072.91329   15.297    0.007
  2452073.58520   15.316    0.006
  2452073.60056   15.299    0.006
  2452073.60916   15.310    0.006
  2452073.61777   15.312    0.006
  2452073.62639   15.309    0.006
  2452073.63500   15.309    0.006
  2452073.64361   15.298    0.006
  2452073.65242   15.302    0.006
  2452073.66102   15.305    0.004
  2452073.68050   15.302    0.006
  2452073.68916   15.300    0.006
  2452073.69778   15.304    0.006
  2452073.70640   15.295    0.006
  2452073.71505   15.306    0.006
  2452073.72367   15.297    0.006
  2452073.74170   15.305    0.006
  2452073.75026   15.307    0.006
  2452073.75886   15.308    0.006
  2452073.76745   15.302    0.006
  2452073.77607   15.302    0.006
  2452073.78931   15.286    0.006
  2452073.81198   15.304    0.006
  2452073.82778   15.294    0.006
  2452073.83681   15.307    0.007
  2452073.85200   15.309    0.006
  2452073.86058   15.313    0.006
  2452073.86917   15.310    0.006
  2452073.87777   15.314    0.006
  2452073.88637   15.312    0.006
  2452073.89988   15.313    0.006
  2452073.90844   15.327    0.006
  2452074.57918   15.299    0.006
  2452074.58778   15.297    0.006
  2452074.59640   15.304    0.006
  2452074.60501   15.303    0.006
  2452074.61365   15.297    0.006
  2452074.62228   15.299    0.006
  2452074.63139   15.300    0.007
  2452074.64000   15.292    0.007
  2452074.64859   15.297    0.006
  2452074.65720   15.304    0.007
  2452074.66587   15.308    0.006
  2452074.67452   15.307    0.006
  2452074.68339   15.300    0.006
  2452074.70572   15.300    0.006
  2452074.71438   15.302    0.006
  2452074.72503   15.305    0.006
  2452074.73419   15.298    0.006
  2452074.74277   15.294    0.006
  2452074.76654   15.298    0.006
  2452074.77515   15.302    0.006
  2452074.78375   15.308    0.007
  2452074.79234   15.297    0.007
  2452074.80221   15.301    0.006
  2452074.81086   15.296    0.006
  2452074.81967   15.306    0.006
  2452074.82828   15.287    0.006
  2452074.83689   15.298    0.007
  2452074.84551   15.302    0.006
  2452074.85412   15.309    0.006
  2452074.86272   15.299    0.006
  2452074.87175   15.303    0.006
  2452074.88896   15.294    0.006
  2452074.89756   15.298    0.006
  2452074.90619   15.305    0.006
  2452074.91218   15.300    0.006
  2452075.61394   15.295    0.007
  2452075.62251   15.295    0.006
  2452075.63115   15.292    0.006
  2452075.63976   15.289    0.007
  2452075.65359   15.297    0.007
  2452075.66800   15.300    0.007
  2452075.67660   15.301    0.006
  2452075.68520   15.294    0.006
  2452075.69384   15.291    0.006
  2452075.70244   15.307    0.006
  2452075.71108   15.305    0.006
  2452075.72012   15.307    0.006
  2452075.72935   15.304    0.006
  2452075.73794   15.296    0.006
  2452075.74651   15.294    0.007
  2452075.77331   15.292    0.007
  2452075.78191   15.302    0.007
  2452075.79051   15.303    0.007
  2452075.79939   15.301    0.007
  2452075.81659   15.297    0.007
  2452075.82519   15.296    0.006
  2452075.83376   15.302    0.007
  2452075.84641   15.300    0.006
  2452075.85504   15.300    0.006
  2452075.86365   15.297    0.007
  2452075.87222   15.304    0.007
  2452075.88079   15.290    0.006
  2452075.88938   15.288    0.006
  2452075.89828   15.311    0.008
  2452076.69245   15.291    0.007
  2452076.70107   15.303    0.007
  2452076.70970   15.302    0.007
  2452076.72323   15.291    0.006
  2452076.73320   15.292    0.006
  2452076.74201   15.297    0.007
  2452076.75076   15.294    0.007
  2452076.75951   15.300    0.006
  2452076.76829   15.300    0.006
  2452076.77706   15.298    0.007
  2452076.79295   15.297    0.006
  2452076.80430   15.298    0.006
  2452076.82955   15.298    0.006
  2452076.83824   15.292    0.006
  2452076.84700   15.292    0.007
  2452076.85575   15.298    0.007
  2452076.86447   15.302    0.007
  2452076.87323   15.296    0.007
  2452076.88252   15.300    0.007
  2452076.89126   15.299    0.007
  2452077.58922   15.300    0.007
  2452077.60982   15.295    0.007
  2452077.62049   15.297    0.006
  2452077.63143   15.302    0.006
  2452077.64017   15.294    0.006
  2452077.65307   15.293    0.006
  2452077.66182   15.293    0.006
  2452077.67057   15.298    0.006
  2452077.67930   15.302    0.006
  2452077.69151   15.301    0.006
  2452077.70029   15.294    0.006
  2452077.70908   15.300    0.006
  2452077.71782   15.303    0.006
  2452077.72654   15.296    0.006
  2452077.73531   15.293    0.006
  2452077.74510   15.301    0.006
  2452077.75387   15.303    0.006
  2452077.76266   15.301    0.006
  2452077.77141   15.292    0.006
  2452077.78014   15.304    0.006
  2452077.79228   15.294    0.006
  2452077.80099   15.293    0.006
  2452077.80975   15.304    0.006
  2452077.81850   15.296    0.006
  2452077.82727   15.290    0.006
  2452077.83604   15.314    0.007
  2452077.84513   15.293    0.007
  2452077.85388   15.300    0.007
  2452077.86264   15.300    0.007
  2452077.87136   15.309    0.007
  2452077.88007   15.304    0.007
  2452077.88880   15.296    0.007
  2452077.89782   15.303    0.007
  2452077.90658   15.291    0.007
  2452078.59509   15.295    0.006
  2452078.60384   15.295    0.007
  2452078.61259   15.300    0.006
  2452078.62139   15.299    0.006
  2452078.63011   15.294    0.006
  2452078.63891   15.297    0.006
  2452078.65927   15.299    0.006
  2452078.66802   15.293    0.006
  2452078.67676   15.303    0.006
  2452078.68554   15.302    0.006
  2452078.69429   15.300    0.006
  2452078.70303   15.291    0.006
  2452078.71269   15.304    0.006
  2452078.72163   15.305    0.006
  2452078.73035   15.308    0.006
  2452078.73908   15.307    0.006
  2452078.74782   15.311    0.006
  2452078.75655   15.305    0.006
  2452078.77392   15.299    0.006
  2452078.78848   15.291    0.006
  2452078.79727   15.300    0.006
  2452078.80601   15.292    0.006
  2452078.81477   15.300    0.006
  2452078.84082   15.299    0.006
  2452078.84959   15.300    0.007
  2452078.86785   15.300    0.007
  2452078.87656   15.302    0.007
  2452078.88532   15.300    0.007
  2452079.62512   15.304    0.007
  2452079.63390   15.305    0.007
  2452079.64265   15.300    0.007
  2452079.65141   15.300    0.006
  2452079.66016   15.306    0.006
  2452079.66894   15.291    0.006
  2452079.67873   15.296    0.006
  2452079.68748   15.298    0.006
  2452079.69620   15.304    0.006
  2452079.70492   15.300    0.006
  2452079.71368   15.293    0.006
  2452079.72241   15.310    0.006
  2452079.73656   15.301    0.006
  2452079.74531   15.301    0.006
  2452079.75405   15.310    0.006
  2452079.76278   15.297    0.006
  2452079.77152   15.291    0.006
  2452079.78683   15.301    0.006
  2452079.79892   15.302    0.006
  2452079.80769   15.304    0.007
  2452079.81764   15.300    0.007
  2452080.55851   15.293    0.006
  2452080.57293   15.298    0.006
  2452080.58163   15.288    0.006
  2452080.59038   15.298    0.006
  2452080.59911   15.294    0.006
  2452080.60783   15.293    0.006
  2452080.61658   15.290    0.006
  2452080.63130   15.299    0.006
  2452080.64006   15.291    0.006
  2452080.64882   15.298    0.006
  2452080.65760   15.294    0.006
  2452080.66635   15.291    0.006
  2452080.68099   15.297    0.006
  2452080.70263   15.299    0.006
  2452080.71138   15.308    0.006
  2452080.72347   15.300    0.006
  2452080.75389   15.294    0.006
  2452080.76635   15.312    0.006
  2452080.78065   15.295    0.006
  2452080.80604   15.301    0.006
  2452080.81641   15.297    0.006
  2452080.82518   15.306    0.006
  2452080.83388   15.310    0.006
  2452080.84260   15.299    0.006
  2452080.85136   15.290    0.007
  2452080.86016   15.297    0.007
  2452081.57211   15.305    0.006
  2452081.58199   15.293    0.006
  2452081.59073   15.299    0.006
  2452081.60137   15.303    0.006
  2452081.62093   15.307    0.006
  2452081.66368   15.288    0.006
  2452081.70519   15.295    0.006
  2452081.71393   15.294    0.006
  2452081.72273   15.302    0.006
  2452081.73147   15.294    0.006
  2452081.74022   15.303    0.006
  2452081.74896   15.289    0.006
  2452081.75979   15.295    0.006
  2452081.76856   15.302    0.006
  2452081.77734   15.297    0.006
  2452081.78606   15.290    0.006
  2452081.80415   15.303    0.006
  2452081.81290   15.311    0.006
  2452081.82167   15.309    0.006
  2452081.83367   15.301    0.006
  2452081.84242   15.300    0.006
  2452081.87125   15.286    0.006
  2452081.88250   15.299    0.007
  2452082.64570   15.298    0.006
  2452082.68803   15.303    0.006
  2452082.69879   15.301    0.006
  2452082.70815   15.300    0.006
  2452082.71691   15.295    0.006
  2452082.72941   15.297    0.006
  2452082.74114   15.302    0.006
  2452082.74984   15.294    0.006
  2452082.75855   15.296    0.006
  2452082.77081   15.299    0.006
  2452082.78639   15.299    0.006
  2452082.79513   15.303    0.006
  2452082.80387   15.294    0.006
  2452082.81264   15.292    0.006
  2452082.82138   15.303    0.006
  2452082.83014   15.300    0.006
  2452082.84264   15.306    0.006
  2452082.85142   15.299    0.006
  2452082.86020   15.297    0.006
  2452082.86894   15.290    0.006
  2452082.87770   15.294    0.006
  2452082.88648   15.294    0.007
  2452082.89913   15.297    0.007
  2452085.63364   15.297    0.007
  2452085.64221   15.301    0.006
  2452085.65085   15.300    0.007
  2452085.65948   15.292    0.007
  2452085.66805   15.294    0.006
  2452085.67669   15.295    0.006
  2452085.68791   15.304    0.007
  2452085.69647   15.302    0.007
  2452085.70507   15.304    0.007
  2452085.71370   15.292    0.007
  2452085.72238   15.297    0.007
  2452085.73099   15.287    0.007
  2452085.74080   15.306    0.007
  2452085.74941   15.307    0.007
  2452085.76163   15.302    0.006
  2452085.77828   15.301    0.007
  2452085.78762   15.309    0.007
  2452085.79781   15.292    0.007
  2452085.81009   15.284    0.007
  2452085.82883   15.304    0.007
  2452085.83740   15.307    0.007
  2452085.84600   15.294    0.007
  2452085.85460   15.297    0.007
  2452085.86324   15.292    0.007
  2452086.55766   15.296    0.006
  2452086.56630   15.293    0.006
  2452086.57488   15.299    0.006
  2452086.59464   15.292    0.006
  2452086.60323   15.296    0.006
  2452086.61185   15.288    0.006
  2452086.63116   15.292    0.006
  2452086.63976   15.297    0.006
  2452086.64837   15.304    0.006
  2452086.65696   15.300    0.006
  2452086.66557   15.304    0.006
  2452086.67418   15.296    0.006
  2452086.68590   15.303    0.006
  2452086.69445   15.291    0.006
  2452086.70303   15.296    0.006
  2452086.71162   15.300    0.006
  2452086.72087   15.293    0.006
  2452086.73376   15.296    0.006
  2452086.74241   15.296    0.006
  2452086.75100   15.291    0.006
  2452086.75961   15.291    0.006
  2452086.76820   15.295    0.006
  2452086.78153   15.302    0.006
  2452086.79014   15.301    0.006
  2452086.79877   15.305    0.007
  2452086.81112   15.307    0.006
  2452086.81973   15.293    0.006
  2452086.82833   15.299    0.006
  2452086.84080   15.293    0.007
  2452086.84944   15.301    0.007
  2452086.85806   15.301    0.007
  2452086.86662   15.292    0.008
  2452087.56335   15.304    0.006
  2452087.60498   15.294    0.006
  2452087.62247   15.292    0.006
  2452087.63118   15.295    0.006
  2452087.63993   15.297    0.006
  2452087.64868   15.294    0.004
  2452087.65768   15.297    0.006
  2452087.66644   15.293    0.006
  2452087.67850   15.295    0.006
  2452087.68725   15.302    0.006
  2452087.69661   15.299    0.006
  2452087.71407   15.304    0.006
  2452087.72284   15.294    0.006
  2452087.73163   15.296    0.006
  2452087.74044   15.302    0.006
  2452087.74918   15.291    0.006
  2452087.75792   15.308    0.004
  2452087.76842   15.296    0.004
  2452087.77714   15.299    0.004
  2452087.79468   15.309    0.004
  2452087.80339   15.293    0.004
  2452087.82140   15.300    0.006
  2452087.83013   15.290    0.006
  2452087.83889   15.305    0.006
  2452087.84764   15.284    0.006
  2452087.85636   15.280    0.006
  2452087.86511   15.296    0.006
  2452088.56079   15.295    0.006
  2452088.57267   15.291    0.006
  2452088.58143   15.298    0.006
  2452088.59022   15.294    0.006
  2452088.59900   15.303    0.006
  2452088.60792   15.299    0.006
  2452088.61669   15.301    0.006
  2452088.62547   15.293    0.006
