star_name,avg_degree,avg_clust_coeff
OGLE-TR-1001,5.983353151010702,0.7511491807866585
OGLE-TR-1002,6.214532871972319,0.7546969434886843
OGLE-TR-1003,6.299881936245573,0.7609259505292297
OGLE-TR-1004,6.238150289017341,0.7617048634775104
OGLE-TR-1005,6.0,0.7527165236052092
OGLE-TR-1006,6.07168458781362,0.7566747074710398
OGLE-TR-1007,6.011961722488039,0.7466036923065759
OGLE-TR-1008,6.304806565064478,0.7623505608990927
OGLE-TR-1009,6.333333333333333,0.7534191557024275
OGLE-TR-1010,6.300123001230013,0.7521365892890975
OGLE-TR-1011,6.368055555555555,0.7530195900949116
OGLE-TR-1012,6.123368920521945,0.7568559480984766
OGLE-TR-1013,6.7375722543352605,0.7603016237153414
OGLE-TR-1014,6.40279394644936,0.7646870590490195
OGLE-TR-1015,6.013969732246799,0.7543148656496359
OGLE-TR-1016,6.092636579572447,0.7544448766598478
OGLE-TR-1017,5.960693641618497,0.7457957673050789
OGLE-TR-1018,6.097041420118344,0.7599499793342335
OGLE-TR-1019,6.381395348837209,0.757792290129346
OGLE-TR-1020,6.099767981438515,0.7495975480482036
OGLE-TR-1021,6.392479435957696,0.7489770729029485
OGLE-TR-1022,5.8417945690672965,0.7478707528191126
OGLE-TR-1023,6.327102803738318,0.7595173846636809
OGLE-TR-1024,6.009987515605493,0.758610973368583
OGLE-TR-1025,5.8590203106332135,0.7513816071250131
OGLE-TR-1026,6.152897657213317,0.7601646832039683
OGLE-TR-1027,5.992831541218638,0.7494526936751635
OGLE-TR-1028,5.875324675324675,0.751096842916626
OGLE-TR-1029,5.995266272189349,0.7586895867613243
OGLE-TR-1030,6.018669778296383,0.7571225661587105
OGLE-TR-1031,6.22954822954823,0.7534331960386946
OGLE-TR-1032,6.188372093023256,0.7581818150006259
OGLE-TR-1033,6.21784472769409,0.7610978484445431
OGLE-TR-1034,6.063380281690141,0.7573318947855344
OGLE-TR-1035,6.507211538461538,0.7596234174157139
OGLE-TR-1036,5.813038130381304,0.7467250343796197
OGLE-TR-1037,6.310223266745006,0.7631229910542395
OGLE-TR-1038,5.905982905982906,0.7519364614128854
OGLE-TR-1039,6.204413472706156,0.7547860023984222
OGLE-TR-1040,6.120092378752887,0.7573568546489826
OGLE-TR-1041,6.4531435349940685,0.7554808073955513
OGLE-TR-1042,6.126611957796014,0.7582443910608169
OGLE-TR-1043,5.9480519480519485,0.7549700922630378
OGLE-TR-1044,6.516733601070951,0.761810501567835
OGLE-TR-1045,6.042194092827004,0.7466779348820161
OGLE-TR-1046,6.129107981220657,0.754396480512482
OGLE-TR-1047,6.823255813953488,0.7573198674814648
OGLE-TR-1048,6.063305978898007,0.7521975211080424
OGLE-TR-1049,6.181818181818182,0.755509380066243
OGLE-TR-1050,5.853658536585366,0.7486260646243579
OGLE-TR-1051,6.601941747572815,0.7631308813683056
OGLE-TR-1052,6.190476190476191,0.7534844690063203
OGLE-TR-1053,5.890058479532164,0.7499238399993342
OGLE-TR-1054,5.940758293838862,0.7499770648801725
OGLE-TR-1055,6.032869785082174,0.7495833189621881
OGLE-TR-1056,6.118881118881119,0.7548074768536798
OGLE-TR-1057,6.042553191489362,0.7575899464109624
OGLE-TR-1058,5.932400932400933,0.7523104578785871
OGLE-TR-1059,6.074941451990632,0.7585752424559645
OGLE-TR-1060,6.011695906432749,0.7584309714380453
OGLE-TR-1061,6.031363088057901,0.7515176790959663
OGLE-TR-1062,6.119298245614036,0.7577992109741415
OGLE-TR-1063,6.040236686390532,0.7571757161348308
OGLE-TR-1064,5.984354628422425,0.7562414537002619
OGLE-TR-1065,6.082449941107185,0.7460244567971145
OGLE-TR-1066,5.963985594237695,0.7524128821756118
OGLE-TR-1067,5.943517329910141,0.7511971574030791
OGLE-TR-1068,5.82028241335045,0.7535477969327475
OGLE-TR-1069,6.349583828775268,0.7556850577306943
OGLE-TR-1070,6.195888754534462,0.7562318728576712
OGLE-TR-1071,5.841109709962169,0.7533128333159977
OGLE-TR-1072,6.178098676293622,0.7603151737510515
OGLE-TR-1073,6.01920768307323,0.7503122821775235
OGLE-TR-1074,6.163934426229508,0.755302419643912
OGLE-TR-1075,6.268208092485549,0.7508500582326155
OGLE-TR-1076,5.769047619047619,0.751370688700049
OGLE-TR-1077,6.004733727810651,0.7557698165192954
OGLE-TR-1078,6.159713945172824,0.7567881260430739
OGLE-TR-1079,6.21301775147929,0.7586666631934725
OGLE-TR-1080,6.052318668252081,0.7487191693230745
OGLE-TR-1081,6.314318975552968,0.7532796300501733
OGLE-TR-1082,6.063211125158028,0.7576728429202274
OGLE-TR-1083,6.009334889148192,0.7509242597215359
OGLE-TR-1084,6.317273795534665,0.756644837257478
OGLE-TR-1085,6.047003525264395,0.7566546884534884
OGLE-TR-1086,6.016451233842538,0.7545397212845759
OGLE-TR-1087,6.328180737217598,0.7575659988773106
OGLE-TR-1088,6.401869158878505,0.7553346486046247
OGLE-TR-1089,6.682577565632458,0.7610711184715833
OGLE-TR-1090,6.075205640423032,0.760842663389284
OGLE-TR-1091,6.192488262910798,0.759150910894058
OGLE-TR-1092,6.02641056422569,0.7509284692185448
OGLE-TR-1093,6.2577447335811645,0.7588592307691351
OGLE-TR-1094,6.301304863582444,0.7497470900611627
OGLE-TR-1095,6.141414141414141,0.7524984215991937
OGLE-TR-1096,6.025740025740026,0.7552101562002654
OGLE-TR-1097,6.437209302325582,0.755389670493075
OGLE-TR-1098,5.9534342258440045,0.7552656753934225
OGLE-TR-1099,5.978339350180505,0.7531583959502403
