Log(Degree),Log(Probability)
0.6931471805599453,-1.9153734251952317
1.0986122886681098,-1.6409365794934714
1.3862943611198906,-1.942041672277393
1.6094379124341003,-2.118972380436471
1.791759469228055,-2.591128863043308
1.9459101490553132,-2.591128863043308
2.0794415416798357,-3.125211348973566
2.1972245773362196,-2.9379998068854194
2.302585092994046,-3.5160776576605777
2.3978952727983707,-3.8789831513499458
2.4849066497880004,-4.1666652238017265
2.5649493574615367,-4.0125145439744685
2.6390573296152584,-5.2652775124698366
2.70805020110221,-4.705661724534414
2.772588722239781,-5.552959584921617
2.833213344056216,-4.454347296253507
2.8903717578961645,-5.552959584921617
2.9444389791664403,-5.958424693029782
2.995732273553991,-5.2652775124698366
3.044522437723423,-5.958424693029782
3.091042453358316,-5.2652775124698366
3.1354942159291497,-6.651571873589727
3.1780538303479458,-6.651571873589727
3.258096538021482,-6.651571873589727
3.367295829986474,-5.552959584921617
3.4339872044851463,-6.651571873589727
3.6375861597263857,-6.651571873589727
3.713572066704308,-6.651571873589727
3.8501476017100584,-6.651571873589727
4.07753744390572,-6.651571873589727
4.1588830833596715,-6.651571873589727
