Log(Degree),Log(Probability)
0.6931471805599453,-1.7233649821211805
1.0986122886681098,-1.7690872314592756
1.3862943611198906,-1.804805314061355
1.6094379124341003,-2.192251916666841
1.791759469228055,-2.4564034917084276
1.9459101490553132,-2.833213344056216
2.0794415416798357,-3.0395497770540447
2.1972245773362196,-3.355402726472522
2.302585092994046,-3.5785462777867316
2.3978952727983707,-3.9150185144079446
2.4849066497880004,-4.07753744390572
2.5649493574615367,-4.202700586859725
2.6390573296152584,-4.964840638906622
2.70805020110221,-4.8313092462821
2.772588722239781,-4.713526210625716
2.833213344056216,-5.524456426842045
2.8903717578961645,-5.812138499293826
2.9444389791664403,-5.301312875527835
2.995732273553991,-5.1189913187338805
3.044522437723423,-4.964840638906622
3.091042453358316,-6.910750787961936
3.1354942159291497,-5.812138499293826
3.1780538303479458,-6.2176036074019905
3.2188758248682006,-6.910750787961936
3.258096538021482,-5.812138499293826
3.295836866004329,-5.812138499293826
3.367295829986474,-6.910750787961936
3.4011973816621555,-6.910750787961936
3.4339872044851463,-6.910750787961936
3.4657359027997265,-6.910750787961936
4.454347296253507,-6.910750787961936
4.51085950651685,-6.910750787961936
